,date,provider,region,age,total_number
152536,2021-11-21,Pfizer/BioNTech,Lombardia,90+,3.0
152718,2021-11-22,Moderna,Lombardia,12-19,270.0
152719,2021-11-22,Moderna,Lombardia,20-29,139.0
152720,2021-11-22,Moderna,Lombardia,30-39,190.0
152721,2021-11-22,Moderna,Lombardia,40-49,179.0
152722,2021-11-22,Moderna,Lombardia,50-59,150.0
152723,2021-11-22,Moderna,Lombardia,60-69,86.0
152724,2021-11-22,Moderna,Lombardia,70-79,56.0
152725,2021-11-22,Moderna,Lombardia,80-89,25.0
152726,2021-11-22,Moderna,Lombardia,90+,4.0
152904,2021-11-22,Pfizer/BioNTech,Lombardia,12-19,388.0
152905,2021-11-22,Pfizer/BioNTech,Lombardia,20-29,190.0
152906,2021-11-22,Pfizer/BioNTech,Lombardia,30-39,237.0
152907,2021-11-22,Pfizer/BioNTech,Lombardia,40-49,217.0
152908,2021-11-22,Pfizer/BioNTech,Lombardia,50-59,186.0
152909,2021-11-22,Pfizer/BioNTech,Lombardia,60-69,165.0
152910,2021-11-22,Pfizer/BioNTech,Lombardia,70-79,72.0
152911,2021-11-22,Pfizer/BioNTech,Lombardia,80-89,41.0
152912,2021-11-22,Pfizer/BioNTech,Lombardia,90+,15.0
153020,2021-11-22,Vaxzevria (AstraZeneca),Lombardia,40-49,0.0
153021,2021-11-22,Vaxzevria (AstraZeneca),Lombardia,60-69,0.0
153022,2021-11-22,Vaxzevria (AstraZeneca),Lombardia,70-79,0.0
153120,2021-11-23,Moderna,Lombardia,12-19,277.0
153121,2021-11-23,Moderna,Lombardia,20-29,159.0
153122,2021-11-23,Moderna,Lombardia,30-39,191.0
153123,2021-11-23,Moderna,Lombardia,40-49,183.0
153124,2021-11-23,Moderna,Lombardia,50-59,144.0
153125,2021-11-23,Moderna,Lombardia,60-69,103.0
153126,2021-11-23,Moderna,Lombardia,70-79,59.0
153127,2021-11-23,Moderna,Lombardia,80-89,22.0
153128,2021-11-23,Moderna,Lombardia,90+,11.0
153309,2021-11-23,Pfizer/BioNTech,Lombardia,12-19,358.0
153310,2021-11-23,Pfizer/BioNTech,Lombardia,20-29,179.0
153311,2021-11-23,Pfizer/BioNTech,Lombardia,30-39,226.0
153312,2021-11-23,Pfizer/BioNTech,Lombardia,40-49,182.0
153313,2021-11-23,Pfizer/BioNTech,Lombardia,50-59,176.0
153314,2021-11-23,Pfizer/BioNTech,Lombardia,60-69,138.0
153315,2021-11-23,Pfizer/BioNTech,Lombardia,70-79,87.0
153316,2021-11-23,Pfizer/BioNTech,Lombardia,80-89,44.0
153317,2021-11-23,Pfizer/BioNTech,Lombardia,90+,10.0
153426,2021-11-23,Vaxzevria (AstraZeneca),Lombardia,60-69,0.0
153427,2021-11-23,Vaxzevria (AstraZeneca),Lombardia,70-79,0.0
153428,2021-11-23,Vaxzevria (AstraZeneca),Lombardia,80-89,0.0
153521,2021-11-24,Moderna,Lombardia,12-19,304.0
153522,2021-11-24,Moderna,Lombardia,20-29,195.0
153523,2021-11-24,Moderna,Lombardia,30-39,232.0
153524,2021-11-24,Moderna,Lombardia,40-49,201.0
153525,2021-11-24,Moderna,Lombardia,50-59,200.0
153526,2021-11-24,Moderna,Lombardia,60-69,96.0
153527,2021-11-24,Moderna,Lombardia,70-79,66.0
153528,2021-11-24,Moderna,Lombardia,80-89,47.0
153529,2021-11-24,Moderna,Lombardia,90+,6.0
153709,2021-11-24,Pfizer/BioNTech,Lombardia,12-19,334.0
153710,2021-11-24,Pfizer/BioNTech,Lombardia,20-29,154.0
153711,2021-11-24,Pfizer/BioNTech,Lombardia,30-39,185.0
153712,2021-11-24,Pfizer/BioNTech,Lombardia,40-49,180.0
153713,2021-11-24,Pfizer/BioNTech,Lombardia,50-59,152.0
153714,2021-11-24,Pfizer/BioNTech,Lombardia,60-69,125.0
153715,2021-11-24,Pfizer/BioNTech,Lombardia,70-79,90.0
153716,2021-11-24,Pfizer/BioNTech,Lombardia,80-89,46.0
153717,2021-11-24,Pfizer/BioNTech,Lombardia,90+,16.0
153826,2021-11-24,Vaxzevria (AstraZeneca),Lombardia,50-59,0.0
153827,2021-11-24,Vaxzevria (AstraZeneca),Lombardia,60-69,0.0
153828,2021-11-24,Vaxzevria (AstraZeneca),Lombardia,70-79,0.0
153829,2021-11-24,Vaxzevria (AstraZeneca),Lombardia,80-89,0.0
153922,2021-11-25,Moderna,Lombardia,12-19,404.0
153923,2021-11-25,Moderna,Lombardia,20-29,230.0
153924,2021-11-25,Moderna,Lombardia,30-39,287.0
153925,2021-11-25,Moderna,Lombardia,40-49,277.0
153926,2021-11-25,Moderna,Lombardia,50-59,214.0
153927,2021-11-25,Moderna,Lombardia,60-69,118.0
153928,2021-11-25,Moderna,Lombardia,70-79,71.0
153929,2021-11-25,Moderna,Lombardia,80-89,30.0
153930,2021-11-25,Moderna,Lombardia,90+,4.0
154108,2021-11-25,Pfizer/BioNTech,Lombardia,12-19,376.0
154109,2021-11-25,Pfizer/BioNTech,Lombardia,20-29,165.0
154110,2021-11-25,Pfizer/BioNTech,Lombardia,30-39,206.0
154111,2021-11-25,Pfizer/BioNTech,Lombardia,40-49,194.0
154112,2021-11-25,Pfizer/BioNTech,Lombardia,50-59,186.0
154113,2021-11-25,Pfizer/BioNTech,Lombardia,60-69,133.0
154114,2021-11-25,Pfizer/BioNTech,Lombardia,70-79,69.0
154115,2021-11-25,Pfizer/BioNTech,Lombardia,80-89,66.0
154116,2021-11-25,Pfizer/BioNTech,Lombardia,90+,10.0
154226,2021-11-25,Vaxzevria (AstraZeneca),Lombardia,60-69,0.0
154227,2021-11-25,Vaxzevria (AstraZeneca),Lombardia,70-79,0.0
154241,2021-11-26,Janssen,Lombardia,20-29,3.0
154242,2021-11-26,Janssen,Lombardia,30-39,2.0
154243,2021-11-26,Janssen,Lombardia,40-49,3.0
154244,2021-11-26,Janssen,Lombardia,50-59,2.0
154245,2021-11-26,Janssen,Lombardia,60-69,1.0
154335,2021-11-26,Moderna,Lombardia,12-19,413.0
154336,2021-11-26,Moderna,Lombardia,20-29,193.0
154337,2021-11-26,Moderna,Lombardia,30-39,265.0
154338,2021-11-26,Moderna,Lombardia,40-49,210.0
154339,2021-11-26,Moderna,Lombardia,50-59,196.0
154340,2021-11-26,Moderna,Lombardia,60-69,128.0
154341,2021-11-26,Moderna,Lombardia,70-79,70.0
154342,2021-11-26,Moderna,Lombardia,80-89,32.0
154343,2021-11-26,Moderna,Lombardia,90+,5.0
154524,2021-11-26,Pfizer/BioNTech,Lombardia,12-19,371.0
154525,2021-11-26,Pfizer/BioNTech,Lombardia,20-29,150.0
154526,2021-11-26,Pfizer/BioNTech,Lombardia,30-39,212.0
154527,2021-11-26,Pfizer/BioNTech,Lombardia,40-49,196.0
154528,2021-11-26,Pfizer/BioNTech,Lombardia,50-59,169.0
154529,2021-11-26,Pfizer/BioNTech,Lombardia,60-69,120.0
154530,2021-11-26,Pfizer/BioNTech,Lombardia,70-79,56.0
154531,2021-11-26,Pfizer/BioNTech,Lombardia,80-89,43.0
154532,2021-11-26,Pfizer/BioNTech,Lombardia,90+,12.0
154641,2021-11-26,Vaxzevria (AstraZeneca),Lombardia,60-69,0.0
154642,2021-11-26,Vaxzevria (AstraZeneca),Lombardia,70-79,0.0
154736,2021-11-27,Moderna,Lombardia,12-19,470.0
154737,2021-11-27,Moderna,Lombardia,20-29,180.0
154738,2021-11-27,Moderna,Lombardia,30-39,247.0
154739,2021-11-27,Moderna,Lombardia,40-49,225.0
154740,2021-11-27,Moderna,Lombardia,50-59,189.0
154741,2021-11-27,Moderna,Lombardia,60-69,111.0
154742,2021-11-27,Moderna,Lombardia,70-79,46.0
154743,2021-11-27,Moderna,Lombardia,80-89,23.0
154744,2021-11-27,Moderna,Lombardia,90+,5.0
154924,2021-11-27,Pfizer/BioNTech,Lombardia,12-19,387.0
154925,2021-11-27,Pfizer/BioNTech,Lombardia,20-29,106.0
154926,2021-11-27,Pfizer/BioNTech,Lombardia,30-39,153.0
154927,2021-11-27,Pfizer/BioNTech,Lombardia,40-49,132.0
154928,2021-11-27,Pfizer/BioNTech,Lombardia,50-59,114.0
154929,2021-11-27,Pfizer/BioNTech,Lombardia,60-69,90.0
154930,2021-11-27,Pfizer/BioNTech,Lombardia,70-79,40.0
154931,2021-11-27,Pfizer/BioNTech,Lombardia,80-89,18.0
154932,2021-11-27,Pfizer/BioNTech,Lombardia,90+,5.0
155040,2021-11-27,Vaxzevria (AstraZeneca),Lombardia,60-69,0.0
155125,2021-11-28,Moderna,Lombardia,12-19,193.0
155126,2021-11-28,Moderna,Lombardia,20-29,68.0
155127,2021-11-28,Moderna,Lombardia,30-39,87.0
155128,2021-11-28,Moderna,Lombardia,40-49,85.0
155129,2021-11-28,Moderna,Lombardia,50-59,74.0
155130,2021-11-28,Moderna,Lombardia,60-69,27.0
155131,2021-11-28,Moderna,Lombardia,70-79,22.0
155132,2021-11-28,Moderna,Lombardia,80-89,7.0
155133,2021-11-28,Moderna,Lombardia,90+,0.0
155301,2021-11-28,Pfizer/BioNTech,Lombardia,12-19,209.0
155302,2021-11-28,Pfizer/BioNTech,Lombardia,20-29,35.0
155303,2021-11-28,Pfizer/BioNTech,Lombardia,30-39,47.0
155304,2021-11-28,Pfizer/BioNTech,Lombardia,40-49,55.0
155305,2021-11-28,Pfizer/BioNTech,Lombardia,50-59,44.0
155306,2021-11-28,Pfizer/BioNTech,Lombardia,60-69,20.0
155307,2021-11-28,Pfizer/BioNTech,Lombardia,70-79,12.0
155308,2021-11-28,Pfizer/BioNTech,Lombardia,80-89,7.0
155309,2021-11-28,Pfizer/BioNTech,Lombardia,90+,1.0
155427,2021-11-29,Janssen,Lombardia,20-29,3.0
155428,2021-11-29,Janssen,Lombardia,30-39,1.0
155429,2021-11-29,Janssen,Lombardia,40-49,1.0
155430,2021-11-29,Janssen,Lombardia,50-59,3.0
155431,2021-11-29,Janssen,Lombardia,60-69,2.0
155505,2021-11-29,Moderna,Lombardia,12-19,497.0
155506,2021-11-29,Moderna,Lombardia,20-29,259.0
155507,2021-11-29,Moderna,Lombardia,30-39,360.0
155508,2021-11-29,Moderna,Lombardia,40-49,321.0
155509,2021-11-29,Moderna,Lombardia,50-59,270.0
155510,2021-11-29,Moderna,Lombardia,60-69,199.0
155511,2021-11-29,Moderna,Lombardia,70-79,79.0
155512,2021-11-29,Moderna,Lombardia,80-89,42.0
155513,2021-11-29,Moderna,Lombardia,90+,6.0
155686,2021-11-29,Pfizer/BioNTech,Lombardia,12-19,647.0
155687,2021-11-29,Pfizer/BioNTech,Lombardia,20-29,189.0
155688,2021-11-29,Pfizer/BioNTech,Lombardia,30-39,252.0
155689,2021-11-29,Pfizer/BioNTech,Lombardia,40-49,252.0
155690,2021-11-29,Pfizer/BioNTech,Lombardia,50-59,192.0
155691,2021-11-29,Pfizer/BioNTech,Lombardia,60-69,140.0
155692,2021-11-29,Pfizer/BioNTech,Lombardia,70-79,73.0
155693,2021-11-29,Pfizer/BioNTech,Lombardia,80-89,28.0
155694,2021-11-29,Pfizer/BioNTech,Lombardia,90+,17.0
155802,2021-11-29,Vaxzevria (AstraZeneca),Lombardia,60-69,0.0
155803,2021-11-29,Vaxzevria (AstraZeneca),Lombardia,70-79,0.0
155896,2021-11-30,Moderna,Lombardia,12-19,561.0
155897,2021-11-30,Moderna,Lombardia,20-29,280.0
155898,2021-11-30,Moderna,Lombardia,30-39,345.0
155899,2021-11-30,Moderna,Lombardia,40-49,339.0
155900,2021-11-30,Moderna,Lombardia,50-59,270.0
155901,2021-11-30,Moderna,Lombardia,60-69,148.0
155902,2021-11-30,Moderna,Lombardia,70-79,74.0
155903,2021-11-30,Moderna,Lombardia,80-89,34.0
155904,2021-11-30,Moderna,Lombardia,90+,10.0
156085,2021-11-30,Pfizer/BioNTech,Lombardia,12-19,566.0
156086,2021-11-30,Pfizer/BioNTech,Lombardia,20-29,166.0
156087,2021-11-30,Pfizer/BioNTech,Lombardia,30-39,217.0
156088,2021-11-30,Pfizer/BioNTech,Lombardia,40-49,215.0
156089,2021-11-30,Pfizer/BioNTech,Lombardia,50-59,168.0
156090,2021-11-30,Pfizer/BioNTech,Lombardia,60-69,120.0
156091,2021-11-30,Pfizer/BioNTech,Lombardia,70-79,82.0
156092,2021-11-30,Pfizer/BioNTech,Lombardia,80-89,37.0
156093,2021-11-30,Pfizer/BioNTech,Lombardia,90+,15.0
156295,2021-12-01,Moderna,Lombardia,12-19,544.0
156296,2021-12-01,Moderna,Lombardia,20-29,268.0
156297,2021-12-01,Moderna,Lombardia,30-39,307.0
156298,2021-12-01,Moderna,Lombardia,40-49,290.0
156299,2021-12-01,Moderna,Lombardia,50-59,252.0
156300,2021-12-01,Moderna,Lombardia,60-69,144.0
156301,2021-12-01,Moderna,Lombardia,70-79,93.0
156302,2021-12-01,Moderna,Lombardia,80-89,34.0
156303,2021-12-01,Moderna,Lombardia,90+,7.0
156483,2021-12-01,Pfizer/BioNTech,Lombardia,12-19,550.0
156484,2021-12-01,Pfizer/BioNTech,Lombardia,20-29,158.0
156485,2021-12-01,Pfizer/BioNTech,Lombardia,30-39,211.0
156486,2021-12-01,Pfizer/BioNTech,Lombardia,40-49,206.0
156487,2021-12-01,Pfizer/BioNTech,Lombardia,50-59,194.0
156488,2021-12-01,Pfizer/BioNTech,Lombardia,60-69,102.0
156489,2021-12-01,Pfizer/BioNTech,Lombardia,70-79,63.0
156490,2021-12-01,Pfizer/BioNTech,Lombardia,80-89,26.0
156491,2021-12-01,Pfizer/BioNTech,Lombardia,90+,13.0
156690,2021-12-02,Moderna,Lombardia,12-19,603.0
156691,2021-12-02,Moderna,Lombardia,20-29,246.0
156692,2021-12-02,Moderna,Lombardia,30-39,309.0
156693,2021-12-02,Moderna,Lombardia,40-49,332.0
156694,2021-12-02,Moderna,Lombardia,50-59,287.0
156695,2021-12-02,Moderna,Lombardia,60-69,181.0
156696,2021-12-02,Moderna,Lombardia,70-79,98.0
156697,2021-12-02,Moderna,Lombardia,80-89,44.0
156698,2021-12-02,Moderna,Lombardia,90+,13.0
156879,2021-12-02,Pfizer/BioNTech,Lombardia,12-19,517.0
156880,2021-12-02,Pfizer/BioNTech,Lombardia,20-29,120.0
156881,2021-12-02,Pfizer/BioNTech,Lombardia,30-39,205.0
156882,2021-12-02,Pfizer/BioNTech,Lombardia,40-49,161.0
156883,2021-12-02,Pfizer/BioNTech,Lombardia,50-59,155.0
156884,2021-12-02,Pfizer/BioNTech,Lombardia,60-69,105.0
156885,2021-12-02,Pfizer/BioNTech,Lombardia,70-79,59.0
156886,2021-12-02,Pfizer/BioNTech,Lombardia,80-89,34.0
156887,2021-12-02,Pfizer/BioNTech,Lombardia,90+,12.0
157013,2021-12-03,Janssen,Lombardia,20-29,5.0
157014,2021-12-03,Janssen,Lombardia,30-39,5.0
157015,2021-12-03,Janssen,Lombardia,40-49,1.0
157016,2021-12-03,Janssen,Lombardia,50-59,4.0
157103,2021-12-03,Moderna,Lombardia,12-19,628.0
157104,2021-12-03,Moderna,Lombardia,20-29,218.0
157105,2021-12-03,Moderna,Lombardia,30-39,340.0
157106,2021-12-03,Moderna,Lombardia,40-49,319.0
157107,2021-12-03,Moderna,Lombardia,50-59,261.0
157108,2021-12-03,Moderna,Lombardia,60-69,182.0
157109,2021-12-03,Moderna,Lombardia,70-79,96.0
157110,2021-12-03,Moderna,Lombardia,80-89,40.0
157111,2021-12-03,Moderna,Lombardia,90+,12.0
157288,2021-12-03,Pfizer/BioNTech,Lombardia,12-19,520.0
157289,2021-12-03,Pfizer/BioNTech,Lombardia,20-29,129.0
157290,2021-12-03,Pfizer/BioNTech,Lombardia,30-39,159.0
157291,2021-12-03,Pfizer/BioNTech,Lombardia,40-49,174.0
157292,2021-12-03,Pfizer/BioNTech,Lombardia,50-59,136.0
157293,2021-12-03,Pfizer/BioNTech,Lombardia,60-69,86.0
157294,2021-12-03,Pfizer/BioNTech,Lombardia,70-79,47.0
157295,2021-12-03,Pfizer/BioNTech,Lombardia,80-89,29.0
157296,2021-12-03,Pfizer/BioNTech,Lombardia,90+,12.0
157506,2021-12-04,Moderna,Lombardia,12-19,720.0
157507,2021-12-04,Moderna,Lombardia,20-29,241.0
157508,2021-12-04,Moderna,Lombardia,30-39,313.0
157509,2021-12-04,Moderna,Lombardia,40-49,316.0
157510,2021-12-04,Moderna,Lombardia,50-59,223.0
157511,2021-12-04,Moderna,Lombardia,60-69,145.0
157512,2021-12-04,Moderna,Lombardia,70-79,81.0
157513,2021-12-04,Moderna,Lombardia,80-89,38.0
157514,2021-12-04,Moderna,Lombardia,90+,9.0
157694,2021-12-04,Pfizer/BioNTech,Lombardia,12-19,554.0
157695,2021-12-04,Pfizer/BioNTech,Lombardia,20-29,111.0
157696,2021-12-04,Pfizer/BioNTech,Lombardia,30-39,158.0
157697,2021-12-04,Pfizer/BioNTech,Lombardia,40-49,160.0
157698,2021-12-04,Pfizer/BioNTech,Lombardia,50-59,139.0
157699,2021-12-04,Pfizer/BioNTech,Lombardia,60-69,76.0
157700,2021-12-04,Pfizer/BioNTech,Lombardia,70-79,43.0
157701,2021-12-04,Pfizer/BioNTech,Lombardia,80-89,21.0
157702,2021-12-04,Pfizer/BioNTech,Lombardia,90+,3.0
157886,2021-12-05,Moderna,Lombardia,12-19,510.0
157887,2021-12-05,Moderna,Lombardia,20-29,192.0
157888,2021-12-05,Moderna,Lombardia,30-39,216.0
157889,2021-12-05,Moderna,Lombardia,40-49,231.0
157890,2021-12-05,Moderna,Lombardia,50-59,185.0
157891,2021-12-05,Moderna,Lombardia,60-69,93.0
157892,2021-12-05,Moderna,Lombardia,70-79,49.0
157893,2021-12-05,Moderna,Lombardia,80-89,16.0
157894,2021-12-05,Moderna,Lombardia,90+,5.0
158065,2021-12-05,Pfizer/BioNTech,Lombardia,12-19,350.0
158066,2021-12-05,Pfizer/BioNTech,Lombardia,20-29,66.0
158067,2021-12-05,Pfizer/BioNTech,Lombardia,30-39,79.0
158068,2021-12-05,Pfizer/BioNTech,Lombardia,40-49,79.0
158069,2021-12-05,Pfizer/BioNTech,Lombardia,50-59,58.0
158070,2021-12-05,Pfizer/BioNTech,Lombardia,60-69,42.0
158071,2021-12-05,Pfizer/BioNTech,Lombardia,70-79,23.0
158072,2021-12-05,Pfizer/BioNTech,Lombardia,80-89,6.0
158073,2021-12-05,Pfizer/BioNTech,Lombardia,90+,2.0
158270,2021-12-06,Moderna,Lombardia,12-19,809.0
158271,2021-12-06,Moderna,Lombardia,20-29,379.0
158272,2021-12-06,Moderna,Lombardia,30-39,449.0
158273,2021-12-06,Moderna,Lombardia,40-49,433.0
158274,2021-12-06,Moderna,Lombardia,50-59,399.0
158275,2021-12-06,Moderna,Lombardia,60-69,231.0
158276,2021-12-06,Moderna,Lombardia,70-79,141.0
158277,2021-12-06,Moderna,Lombardia,80-89,61.0
158278,2021-12-06,Moderna,Lombardia,90+,9.0
158459,2021-12-06,Pfizer/BioNTech,Lombardia,12-19,681.0
158460,2021-12-06,Pfizer/BioNTech,Lombardia,20-29,163.0
158461,2021-12-06,Pfizer/BioNTech,Lombardia,30-39,201.0
158462,2021-12-06,Pfizer/BioNTech,Lombardia,40-49,180.0
158463,2021-12-06,Pfizer/BioNTech,Lombardia,50-59,142.0
158464,2021-12-06,Pfizer/BioNTech,Lombardia,60-69,107.0
158465,2021-12-06,Pfizer/BioNTech,Lombardia,70-79,64.0
158466,2021-12-06,Pfizer/BioNTech,Lombardia,80-89,25.0
158467,2021-12-06,Pfizer/BioNTech,Lombardia,90+,5.0
158675,2021-12-07,Moderna,Lombardia,12-19,769.0
158676,2021-12-07,Moderna,Lombardia,20-29,351.0
158677,2021-12-07,Moderna,Lombardia,30-39,474.0
158678,2021-12-07,Moderna,Lombardia,40-49,422.0
158679,2021-12-07,Moderna,Lombardia,50-59,328.0
158680,2021-12-07,Moderna,Lombardia,60-69,213.0
158681,2021-12-07,Moderna,Lombardia,70-79,114.0
158682,2021-12-07,Moderna,Lombardia,80-89,47.0
158683,2021-12-07,Moderna,Lombardia,90+,16.0
158863,2021-12-07,Pfizer/BioNTech,Lombardia,12-19,547.0
158864,2021-12-07,Pfizer/BioNTech,Lombardia,20-29,140.0
158865,2021-12-07,Pfizer/BioNTech,Lombardia,30-39,194.0
158866,2021-12-07,Pfizer/BioNTech,Lombardia,40-49,176.0
158867,2021-12-07,Pfizer/BioNTech,Lombardia,50-59,158.0
158868,2021-12-07,Pfizer/BioNTech,Lombardia,60-69,91.0
158869,2021-12-07,Pfizer/BioNTech,Lombardia,70-79,52.0
158870,2021-12-07,Pfizer/BioNTech,Lombardia,80-89,38.0
158871,2021-12-07,Pfizer/BioNTech,Lombardia,90+,6.0
159062,2021-12-08,Moderna,Lombardia,12-19,471.0
159063,2021-12-08,Moderna,Lombardia,20-29,198.0
159064,2021-12-08,Moderna,Lombardia,30-39,206.0
159065,2021-12-08,Moderna,Lombardia,40-49,218.0
159066,2021-12-08,Moderna,Lombardia,50-59,160.0
159067,2021-12-08,Moderna,Lombardia,60-69,91.0
159068,2021-12-08,Moderna,Lombardia,70-79,42.0
159069,2021-12-08,Moderna,Lombardia,80-89,16.0
159070,2021-12-08,Moderna,Lombardia,90+,3.0
159248,2021-12-08,Pfizer/BioNTech,Lombardia,12-19,235.0
159249,2021-12-08,Pfizer/BioNTech,Lombardia,20-29,70.0
159250,2021-12-08,Pfizer/BioNTech,Lombardia,30-39,77.0
159251,2021-12-08,Pfizer/BioNTech,Lombardia,40-49,79.0
159252,2021-12-08,Pfizer/BioNTech,Lombardia,50-59,60.0
159253,2021-12-08,Pfizer/BioNTech,Lombardia,60-69,44.0
159254,2021-12-08,Pfizer/BioNTech,Lombardia,70-79,25.0
159255,2021-12-08,Pfizer/BioNTech,Lombardia,80-89,10.0
159256,2021-12-08,Pfizer/BioNTech,Lombardia,90+,3.0
159458,2021-12-09,Moderna,Lombardia,12-19,728.0
159459,2021-12-09,Moderna,Lombardia,20-29,386.0
159460,2021-12-09,Moderna,Lombardia,30-39,449.0
159461,2021-12-09,Moderna,Lombardia,40-49,439.0
159462,2021-12-09,Moderna,Lombardia,50-59,322.0
159463,2021-12-09,Moderna,Lombardia,60-69,181.0
159464,2021-12-09,Moderna,Lombardia,70-79,106.0
159465,2021-12-09,Moderna,Lombardia,80-89,37.0
159466,2021-12-09,Moderna,Lombardia,90+,12.0
159647,2021-12-09,Pfizer/BioNTech,Lombardia,12-19,407.0
159648,2021-12-09,Pfizer/BioNTech,Lombardia,20-29,118.0
159649,2021-12-09,Pfizer/BioNTech,Lombardia,30-39,158.0
159650,2021-12-09,Pfizer/BioNTech,Lombardia,40-49,141.0
159651,2021-12-09,Pfizer/BioNTech,Lombardia,50-59,127.0
159652,2021-12-09,Pfizer/BioNTech,Lombardia,60-69,72.0
159653,2021-12-09,Pfizer/BioNTech,Lombardia,70-79,49.0
159654,2021-12-09,Pfizer/BioNTech,Lombardia,80-89,41.0
159655,2021-12-09,Pfizer/BioNTech,Lombardia,90+,15.0
159775,2021-12-10,Janssen,Lombardia,20-29,7.0
159776,2021-12-10,Janssen,Lombardia,30-39,3.0
159777,2021-12-10,Janssen,Lombardia,40-49,1.0
159778,2021-12-10,Janssen,Lombardia,50-59,1.0
159779,2021-12-10,Janssen,Lombardia,60-69,1.0
159865,2021-12-10,Moderna,Lombardia,12-19,776.0
159866,2021-12-10,Moderna,Lombardia,20-29,362.0
159867,2021-12-10,Moderna,Lombardia,30-39,425.0
159868,2021-12-10,Moderna,Lombardia,40-49,442.0
159869,2021-12-10,Moderna,Lombardia,50-59,347.0
159870,2021-12-10,Moderna,Lombardia,60-69,188.0
159871,2021-12-10,Moderna,Lombardia,70-79,115.0
159872,2021-12-10,Moderna,Lombardia,80-89,49.0
159873,2021-12-10,Moderna,Lombardia,90+,8.0
160054,2021-12-10,Pfizer/BioNTech,Lombardia,12-19,486.0
160055,2021-12-10,Pfizer/BioNTech,Lombardia,20-29,138.0
160056,2021-12-10,Pfizer/BioNTech,Lombardia,30-39,159.0
160057,2021-12-10,Pfizer/BioNTech,Lombardia,40-49,159.0
160058,2021-12-10,Pfizer/BioNTech,Lombardia,50-59,172.0
160059,2021-12-10,Pfizer/BioNTech,Lombardia,60-69,94.0
160060,2021-12-10,Pfizer/BioNTech,Lombardia,70-79,52.0
160061,2021-12-10,Pfizer/BioNTech,Lombardia,80-89,31.0
160062,2021-12-10,Pfizer/BioNTech,Lombardia,90+,15.0
160259,2021-12-11,Moderna,Lombardia,12-19,765.0
160260,2021-12-11,Moderna,Lombardia,20-29,337.0
160261,2021-12-11,Moderna,Lombardia,30-39,397.0
160262,2021-12-11,Moderna,Lombardia,40-49,327.0
160263,2021-12-11,Moderna,Lombardia,50-59,317.0
160264,2021-12-11,Moderna,Lombardia,60-69,163.0
160265,2021-12-11,Moderna,Lombardia,70-79,79.0
160266,2021-12-11,Moderna,Lombardia,80-89,42.0
160267,2021-12-11,Moderna,Lombardia,90+,7.0
160448,2021-12-11,Pfizer/BioNTech,Lombardia,12-19,446.0
160449,2021-12-11,Pfizer/BioNTech,Lombardia,20-29,112.0
160450,2021-12-11,Pfizer/BioNTech,Lombardia,30-39,131.0
160451,2021-12-11,Pfizer/BioNTech,Lombardia,40-49,130.0
160452,2021-12-11,Pfizer/BioNTech,Lombardia,50-59,99.0
160453,2021-12-11,Pfizer/BioNTech,Lombardia,60-69,45.0
160454,2021-12-11,Pfizer/BioNTech,Lombardia,70-79,53.0
160455,2021-12-11,Pfizer/BioNTech,Lombardia,80-89,16.0
160456,2021-12-11,Pfizer/BioNTech,Lombardia,90+,2.0
160647,2021-12-12,Moderna,Lombardia,12-19,484.0
160648,2021-12-12,Moderna,Lombardia,20-29,202.0
160649,2021-12-12,Moderna,Lombardia,30-39,257.0
160650,2021-12-12,Moderna,Lombardia,40-49,221.0
160651,2021-12-12,Moderna,Lombardia,50-59,194.0
160652,2021-12-12,Moderna,Lombardia,60-69,109.0
160653,2021-12-12,Moderna,Lombardia,70-79,42.0
160654,2021-12-12,Moderna,Lombardia,80-89,37.0
160655,2021-12-12,Moderna,Lombardia,90+,4.0
160834,2021-12-12,Pfizer/BioNTech,Lombardia,12-19,237.0
160835,2021-12-12,Pfizer/BioNTech,Lombardia,20-29,45.0
160836,2021-12-12,Pfizer/BioNTech,Lombardia,30-39,81.0
160837,2021-12-12,Pfizer/BioNTech,Lombardia,40-49,84.0
160838,2021-12-12,Pfizer/BioNTech,Lombardia,50-59,67.0
160839,2021-12-12,Pfizer/BioNTech,Lombardia,60-69,35.0
160840,2021-12-12,Pfizer/BioNTech,Lombardia,70-79,20.0
160841,2021-12-12,Pfizer/BioNTech,Lombardia,80-89,10.0
160842,2021-12-12,Pfizer/BioNTech,Lombardia,90+,2.0
160968,2021-12-13,Janssen,Lombardia,20-29,6.0
160969,2021-12-13,Janssen,Lombardia,30-39,2.0
160970,2021-12-13,Janssen,Lombardia,40-49,3.0
160971,2021-12-13,Janssen,Lombardia,60-69,1.0
161051,2021-12-13,Moderna,Lombardia,12-19,616.0
161052,2021-12-13,Moderna,Lombardia,20-29,360.0
161053,2021-12-13,Moderna,Lombardia,30-39,454.0
161054,2021-12-13,Moderna,Lombardia,40-49,437.0
161055,2021-12-13,Moderna,Lombardia,50-59,358.0
161056,2021-12-13,Moderna,Lombardia,60-69,182.0
161057,2021-12-13,Moderna,Lombardia,70-79,113.0
161058,2021-12-13,Moderna,Lombardia,80-89,47.0
161059,2021-12-13,Moderna,Lombardia,90+,14.0
161240,2021-12-13,Pfizer/BioNTech,Lombardia,12-19,381.0
161241,2021-12-13,Pfizer/BioNTech,Lombardia,20-29,120.0
