areaType,areaName,areaCode,date,newDaily,cumDaily
region,London,E12000007,2022/7/12,12,23955
region,London,E12000007,2022/7/13,13,23968
region,London,E12000007,2022/7/14,5,23973
region,London,E12000007,2022/7/15,11,23984
region,London,E12000007,2022/7/16,13,23997
region,London,E12000007,2022/7/17,17,24014
region,London,E12000007,2022/7/18,13,24027
region,London,E12000007,2022/7/19,15,24042
region,London,E12000007,2022/7/20,20,24062
region,London,E12000007,2022/7/21,12,24074
region,London,E12000007,2022/7/22,9,24083
region,London,E12000007,2022/7/23,13,24096
region,London,E12000007,2022/7/24,7,24103
region,London,E12000007,2022/7/25,12,24115
region,London,E12000007,2022/7/26,11,24126
region,London,E12000007,2022/7/27,14,24140
region,London,E12000007,2022/7/28,11,24151
region,London,E12000007,2022/7/29,8,24159
region,London,E12000007,2022/7/30,8,24167
region,London,E12000007,2022/7/31,4,24171
region,London,E12000007,2022/8/1,8,24179
region,London,E12000007,2022/8/2,14,24193
region,London,E12000007,2022/8/3,12,24205
region,London,E12000007,2022/8/4,6,24211
region,London,E12000007,2022/8/5,4,24215
region,London,E12000007,2022/8/6,8,24223
region,London,E12000007,2022/8/7,12,24235
region,London,E12000007,2022/8/8,14,24249
region,London,E12000007,2022/8/9,8,24257
region,London,E12000007,2022/8/10,6,24263
region,London,E12000007,2022/8/11,12,24275
region,London,E12000007,2022/8/12,11,24286
region,London,E12000007,2022/8/13,12,24298
region,London,E12000007,2022/8/14,6,24304
region,London,E12000007,2022/8/15,5,24309
region,London,E12000007,2022/8/16,8,24317
region,London,E12000007,2022/8/17,6,24323
region,London,E12000007,2022/8/18,5,24328
region,London,E12000007,2022/8/19,8,24336
region,London,E12000007,2022/8/20,8,24344
region,London,E12000007,2022/8/21,6,24350
region,London,E12000007,2022/8/22,5,24355
region,London,E12000007,2022/8/23,6,24361
region,London,E12000007,2022/8/24,4,24365
region,London,E12000007,2022/8/25,5,24370
region,London,E12000007,2022/8/26,5,24375
region,London,E12000007,2022/8/27,5,24380
region,London,E12000007,2022/8/28,3,24383
region,London,E12000007,2022/8/29,8,24391
region,London,E12000007,2022/8/30,4,24395
region,London,E12000007,2022/8/31,6,24401
region,London,E12000007,2022/9/1,6,24407
region,London,E12000007,2022/9/2,3,24410
region,London,E12000007,2022/9/3,0,24410
region,London,E12000007,2022/9/4,4,24414
region,London,E12000007,2022/9/5,4,24418
region,London,E12000007,2022/9/6,2,24420
region,London,E12000007,2022/9/7,3,24423
region,London,E12000007,2022/9/8,3,24426
region,London,E12000007,2022/9/9,3,24429
region,London,E12000007,2022/9/10,1,24430
region,London,E12000007,2022/9/11,3,24433
region,London,E12000007,2022/9/12,7,24440
region,London,E12000007,2022/9/13,4,24444
region,London,E12000007,2022/9/14,3,24447
region,London,E12000007,2022/9/15,4,24451
region,London,E12000007,2022/9/16,2,24453
region,London,E12000007,2022/9/17,2,24455
region,London,E12000007,2022/9/18,6,24461
region,London,E12000007,2022/9/19,2,24463
region,London,E12000007,2022/9/20,4,24467
region,London,E12000007,2022/9/21,3,24470
region,London,E12000007,2022/9/22,4,24474
region,London,E12000007,2022/9/23,1,24475
region,London,E12000007,2022/9/24,4,24479
region,London,E12000007,2022/9/25,6,24485
region,London,E12000007,2022/9/26,6,24491
region,London,E12000007,2022/9/27,3,24494
region,London,E12000007,2022/9/28,6,24500
region,London,E12000007,2022/9/29,6,24506
region,London,E12000007,2022/9/30,2,24508
region,London,E12000007,2022/10/1,8,24516
region,London,E12000007,2022/10/2,2,24518
region,London,E12000007,2022/10/3,4,24522
region,London,E12000007,2022/10/4,3,24525
region,London,E12000007,2022/10/5,6,24531
region,London,E12000007,2022/10/6,6,24537
region,London,E12000007,2022/10/7,6,24543
region,London,E12000007,2022/10/8,4,24547
region,London,E12000007,2022/10/9,6,24553
region,London,E12000007,2022/10/10,5,24558
region,London,E12000007,2022/10/11,11,24569
region,London,E12000007,2022/10/12,10,24579
region,London,E12000007,2022/10/13,10,24589
region,London,E12000007,2022/10/14,12,24601
region,London,E12000007,2022/10/15,9,24610
region,London,E12000007,2022/10/16,10,24620
region,London,E12000007,2022/10/17,15,24635
region,London,E12000007,2022/10/18,10,24645
region,London,E12000007,2022/10/19,7,24652
region,London,E12000007,2022/10/20,7,24659
region,London,E12000007,2022/10/21,11,24670
region,London,E12000007,2022/10/22,6,24676
region,London,E12000007,2022/10/23,8,24684
region,London,E12000007,2022/10/24,12,24696
region,London,E12000007,2022/10/25,11,24707
region,London,E12000007,2022/10/26,9,24716
region,London,E12000007,2022/10/27,12,24728
region,London,E12000007,2022/10/28,12,24740
region,London,E12000007,2022/10/29,10,24750
region,London,E12000007,2022/10/30,16,24766
region,London,E12000007,2022/10/31,5,24771
region,London,E12000007,2022/11/1,11,24782
region,London,E12000007,2022/11/2,5,24787
region,London,E12000007,2022/11/3,4,24791
region,London,E12000007,2022/11/4,15,24806
region,London,E12000007,2022/11/5,4,24810
region,London,E12000007,2022/11/6,6,24816
region,London,E12000007,2022/11/7,9,24825
region,London,E12000007,2022/11/8,4,24829
region,London,E12000007,2022/11/9,7,24836
region,London,E12000007,2022/11/10,7,24843
region,London,E12000007,2022/11/11,7,24850
region,London,E12000007,2022/11/12,3,24853
region,London,E12000007,2022/11/13,6,24859
region,London,E12000007,2022/11/14,8,24867
region,London,E12000007,2022/11/15,6,24873
region,London,E12000007,2022/11/16,9,24882
region,London,E12000007,2022/11/17,7,24889
region,London,E12000007,2022/11/18,5,24894
region,London,E12000007,2022/11/19,8,24902
region,London,E12000007,2022/11/20,7,24909
region,London,E12000007,2022/11/21,3,24912
region,London,E12000007,2022/11/22,4,24916
region,London,E12000007,2022/11/23,7,24923
region,London,E12000007,2022/11/24,3,24926
region,London,E12000007,2022/11/25,5,24931
region,London,E12000007,2022/11/26,5,24936
region,London,E12000007,2022/11/27,9,24945
region,London,E12000007,2022/11/28,5,24950
region,London,E12000007,2022/11/29,5,24955
region,London,E12000007,2022/11/30,7,24962
region,London,E12000007,2022/12/1,10,24972
region,London,E12000007,2022/12/2,6,24978
region,London,E12000007,2022/12/3,7,24985
region,London,E12000007,2022/12/4,5,24990
region,London,E12000007,2022/12/5,8,24998
region,London,E12000007,2022/12/6,7,25005
region,London,E12000007,2022/12/7,11,25016
region,London,E12000007,2022/12/8,9,25025
region,London,E12000007,2022/12/9,6,25031
region,London,E12000007,2022/12/10,8,25039
region,London,E12000007,2022/12/11,10,25049
region,London,E12000007,2022/12/12,10,25059
region,London,E12000007,2022/12/13,13,25072
region,London,E12000007,2022/12/14,8,25080
region,London,E12000007,2022/12/15,4,25084
region,London,E12000007,2022/12/16,6,25090
region,London,E12000007,2022/12/17,10,25100
region,London,E12000007,2022/12/18,15,25115
region,London,E12000007,2022/12/19,11,25126
region,London,E12000007,2022/12/20,10,25136
region,London,E12000007,2022/12/21,11,25147
region,London,E12000007,2022/12/22,7,25154
region,London,E12000007,2022/12/23,13,25167
region,London,E12000007,2022/12/24,14,25181
region,London,E12000007,2022/12/25,15,25196
region,London,E12000007,2022/12/26,13,25209
region,London,E12000007,2022/12/27,12,25221
region,London,E12000007,2022/12/28,6,25227
region,London,E12000007,2022/12/29,6,25233
region,London,E12000007,2022/12/30,13,25246
region,London,E12000007,2022/12/31,17,25263
region,London,E12000007,2023/1/1,10,25273
region,London,E12000007,2023/1/2,12,25285
region,London,E12000007,2023/1/3,17,25302
region,London,E12000007,2023/1/4,12,25314
region,London,E12000007,2023/1/5,11,25325
region,London,E12000007,2023/1/6,14,25339
region,London,E12000007,2023/1/7,8,25347
region,London,E12000007,2023/1/8,8,25355
region,London,E12000007,2023/1/9,8,25363
region,London,E12000007,2023/1/10,7,25370
region,London,E12000007,2023/1/11,9,25379
region,London,E12000007,2023/1/12,12,25391
region,London,E12000007,2023/1/13,6,25397
region,London,E12000007,2023/1/14,5,25402
region,London,E12000007,2023/1/15,10,25412
region,London,E12000007,2023/1/16,9,25421
region,London,E12000007,2023/1/17,9,25430
region,London,E12000007,2023/1/18,5,25435
region,London,E12000007,2023/1/19,8,25443
region,London,E12000007,2023/1/20,5,25448
region,London,E12000007,2023/1/21,4,25452
region,London,E12000007,2023/1/22,7,25459
region,London,E12000007,2023/1/23,6,25465
region,London,E12000007,2023/1/24,7,25472
region,London,E12000007,2023/1/25,4,25476
region,London,E12000007,2023/1/26,6,25482
region,London,E12000007,2023/1/27,10,25492
region,London,E12000007,2023/1/28,4,25496
region,London,E12000007,2023/1/29,5,25501
region,London,E12000007,2023/1/30,8,25509
region,London,E12000007,2023/1/31,1,25510
region,London,E12000007,2023/2/1,6,25516
region,London,E12000007,2023/2/2,6,25522
region,London,E12000007,2023/2/3,8,25530
region,London,E12000007,2023/2/4,4,25534
region,London,E12000007,2023/2/5,3,25537
region,London,E12000007,2023/2/6,8,25545
region,London,E12000007,2023/2/7,6,25551
region,London,E12000007,2023/2/8,5,25556
region,London,E12000007,2023/2/9,2,25558
region,London,E12000007,2023/2/10,1,25559
region,London,E12000007,2023/2/11,5,25564
region,London,E12000007,2023/2/12,4,25568
region,London,E12000007,2023/2/13,6,25574
region,London,E12000007,2023/2/14,6,25580
region,London,E12000007,2023/2/15,6,25586
region,London,E12000007,2023/2/16,7,25593
region,London,E12000007,2023/2/17,4,25597
region,London,E12000007,2023/2/18,4,25601
region,London,E12000007,2023/2/19,5,25606
region,London,E12000007,2023/2/20,10,25616
region,London,E12000007,2023/2/21,4,25620
region,London,E12000007,2023/2/22,12,25632
region,London,E12000007,2023/2/23,9,25641
region,London,E12000007,2023/2/24,4,25645
region,London,E12000007,2023/2/25,7,25652
region,London,E12000007,2023/2/26,9,25661
region,London,E12000007,2023/2/27,6,25667
region,London,E12000007,2023/2/28,7,25674
region,London,E12000007,2023/3/1,6,25680
region,London,E12000007,2023/3/2,12,25692
region,London,E12000007,2023/3/3,4,25696
region,London,E12000007,2023/3/4,10,25706
region,London,E12000007,2023/3/5,7,25713
region,London,E12000007,2023/3/6,8,25721
region,London,E12000007,2023/3/7,7,25728
region,London,E12000007,2023/3/8,6,25734
region,London,E12000007,2023/3/9,7,25741
region,London,E12000007,2023/3/10,7,25748
region,London,E12000007,2023/3/11,3,25751
region,London,E12000007,2023/3/12,10,25761
region,London,E12000007,2023/3/13,10,25771
region,London,E12000007,2023/3/14,9,25780
region,London,E12000007,2023/3/15,14,25794
region,London,E12000007,2023/3/16,8,25802
region,London,E12000007,2023/3/17,7,25809
region,London,E12000007,2023/3/18,4,25813
region,London,E12000007,2023/3/19,3,25816
region,London,E12000007,2023/3/20,6,25822
region,London,E12000007,2023/3/21,11,25833
region,London,E12000007,2023/3/22,3,25836
region,London,E12000007,2023/3/23,9,25845
region,London,E12000007,2023/3/24,10,25855
region,London,E12000007,2023/3/25,6,25861
region,London,E12000007,2023/3/26,8,25869
region,London,E12000007,2023/3/27,5,25874
region,London,E12000007,2023/3/28,9,25883
region,London,E12000007,2023/3/29,3,25886
region,London,E12000007,2023/3/30,8,25894
region,London,E12000007,2023/3/31,2,25896
region,London,E12000007,2023/4/1,5,25901
region,London,E12000007,2023/4/2,7,25908
region,London,E12000007,2023/4/3,4,25912
region,London,E12000007,2023/4/4,6,25918
region,London,E12000007,2023/4/5,5,25923
region,London,E12000007,2023/4/6,5,25928
region,London,E12000007,2023/4/7,4,25932
region,London,E12000007,2023/4/8,3,25935
region,London,E12000007,2023/4/9,9,25944
region,London,E12000007,2023/4/10,6,25950
region,London,E12000007,2023/4/11,5,25955
region,London,E12000007,2023/4/12,9,25964
region,London,E12000007,2023/4/13,7,25971
region,London,E12000007,2023/4/14,4,25975
region,London,E12000007,2023/4/15,6,25981
region,London,E12000007,2023/4/16,3,25984
region,London,E12000007,2023/4/17,2,25986
region,London,E12000007,2023/4/18,8,25994
region,London,E12000007,2023/4/19,5,25999
region,London,E12000007,2023/4/20,6,26005
region,London,E12000007,2023/4/21,9,26014
region,London,E12000007,2023/4/22,3,26017
region,London,E12000007,2023/4/23,4,26021
region,London,E12000007,2023/4/24,4,26025
region,London,E12000007,2023/4/25,4,26029
region,London,E12000007,2023/4/26,5,26034
region,London,E12000007,2023/4/27,3,26037
region,London,E12000007,2023/4/28,5,26042
region,London,E12000007,2023/4/29,1,26043
region,London,E12000007,2023/4/30,5,26048
region,London,E12000007,2023/5/1,6,26054
region,London,E12000007,2023/5/2,2,26056
region,London,E12000007,2023/5/3,4,26060
region,London,E12000007,2023/5/4,2,26062
region,London,E12000007,2023/5/5,5,26067
region,London,E12000007,2023/5/6,6,26073
region,London,E12000007,2023/5/7,1,26074
region,London,E12000007,2023/5/8,2,26076
region,London,E12000007,2023/5/9,1,26077
region,London,E12000007,2023/5/10,7,26084
region,London,E12000007,2023/5/11,2,26086
region,London,E12000007,2023/5/12,5,26091
region,London,E12000007,2023/5/13,1,26092
region,London,E12000007,2023/5/14,2,26094
region,London,E12000007,2023/5/15,3,26097
region,London,E12000007,2023/5/16,1,26098
region,London,E12000007,2023/5/17,4,26102
region,London,E12000007,2023/5/18,2,26104
region,London,E12000007,2023/5/19,7,26111
region,London,E12000007,2023/5/20,5,26116
region,London,E12000007,2023/5/21,3,26119
region,London,E12000007,2023/5/22,5,26124
region,London,E12000007,2023/5/23,4,26128
region,London,E12000007,2023/5/24,0,26128
region,London,E12000007,2023/5/25,3,26131
region,London,E12000007,2023/5/26,7,26138
region,London,E12000007,2023/5/27,1,26139
region,London,E12000007,2023/5/28,2,26141
region,London,E12000007,2023/5/29,3,26144
region,London,E12000007,2023/5/30,2,26146
region,London,E12000007,2023/5/31,3,26149
region,London,E12000007,2023/6/1,2,26151
region,London,E12000007,2023/6/2,5,26156
region,London,E12000007,2023/6/3,5,26161
region,London,E12000007,2023/6/4,2,26163
region,London,E12000007,2023/6/5,1,26164
region,London,E12000007,2023/6/6,4,26168
region,London,E12000007,2023/6/7,2,26170
region,London,E12000007,2023/6/8,2,26172
region,London,E12000007,2023/6/9,1,26173
region,London,E12000007,2023/6/10,0,26173
region,London,E12000007,2023/6/11,3,26176
region,London,E12000007,2023/6/12,3,26179
region,London,E12000007,2023/6/13,1,26180
region,London,E12000007,2023/6/14,1,26181
region,London,E12000007,2023/6/15,1,26182
region,London,E12000007,2023/6/16,3,26185
region,London,E12000007,2023/6/17,2,26187
region,London,E12000007,2023/6/18,0,26187
region,London,E12000007,2023/6/19,3,26190
region,London,E12000007,2023/6/20,2,26192
region,London,E12000007,2023/6/21,0,26192
region,London,E12000007,2023/6/22,1,26193
region,London,E12000007,2023/6/23,0,26193
region,London,E12000007,2023/6/24,1,26194
region,London,E12000007,2023/6/25,3,26197
region,London,E12000007,2023/6/26,1,26198
region,London,E12000007,2023/6/27,1,26199
region,London,E12000007,2023/6/28,1,26200
region,London,E12000007,2023/6/29,1,26201
region,London,E12000007,2023/6/30,3,26204
region,London,E12000007,2023/7/1,1,26205
region,London,E12000007,2023/7/2,3,26208
region,London,E12000007,2023/7/3,2,26210
region,London,E12000007,2023/7/4,1,26211
region,London,E12000007,2023/7/5,1,26212
region,London,E12000007,2023/7/6,0,26212
region,London,E12000007,2023/7/7,1,26213
region,London,E12000007,2023/7/8,1,26214
region,London,E12000007,2023/7/9,0,26214
region,London,E12000007,2023/7/10,1,26215
region,London,E12000007,2023/7/11,0,26215
region,London,E12000007,2023/7/12,0,26215
region,London,E12000007,2023/7/13,2,26217
region,London,E12000007,2023/7/14,0,26217
region,London,E12000007,2023/7/15,0,26217
region,London,E12000007,2023/7/16,1,26218
region,London,E12000007,2023/7/17,0,26218
region,London,E12000007,2023/7/18,0,26218
region,London,E12000007,2023/7/19,0,26218
region,London,E12000007,2023/7/20,0,26218
region,London,E12000007,2023/7/21,1,26219
region,London,E12000007,2023/7/22,1,26220
region,London,E12000007,2023/7/23,1,26221
region,London,E12000007,2023/7/24,1,26222
region,London,E12000007,2023/7/25,0,26222
region,London,E12000007,2023/7/26,2,26224
region,London,E12000007,2023/7/27,1,26225
region,London,E12000007,2023/7/28,1,26226
region,London,E12000007,2023/7/29,2,26228
region,London,E12000007,2023/7/30,0,26228
region,London,E12000007,2023/7/31,3,26231
region,London,E12000007,2023/8/1,1,26232
region,London,E12000007,2023/8/2,0,26232
region,London,E12000007,2023/8/3,1,26233
region,London,E12000007,2023/8/4,0,26233
region,London,E12000007,2023/8/5,2,26235
region,London,E12000007,2023/8/6,2,26237
region,London,E12000007,2023/8/7,0,26237
region,London,E12000007,2023/8/8,1,26238
region,London,E12000007,2023/8/9,0,26238
region,London,E12000007,2023/8/10,1,26239
region,London,E12000007,2023/8/11,1,26240
region,London,E12000007,2023/8/12,0,26240
region,London,E12000007,2023/8/13,0,26240
region,London,E12000007,2023/8/14,1,26241
region,London,E12000007,2023/8/15,1,26242
region,London,E12000007,2023/8/16,0,26242
region,London,E12000007,2023/8/17,2,26244
region,London,E12000007,2023/8/18,0,26244
region,London,E12000007,2023/8/19,2,26246
region,London,E12000007,2023/8/20,1,26247
region,London,E12000007,2023/8/21,6,26253
region,London,E12000007,2023/8/22,4,26257
region,London,E12000007,2023/8/23,2,26259
region,London,E12000007,2023/8/24,2,26261
region,London,E12000007,2023/8/25,2,26263
region,London,E12000007,2023/8/26,0,26263
region,London,E12000007,2023/8/27,1,26264
region,London,E12000007,2023/8/28,2,26266
region,London,E12000007,2023/8/29,1,26267
region,London,E12000007,2023/8/30,3,26270
region,London,E12000007,2023/8/31,0,26270
region,London,E12000007,2023/9/1,1,26271
region,London,E12000007,2023/9/2,0,26271
region,London,E12000007,2023/9/3,1,26272
region,London,E12000007,2023/9/4,4,26276
region,London,E12000007,2023/9/5,7,26283
region,London,E12000007,2023/9/6,4,26287
region,London,E12000007,2023/9/7,3,26290
region,London,E12000007,2023/9/8,3,26293
region,London,E12000007,2023/9/9,3,26296
region,London,E12000007,2023/9/10,6,26302
region,London,E12000007,2023/9/11,2,26304
region,London,E12000007,2023/9/12,2,26306
region,London,E12000007,2023/9/13,3,26309
region,London,E12000007,2023/9/14,1,26310
region,London,E12000007,2023/9/15,5,26315
region,London,E12000007,2023/9/16,1,26316
region,London,E12000007,2023/9/17,4,26320
region,London,E12000007,2023/9/18,7,26327
region,London,E12000007,2023/9/19,5,26332
region,London,E12000007,2023/9/20,1,26333
region,London,E12000007,2023/9/21,3,26336
region,London,E12000007,2023/9/22,3,26339
