id,Delta,R0,i0_q,r0_q,start_week_delta,t_alpha_delta
9710,60.0,1.3803598811514477,0.004955761283732653,0.3014064701393301,6.0,19.0
9711,51.0,1.171619742734692,0.0056688617994649975,0.23814260505912221,7.0,41.0
9712,58.0,1.460388301024029,0.005651085835483421,0.30132335005940447,6.0,34.0
9713,60.0,1.1605499089223932,0.003821551318092856,0.20674910655493384,6.0,31.0
9714,63.0,1.2416923864251683,0.004032686437568025,0.3032716203604581,3.0,21.0
9715,61.0,1.1673538089820399,0.003287373157617562,0.24355064792312017,7.0,14.0
9716,52.0,1.151998426091304,0.0054105567764628805,0.16608025308611146,5.0,34.0
9717,62.0,1.292038903425469,0.005306780939510046,0.26769252148468536,4.0,38.0
9718,55.0,1.2110678069871117,0.005088335512255694,0.2822283011151111,7.0,42.0
9719,61.0,1.1676686777127991,0.005055646177902973,0.188368108917899,4.0,38.0
9720,52.0,1.4559481395678162,0.0032225173761105635,0.349371313258633,7.0,39.0
9721,59.0,1.1446035132340735,0.005394081580044574,0.22243980939473124,7.0,9.0
9722,60.0,1.1169155249225982,0.0033112062310378296,0.16004341040039757,7.0,30.0
9723,61.0,1.2705213110678775,0.004860399912522911,0.29560485024554545,7.0,14.0
9724,53.0,1.3195288754891894,0.005087591296542487,0.290477602535416,6.0,27.0
9725,58.0,1.40867166124117,0.004038663696893755,0.31089443237605247,6.0,17.0
9726,52.0,1.3154075767002826,0.004793302102762536,0.29245221738584765,6.0,40.0
9727,51.0,1.4695902261791407,0.004162559479430929,0.369921135542087,7.0,29.0
9728,49.0,1.502238747662488,0.00589970365717551,0.32396737425910793,6.0,37.0
9729,61.0,1.4294801669947677,0.003911964499816109,0.36184295248230935,6.0,6.0
9730,55.0,1.6192006175138192,0.004298126233350066,0.388854476031704,5.0,19.0
9731,54.0,1.1494513765688057,0.0054986035737521425,0.2778919234363634,7.0,14.0
9732,61.0,1.4587989202472,0.005292577341922092,0.38102967143817845,7.0,42.0
9733,51.0,1.3938738318171484,0.004994698398757127,0.3599545800102647,7.0,40.0
9734,62.0,1.1274498527832937,0.0055215725856130925,0.1844608045469273,6.0,10.0
9735,61.0,1.4864396812561664,0.005473867517852475,0.3812147671516515,7.0,41.0
9736,61.0,1.4744047574943593,0.0038039097028099416,0.33653522318011925,7.0,38.0
9737,58.0,1.3311503125061026,0.004874787084778346,0.33965472252156953,7.0,12.0
9738,60.0,1.6796376868923593,0.0039791476677337395,0.3782206005799487,6.0,37.0
9739,59.0,1.1138218017429589,0.005838258303546966,0.13869384921010636,5.0,19.0
9740,60.0,1.0486984236230232,0.0036770250984697966,0.16788374655621124,6.0,8.0
9741,46.0,1.2926245427802732,0.006310015903145127,0.2596286147932949,7.0,34.0
9742,61.0,1.2840664386595009,0.006605386206023607,0.2902053204804388,6.0,35.0
9743,62.0,1.4063185513448642,0.004721332187633945,0.3560623610175717,7.0,39.0
9744,53.0,1.1387374292783563,0.00499565447277353,0.125908495397215,7.0,32.0
9745,59.0,1.356424465450504,0.005256652066728188,0.36576783810220365,7.0,31.0
9746,61.0,1.2062363149039959,0.004941150296494251,0.2265890794443651,7.0,36.0
9747,60.0,1.5905574479230982,0.004960367915249498,0.3832433598825522,7.0,33.0
9748,60.0,1.156170973896701,0.004220029376821774,0.18033147654843953,7.0,29.0
9749,58.0,1.255096826844814,0.006149617385392958,0.26230603741203795,6.0,20.0
9750,53.0,1.4185990947783798,0.006201731997710859,0.33526215025613676,6.0,24.0
9751,62.0,1.3933119860056553,0.006450886168201691,0.3235569312698104,4.0,31.0
9752,54.0,1.4270944723966381,0.004590430911610413,0.37889337063844925,7.0,27.0
9753,58.0,1.4342964701648042,0.004688556272628031,0.3540662519098581,7.0,16.0
9754,61.0,1.1675957829402142,0.005947766872198628,0.19481439238441617,7.0,16.0
9755,59.0,1.1891714220192624,0.0059133557709466315,0.23550647970506408,5.0,14.0
9756,56.0,1.4402460894673925,0.004753490781390185,0.338927493909283,6.0,41.0
9757,60.0,1.3132664321848186,0.004223714779220957,0.2536504001791291,6.0,40.0
9758,61.0,1.188477349959108,0.005148842683077242,0.2491171527161206,5.0,29.0
