Unnamed: 0,prename,week_end,sex,age,rV
120,British Columbia,2021-05-27,All sexes,50–59,0.0035968035745603
121,British Columbia,2021-05-27,All sexes,60–69,0.0017355004176618
122,British Columbia,2021-05-27,All sexes,70–79,0.0008199479991986
123,British Columbia,2021-05-27,All sexes,80+,0.0008142991740535
116,British Columbia,2021-05-28,All sexes,0–17,0.0061533589211903
117,British Columbia,2021-05-28,All sexes,18–29,0.0222862018547907
118,British Columbia,2021-05-28,All sexes,30–39,0.0187045647072795
119,British Columbia,2021-05-28,All sexes,40–49,0.0082720395372295
120,British Columbia,2021-05-28,All sexes,50–59,0.0035968035745603
121,British Columbia,2021-05-28,All sexes,60–69,0.0017355004176618
122,British Columbia,2021-05-28,All sexes,70–79,0.0008199479991986
123,British Columbia,2021-05-28,All sexes,80+,0.0008142991740535
116,British Columbia,2021-05-29,All sexes,0–17,0.0061533589211903
117,British Columbia,2021-05-29,All sexes,18–29,0.0222862018547907
118,British Columbia,2021-05-29,All sexes,30–39,0.0187045647072795
119,British Columbia,2021-05-29,All sexes,40–49,0.0082720395372295
120,British Columbia,2021-05-29,All sexes,50–59,0.0035968035745603
121,British Columbia,2021-05-29,All sexes,60–69,0.0017355004176618
122,British Columbia,2021-05-29,All sexes,70–79,0.0008199479991986
123,British Columbia,2021-05-29,All sexes,80+,0.0008142991740535
124,British Columbia,2021-05-30,All sexes,00–04,0.0
125,British Columbia,2021-05-30,All sexes,05–11,0.0020411519615286
126,British Columbia,2021-05-30,All sexes,12–17,0.0192593050405915
127,British Columbia,2021-05-30,All sexes,18–29,0.0173355463507781
128,British Columbia,2021-05-30,All sexes,30–39,0.0084049550506648
129,British Columbia,2021-05-30,All sexes,40–49,0.0036870378899171
130,British Columbia,2021-05-30,All sexes,50–59,0.0022298226713507
131,British Columbia,2021-05-30,All sexes,60–69,0.0011423786157133
132,British Columbia,2021-05-30,All sexes,70–79,0.0007244200769618
133,British Columbia,2021-05-30,All sexes,80+,0.0008236975157162
124,British Columbia,2021-05-31,All sexes,00–04,0.0
125,British Columbia,2021-05-31,All sexes,05–11,0.0020411519615286
126,British Columbia,2021-05-31,All sexes,12–17,0.0192593050405915
127,British Columbia,2021-05-31,All sexes,18–29,0.0173355463507781
128,British Columbia,2021-05-31,All sexes,30–39,0.0084049550506648
129,British Columbia,2021-05-31,All sexes,40–49,0.0036870378899171
130,British Columbia,2021-05-31,All sexes,50–59,0.0022298226713507
131,British Columbia,2021-05-31,All sexes,60–69,0.0011423786157133
132,British Columbia,2021-05-31,All sexes,70–79,0.0007244200769618
133,British Columbia,2021-05-31,All sexes,80+,0.0008236975157162
124,British Columbia,2021-06-01,All sexes,00–04,0.0
125,British Columbia,2021-06-01,All sexes,05–11,0.0020411519615286
126,British Columbia,2021-06-01,All sexes,12–17,0.0192593050405915
127,British Columbia,2021-06-01,All sexes,18–29,0.0173355463507781
128,British Columbia,2021-06-01,All sexes,30–39,0.0084049550506648
129,British Columbia,2021-06-01,All sexes,40–49,0.0036870378899171
130,British Columbia,2021-06-01,All sexes,50–59,0.0022298226713507
131,British Columbia,2021-06-01,All sexes,60–69,0.0011423786157133
132,British Columbia,2021-06-01,All sexes,70–79,0.0007244200769618
133,British Columbia,2021-06-01,All sexes,80+,0.0008236975157162
124,British Columbia,2021-06-02,All sexes,00–04,0.0
125,British Columbia,2021-06-02,All sexes,05–11,0.0020411519615286
126,British Columbia,2021-06-02,All sexes,12–17,0.0192593050405915
127,British Columbia,2021-06-02,All sexes,18–29,0.0173355463507781
128,British Columbia,2021-06-02,All sexes,30–39,0.0084049550506648
129,British Columbia,2021-06-02,All sexes,40–49,0.0036870378899171
130,British Columbia,2021-06-02,All sexes,50–59,0.0022298226713507
131,British Columbia,2021-06-02,All sexes,60–69,0.0011423786157133
132,British Columbia,2021-06-02,All sexes,70–79,0.0007244200769618
133,British Columbia,2021-06-02,All sexes,80+,0.0008236975157162
124,British Columbia,2021-06-03,All sexes,00–04,0.0
125,British Columbia,2021-06-03,All sexes,05–11,0.0020411519615286
126,British Columbia,2021-06-03,All sexes,12–17,0.0192593050405915
127,British Columbia,2021-06-03,All sexes,18–29,0.0173355463507781
128,British Columbia,2021-06-03,All sexes,30–39,0.0084049550506648
129,British Columbia,2021-06-03,All sexes,40–49,0.0036870378899171
130,British Columbia,2021-06-03,All sexes,50–59,0.0022298226713507
131,British Columbia,2021-06-03,All sexes,60–69,0.0011423786157133
132,British Columbia,2021-06-03,All sexes,70–79,0.0007244200769618
133,British Columbia,2021-06-03,All sexes,80+,0.0008236975157162
124,British Columbia,2021-06-04,All sexes,00–04,0.0
125,British Columbia,2021-06-04,All sexes,05–11,0.0020411519615286
126,British Columbia,2021-06-04,All sexes,12–17,0.0192593050405915
127,British Columbia,2021-06-04,All sexes,18–29,0.0173355463507781
128,British Columbia,2021-06-04,All sexes,30–39,0.0084049550506648
129,British Columbia,2021-06-04,All sexes,40–49,0.0036870378899171
130,British Columbia,2021-06-04,All sexes,50–59,0.0022298226713507
131,British Columbia,2021-06-04,All sexes,60–69,0.0011423786157133
132,British Columbia,2021-06-04,All sexes,70–79,0.0007244200769618
133,British Columbia,2021-06-04,All sexes,80+,0.0008236975157162
124,British Columbia,2021-06-05,All sexes,00–04,0.0
125,British Columbia,2021-06-05,All sexes,05–11,0.0020411519615286
126,British Columbia,2021-06-05,All sexes,12–17,0.0192593050405915
127,British Columbia,2021-06-05,All sexes,18–29,0.0173355463507781
128,British Columbia,2021-06-05,All sexes,30–39,0.0084049550506648
129,British Columbia,2021-06-05,All sexes,40–49,0.0036870378899171
130,British Columbia,2021-06-05,All sexes,50–59,0.0022298226713507
131,British Columbia,2021-06-05,All sexes,60–69,0.0011423786157133
132,British Columbia,2021-06-05,All sexes,70–79,0.0007244200769618
133,British Columbia,2021-06-05,All sexes,80+,0.0008236975157162
134,British Columbia,2021-06-06,All sexes,00–04,0.0
135,British Columbia,2021-06-06,All sexes,05–11,0.0010715761280344
136,British Columbia,2021-06-06,All sexes,12–17,0.0085397276322691
137,British Columbia,2021-06-06,All sexes,18–29,0.0074018235322072
138,British Columbia,2021-06-06,All sexes,30–39,0.0031188501432125
139,British Columbia,2021-06-06,All sexes,40–49,0.0020633048224612
140,British Columbia,2021-06-06,All sexes,50–59,0.001486752140147
141,British Columbia,2021-06-06,All sexes,60–69,0.0009438318270921
142,British Columbia,2021-06-06,All sexes,70–79,0.0007099729529199
143,British Columbia,2021-06-06,All sexes,80+,0.0009035834198484
134,British Columbia,2021-06-07,All sexes,00–04,0.0
135,British Columbia,2021-06-07,All sexes,05–11,0.0010715761280344
136,British Columbia,2021-06-07,All sexes,12–17,0.0085397276322691
137,British Columbia,2021-06-07,All sexes,18–29,0.0074018235322072
138,British Columbia,2021-06-07,All sexes,30–39,0.0031188501432125
139,British Columbia,2021-06-07,All sexes,40–49,0.0020633048224612
140,British Columbia,2021-06-07,All sexes,50–59,0.001486752140147
141,British Columbia,2021-06-07,All sexes,60–69,0.0009438318270921
142,British Columbia,2021-06-07,All sexes,70–79,0.0007099729529199
143,British Columbia,2021-06-07,All sexes,80+,0.0009035834198484
134,British Columbia,2021-06-08,All sexes,00–04,0.0
135,British Columbia,2021-06-08,All sexes,05–11,0.0010715761280344
136,British Columbia,2021-06-08,All sexes,12–17,0.0085397276322691
137,British Columbia,2021-06-08,All sexes,18–29,0.0074018235322072
138,British Columbia,2021-06-08,All sexes,30–39,0.0031188501432125
139,British Columbia,2021-06-08,All sexes,40–49,0.0020633048224612
140,British Columbia,2021-06-08,All sexes,50–59,0.001486752140147
141,British Columbia,2021-06-08,All sexes,60–69,0.0009438318270921
142,British Columbia,2021-06-08,All sexes,70–79,0.0007099729529199
143,British Columbia,2021-06-08,All sexes,80+,0.0009035834198484
134,British Columbia,2021-06-09,All sexes,00–04,0.0
135,British Columbia,2021-06-09,All sexes,05–11,0.0010715761280344
136,British Columbia,2021-06-09,All sexes,12–17,0.0085397276322691
137,British Columbia,2021-06-09,All sexes,18–29,0.0074018235322072
138,British Columbia,2021-06-09,All sexes,30–39,0.0031188501432125
139,British Columbia,2021-06-09,All sexes,40–49,0.0020633048224612
140,British Columbia,2021-06-09,All sexes,50–59,0.001486752140147
141,British Columbia,2021-06-09,All sexes,60–69,0.0009438318270921
142,British Columbia,2021-06-09,All sexes,70–79,0.0007099729529199
143,British Columbia,2021-06-09,All sexes,80+,0.0009035834198484
134,British Columbia,2021-06-10,All sexes,00–04,0.0
135,British Columbia,2021-06-10,All sexes,05–11,0.0010715761280344
136,British Columbia,2021-06-10,All sexes,12–17,0.0085397276322691
137,British Columbia,2021-06-10,All sexes,18–29,0.0074018235322072
138,British Columbia,2021-06-10,All sexes,30–39,0.0031188501432125
139,British Columbia,2021-06-10,All sexes,40–49,0.0020633048224612
140,British Columbia,2021-06-10,All sexes,50–59,0.001486752140147
141,British Columbia,2021-06-10,All sexes,60–69,0.0009438318270921
142,British Columbia,2021-06-10,All sexes,70–79,0.0007099729529199
143,British Columbia,2021-06-10,All sexes,80+,0.0009035834198484
134,British Columbia,2021-06-11,All sexes,00–04,0.0
135,British Columbia,2021-06-11,All sexes,05–11,0.0010715761280344
136,British Columbia,2021-06-11,All sexes,12–17,0.0085397276322691
137,British Columbia,2021-06-11,All sexes,18–29,0.0074018235322072
138,British Columbia,2021-06-11,All sexes,30–39,0.0031188501432125
139,British Columbia,2021-06-11,All sexes,40–49,0.0020633048224612
140,British Columbia,2021-06-11,All sexes,50–59,0.001486752140147
141,British Columbia,2021-06-11,All sexes,60–69,0.0009438318270921
142,British Columbia,2021-06-11,All sexes,70–79,0.0007099729529199
143,British Columbia,2021-06-11,All sexes,80+,0.0009035834198484
134,British Columbia,2021-06-12,All sexes,00–04,0.0
135,British Columbia,2021-06-12,All sexes,05–11,0.0010715761280344
136,British Columbia,2021-06-12,All sexes,12–17,0.0085397276322691
137,British Columbia,2021-06-12,All sexes,18–29,0.0074018235322072
138,British Columbia,2021-06-12,All sexes,30–39,0.0031188501432125
139,British Columbia,2021-06-12,All sexes,40–49,0.0020633048224612
140,British Columbia,2021-06-12,All sexes,50–59,0.001486752140147
141,British Columbia,2021-06-12,All sexes,60–69,0.0009438318270921
142,British Columbia,2021-06-12,All sexes,70–79,0.0007099729529199
143,British Columbia,2021-06-12,All sexes,80+,0.0009035834198484
144,British Columbia,2021-06-13,All sexes,00–04,0.0
145,British Columbia,2021-06-13,All sexes,05–11,0.0004349338402022
146,British Columbia,2021-06-13,All sexes,12–17,0.0036393728289697
147,British Columbia,2021-06-13,All sexes,18–29,0.0028928038025615
148,British Columbia,2021-06-13,All sexes,30–39,0.0018167158268608
149,British Columbia,2021-06-13,All sexes,40–49,0.0013301804731929
150,British Columbia,2021-06-13,All sexes,50–59,0.0010025748779015
151,British Columbia,2021-06-13,All sexes,60–69,0.0007622853448963
152,British Columbia,2021-06-13,All sexes,70–79,0.0005814230328729
153,British Columbia,2021-06-13,All sexes,80+,0.0007585804341966
144,British Columbia,2021-06-14,All sexes,00–04,0.0
145,British Columbia,2021-06-14,All sexes,05–11,0.0004349338402022
146,British Columbia,2021-06-14,All sexes,12–17,0.0036393728289697
147,British Columbia,2021-06-14,All sexes,18–29,0.0028928038025615
148,British Columbia,2021-06-14,All sexes,30–39,0.0018167158268608
149,British Columbia,2021-06-14,All sexes,40–49,0.0013301804731929
150,British Columbia,2021-06-14,All sexes,50–59,0.0010025748779015
151,British Columbia,2021-06-14,All sexes,60–69,0.0007622853448963
152,British Columbia,2021-06-14,All sexes,70–79,0.0005814230328729
153,British Columbia,2021-06-14,All sexes,80+,0.0007585804341966
144,British Columbia,2021-06-15,All sexes,00–04,0.0
145,British Columbia,2021-06-15,All sexes,05–11,0.0004349338402022
146,British Columbia,2021-06-15,All sexes,12–17,0.0036393728289697
147,British Columbia,2021-06-15,All sexes,18–29,0.0028928038025615
148,British Columbia,2021-06-15,All sexes,30–39,0.0018167158268608
149,British Columbia,2021-06-15,All sexes,40–49,0.0013301804731929
150,British Columbia,2021-06-15,All sexes,50–59,0.0010025748779015
151,British Columbia,2021-06-15,All sexes,60–69,0.0007622853448963
152,British Columbia,2021-06-15,All sexes,70–79,0.0005814230328729
153,British Columbia,2021-06-15,All sexes,80+,0.0007585804341966
144,British Columbia,2021-06-16,All sexes,00–04,0.0
145,British Columbia,2021-06-16,All sexes,05–11,0.0004349338402022
146,British Columbia,2021-06-16,All sexes,12–17,0.0036393728289697
147,British Columbia,2021-06-16,All sexes,18–29,0.0028928038025615
148,British Columbia,2021-06-16,All sexes,30–39,0.0018167158268608
149,British Columbia,2021-06-16,All sexes,40–49,0.0013301804731929
150,British Columbia,2021-06-16,All sexes,50–59,0.0010025748779015
151,British Columbia,2021-06-16,All sexes,60–69,0.0007622853448963
152,British Columbia,2021-06-16,All sexes,70–79,0.0005814230328729
153,British Columbia,2021-06-16,All sexes,80+,0.0007585804341966
144,British Columbia,2021-06-17,All sexes,00–04,0.0
145,British Columbia,2021-06-17,All sexes,05–11,0.0004349338402022
146,British Columbia,2021-06-17,All sexes,12–17,0.0036393728289697
147,British Columbia,2021-06-17,All sexes,18–29,0.0028928038025615
148,British Columbia,2021-06-17,All sexes,30–39,0.0018167158268608
149,British Columbia,2021-06-17,All sexes,40–49,0.0013301804731929
150,British Columbia,2021-06-17,All sexes,50–59,0.0010025748779015
151,British Columbia,2021-06-17,All sexes,60–69,0.0007622853448963
152,British Columbia,2021-06-17,All sexes,70–79,0.0005814230328729
153,British Columbia,2021-06-17,All sexes,80+,0.0007585804341966
144,British Columbia,2021-06-18,All sexes,00–04,0.0
145,British Columbia,2021-06-18,All sexes,05–11,0.0004349338402022
146,British Columbia,2021-06-18,All sexes,12–17,0.0036393728289697
147,British Columbia,2021-06-18,All sexes,18–29,0.0028928038025615
148,British Columbia,2021-06-18,All sexes,30–39,0.0018167158268608
149,British Columbia,2021-06-18,All sexes,40–49,0.0013301804731929
150,British Columbia,2021-06-18,All sexes,50–59,0.0010025748779015
151,British Columbia,2021-06-18,All sexes,60–69,0.0007622853448963
152,British Columbia,2021-06-18,All sexes,70–79,0.0005814230328729
153,British Columbia,2021-06-18,All sexes,80+,0.0007585804341966
144,British Columbia,2021-06-19,All sexes,00–04,0.0
145,British Columbia,2021-06-19,All sexes,05–11,0.0004349338402022
146,British Columbia,2021-06-19,All sexes,12–17,0.0036393728289697
147,British Columbia,2021-06-19,All sexes,18–29,0.0028928038025615
148,British Columbia,2021-06-19,All sexes,30–39,0.0018167158268608
149,British Columbia,2021-06-19,All sexes,40–49,0.0013301804731929
150,British Columbia,2021-06-19,All sexes,50–59,0.0010025748779015
151,British Columbia,2021-06-19,All sexes,60–69,0.0007622853448963
152,British Columbia,2021-06-19,All sexes,70–79,0.0005814230328729
153,British Columbia,2021-06-19,All sexes,80+,0.0007585804341966
154,British Columbia,2021-06-20,All sexes,00–04,0.0
155,British Columbia,2021-06-20,All sexes,05–11,0.0004481136535416
156,British Columbia,2021-06-20,All sexes,12–17,0.0037569660297855
157,British Columbia,2021-06-20,All sexes,18–29,0.0040570439911784
158,British Columbia,2021-06-20,All sexes,30–39,0.0024658345155594
159,British Columbia,2021-06-20,All sexes,40–49,0.0018389761266243
160,British Columbia,2021-06-20,All sexes,50–59,0.0014690308857021
161,British Columbia,2021-06-20,All sexes,60–69,0.0011595888024648
162,British Columbia,2021-06-20,All sexes,70–79,0.0008697758351801
163,British Columbia,2021-06-20,All sexes,80+,0.0011311575501074
154,British Columbia,2021-06-21,All sexes,00–04,0.0
155,British Columbia,2021-06-21,All sexes,05–11,0.0004481136535416
156,British Columbia,2021-06-21,All sexes,12–17,0.0037569660297855
157,British Columbia,2021-06-21,All sexes,18–29,0.0040570439911784
158,British Columbia,2021-06-21,All sexes,30–39,0.0024658345155594
159,British Columbia,2021-06-21,All sexes,40–49,0.0018389761266243
160,British Columbia,2021-06-21,All sexes,50–59,0.0014690308857021
161,British Columbia,2021-06-21,All sexes,60–69,0.0011595888024648
162,British Columbia,2021-06-21,All sexes,70–79,0.0008697758351801
163,British Columbia,2021-06-21,All sexes,80+,0.0011311575501074
154,British Columbia,2021-06-22,All sexes,00–04,0.0
155,British Columbia,2021-06-22,All sexes,05–11,0.0004481136535416
156,British Columbia,2021-06-22,All sexes,12–17,0.0037569660297855
157,British Columbia,2021-06-22,All sexes,18–29,0.0040570439911784
158,British Columbia,2021-06-22,All sexes,30–39,0.0024658345155594
159,British Columbia,2021-06-22,All sexes,40–49,0.0018389761266243
160,British Columbia,2021-06-22,All sexes,50–59,0.0014690308857021
161,British Columbia,2021-06-22,All sexes,60–69,0.0011595888024648
162,British Columbia,2021-06-22,All sexes,70–79,0.0008697758351801
163,British Columbia,2021-06-22,All sexes,80+,0.0011311575501074
154,British Columbia,2021-06-23,All sexes,00–04,0.0
155,British Columbia,2021-06-23,All sexes,05–11,0.0004481136535416
156,British Columbia,2021-06-23,All sexes,12–17,0.0037569660297855
157,British Columbia,2021-06-23,All sexes,18–29,0.0040570439911784
158,British Columbia,2021-06-23,All sexes,30–39,0.0024658345155594
159,British Columbia,2021-06-23,All sexes,40–49,0.0018389761266243
160,British Columbia,2021-06-23,All sexes,50–59,0.0014690308857021
161,British Columbia,2021-06-23,All sexes,60–69,0.0011595888024648
162,British Columbia,2021-06-23,All sexes,70–79,0.0008697758351801
163,British Columbia,2021-06-23,All sexes,80+,0.0011311575501074
154,British Columbia,2021-06-24,All sexes,00–04,0.0
155,British Columbia,2021-06-24,All sexes,05–11,0.0004481136535416
156,British Columbia,2021-06-24,All sexes,12–17,0.0037569660297855
157,British Columbia,2021-06-24,All sexes,18–29,0.0040570439911784
158,British Columbia,2021-06-24,All sexes,30–39,0.0024658345155594
159,British Columbia,2021-06-24,All sexes,40–49,0.0018389761266243
160,British Columbia,2021-06-24,All sexes,50–59,0.0014690308857021
161,British Columbia,2021-06-24,All sexes,60–69,0.0011595888024648
162,British Columbia,2021-06-24,All sexes,70–79,0.0008697758351801
163,British Columbia,2021-06-24,All sexes,80+,0.0011311575501074
154,British Columbia,2021-06-25,All sexes,00–04,0.0
155,British Columbia,2021-06-25,All sexes,05–11,0.0004481136535416
156,British Columbia,2021-06-25,All sexes,12–17,0.0037569660297855
157,British Columbia,2021-06-25,All sexes,18–29,0.0040570439911784
158,British Columbia,2021-06-25,All sexes,30–39,0.0024658345155594
159,British Columbia,2021-06-25,All sexes,40–49,0.0018389761266243
160,British Columbia,2021-06-25,All sexes,50–59,0.0014690308857021
161,British Columbia,2021-06-25,All sexes,60–69,0.0011595888024648
162,British Columbia,2021-06-25,All sexes,70–79,0.0008697758351801
163,British Columbia,2021-06-25,All sexes,80+,0.0011311575501074
154,British Columbia,2021-06-26,All sexes,00–04,0.0
155,British Columbia,2021-06-26,All sexes,05–11,0.0004481136535416
156,British Columbia,2021-06-26,All sexes,12–17,0.0037569660297855
157,British Columbia,2021-06-26,All sexes,18–29,0.0040570439911784
158,British Columbia,2021-06-26,All sexes,30–39,0.0024658345155594
159,British Columbia,2021-06-26,All sexes,40–49,0.0018389761266243
160,British Columbia,2021-06-26,All sexes,50–59,0.0014690308857021
161,British Columbia,2021-06-26,All sexes,60–69,0.0011595888024648
162,British Columbia,2021-06-26,All sexes,70–79,0.0008697758351801
163,British Columbia,2021-06-26,All sexes,80+,0.0011311575501074
164,British Columbia,2021-06-27,All sexes,00–04,0.0
165,British Columbia,2021-06-27,All sexes,05–11,0.0001186183200551
166,British Columbia,2021-06-27,All sexes,12–17,0.0023499497083962
167,British Columbia,2021-06-27,All sexes,18–29,0.0029816877247326
168,British Columbia,2021-06-27,All sexes,30–39,0.0018044683044325
169,British Columbia,2021-06-27,All sexes,40–49,0.0013972411247931
170,British Columbia,2021-06-27,All sexes,50–59,0.0011506593834347
171,British Columbia,2021-06-27,All sexes,60–69,0.000911930017504
172,British Columbia,2021-06-27,All sexes,70–79,0.0007335600942129
173,British Columbia,2021-06-27,All sexes,80+,0.0008747170847418
164,British Columbia,2021-06-28,All sexes,00–04,0.0
165,British Columbia,2021-06-28,All sexes,05–11,0.0001186183200551
166,British Columbia,2021-06-28,All sexes,12–17,0.0023499497083962
167,British Columbia,2021-06-28,All sexes,18–29,0.0029816877247326
168,British Columbia,2021-06-28,All sexes,30–39,0.0018044683044325
169,British Columbia,2021-06-28,All sexes,40–49,0.0013972411247931
170,British Columbia,2021-06-28,All sexes,50–59,0.0011506593834347
171,British Columbia,2021-06-28,All sexes,60–69,0.000911930017504
172,British Columbia,2021-06-28,All sexes,70–79,0.0007335600942129
173,British Columbia,2021-06-28,All sexes,80+,0.0008747170847418
164,British Columbia,2021-06-29,All sexes,00–04,0.0
165,British Columbia,2021-06-29,All sexes,05–11,0.0001186183200551
166,British Columbia,2021-06-29,All sexes,12–17,0.0023499497083962
167,British Columbia,2021-06-29,All sexes,18–29,0.0029816877247326
168,British Columbia,2021-06-29,All sexes,30–39,0.0018044683044325
169,British Columbia,2021-06-29,All sexes,40–49,0.0013972411247931
170,British Columbia,2021-06-29,All sexes,50–59,0.0011506593834347
171,British Columbia,2021-06-29,All sexes,60–69,0.000911930017504
172,British Columbia,2021-06-29,All sexes,70–79,0.0007335600942129
173,British Columbia,2021-06-29,All sexes,80+,0.0008747170847418
164,British Columbia,2021-06-30,All sexes,00–04,0.0
165,British Columbia,2021-06-30,All sexes,05–11,0.0001186183200551
166,British Columbia,2021-06-30,All sexes,12–17,0.0023499497083962
167,British Columbia,2021-06-30,All sexes,18–29,0.0029816877247326
168,British Columbia,2021-06-30,All sexes,30–39,0.0018044683044325
169,British Columbia,2021-06-30,All sexes,40–49,0.0013972411247931
170,British Columbia,2021-06-30,All sexes,50–59,0.0011506593834347
171,British Columbia,2021-06-30,All sexes,60–69,0.000911930017504
172,British Columbia,2021-06-30,All sexes,70–79,0.0007335600942129
173,British Columbia,2021-06-30,All sexes,80+,0.0008747170847418
164,British Columbia,2021-07-01,All sexes,00–04,0.0
165,British Columbia,2021-07-01,All sexes,05–11,0.0001186183200551
166,British Columbia,2021-07-01,All sexes,12–17,0.0023499497083962
167,British Columbia,2021-07-01,All sexes,18–29,0.0029816877247326
168,British Columbia,2021-07-01,All sexes,30–39,0.0018044683044325
169,British Columbia,2021-07-01,All sexes,40–49,0.0013972411247931
170,British Columbia,2021-07-01,All sexes,50–59,0.0011506593834347
171,British Columbia,2021-07-01,All sexes,60–69,0.000911930017504
172,British Columbia,2021-07-01,All sexes,70–79,0.0007335600942129
173,British Columbia,2021-07-01,All sexes,80+,0.0008747170847418
164,British Columbia,2021-07-02,All sexes,00–04,0.0
165,British Columbia,2021-07-02,All sexes,05–11,0.0001186183200551
166,British Columbia,2021-07-02,All sexes,12–17,0.0023499497083962
167,British Columbia,2021-07-02,All sexes,18–29,0.0029816877247326
168,British Columbia,2021-07-02,All sexes,30–39,0.0018044683044325
169,British Columbia,2021-07-02,All sexes,40–49,0.0013972411247931
170,British Columbia,2021-07-02,All sexes,50–59,0.0011506593834347
171,British Columbia,2021-07-02,All sexes,60–69,0.000911930017504
172,British Columbia,2021-07-02,All sexes,70–79,0.0007335600942129
173,British Columbia,2021-07-02,All sexes,80+,0.0008747170847418
164,British Columbia,2021-07-03,All sexes,00–04,0.0
165,British Columbia,2021-07-03,All sexes,05–11,0.0001186183200551
166,British Columbia,2021-07-03,All sexes,12–17,0.0023499497083962
167,British Columbia,2021-07-03,All sexes,18–29,0.0029816877247326
168,British Columbia,2021-07-03,All sexes,30–39,0.0018044683044325
169,British Columbia,2021-07-03,All sexes,40–49,0.0013972411247931
170,British Columbia,2021-07-03,All sexes,50–59,0.0011506593834347
171,British Columbia,2021-07-03,All sexes,60–69,0.000911930017504
172,British Columbia,2021-07-03,All sexes,70–79,0.0007335600942129
173,British Columbia,2021-07-03,All sexes,80+,0.0008747170847418
174,British Columbia,2021-07-04,All sexes,00–04,0.0
175,British Columbia,2021-07-04,All sexes,05–11,0.0001742027502259
176,British Columbia,2021-07-04,All sexes,12–17,0.0018568786826498
177,British Columbia,2021-07-04,All sexes,18–29,0.0025991090530163
178,British Columbia,2021-07-04,All sexes,30–39,0.001720591332651
179,British Columbia,2021-07-04,All sexes,40–49,0.0012962174980276
180,British Columbia,2021-07-04,All sexes,50–59,0.0010585903373536
181,British Columbia,2021-07-04,All sexes,60–69,0.0007782362496904
182,British Columbia,2021-07-04,All sexes,70–79,0.0005153790372524
183,British Columbia,2021-07-04,All sexes,80+,0.0005719562211819
174,British Columbia,2021-07-05,All sexes,00–04,0.0
175,British Columbia,2021-07-05,All sexes,05–11,0.0001742027502259
176,British Columbia,2021-07-05,All sexes,12–17,0.0018568786826498
177,British Columbia,2021-07-05,All sexes,18–29,0.0025991090530163
178,British Columbia,2021-07-05,All sexes,30–39,0.001720591332651
179,British Columbia,2021-07-05,All sexes,40–49,0.0012962174980276
180,British Columbia,2021-07-05,All sexes,50–59,0.0010585903373536
181,British Columbia,2021-07-05,All sexes,60–69,0.0007782362496904
182,British Columbia,2021-07-05,All sexes,70–79,0.0005153790372524
183,British Columbia,2021-07-05,All sexes,80+,0.0005719562211819
174,British Columbia,2021-07-06,All sexes,00–04,0.0
175,British Columbia,2021-07-06,All sexes,05–11,0.0001742027502259
176,British Columbia,2021-07-06,All sexes,12–17,0.0018568786826498
177,British Columbia,2021-07-06,All sexes,18–29,0.0025991090530163
178,British Columbia,2021-07-06,All sexes,30–39,0.001720591332651
179,British Columbia,2021-07-06,All sexes,40–49,0.0012962174980276
180,British Columbia,2021-07-06,All sexes,50–59,0.0010585903373536
181,British Columbia,2021-07-06,All sexes,60–69,0.0007782362496904
182,British Columbia,2021-07-06,All sexes,70–79,0.0005153790372524
183,British Columbia,2021-07-06,All sexes,80+,0.0005719562211819
174,British Columbia,2021-07-07,All sexes,00–04,0.0
175,British Columbia,2021-07-07,All sexes,05–11,0.0001742027502259
176,British Columbia,2021-07-07,All sexes,12–17,0.0018568786826498
177,British Columbia,2021-07-07,All sexes,18–29,0.0025991090530163
178,British Columbia,2021-07-07,All sexes,30–39,0.001720591332651
179,British Columbia,2021-07-07,All sexes,40–49,0.0012962174980276
180,British Columbia,2021-07-07,All sexes,50–59,0.0010585903373536
181,British Columbia,2021-07-07,All sexes,60–69,0.0007782362496904
182,British Columbia,2021-07-07,All sexes,70–79,0.0005153790372524
183,British Columbia,2021-07-07,All sexes,80+,0.0005719562211819
174,British Columbia,2021-07-08,All sexes,00–04,0.0
175,British Columbia,2021-07-08,All sexes,05–11,0.0001742027502259
176,British Columbia,2021-07-08,All sexes,12–17,0.0018568786826498
177,British Columbia,2021-07-08,All sexes,18–29,0.0025991090530163
178,British Columbia,2021-07-08,All sexes,30–39,0.001720591332651
179,British Columbia,2021-07-08,All sexes,40–49,0.0012962174980276
180,British Columbia,2021-07-08,All sexes,50–59,0.0010585903373536
181,British Columbia,2021-07-08,All sexes,60–69,0.0007782362496904
182,British Columbia,2021-07-08,All sexes,70–79,0.0005153790372524
183,British Columbia,2021-07-08,All sexes,80+,0.0005719562211819
174,British Columbia,2021-07-09,All sexes,00–04,0.0
175,British Columbia,2021-07-09,All sexes,05–11,0.0001742027502259
176,British Columbia,2021-07-09,All sexes,12–17,0.0018568786826498
177,British Columbia,2021-07-09,All sexes,18–29,0.0025991090530163
178,British Columbia,2021-07-09,All sexes,30–39,0.001720591332651
179,British Columbia,2021-07-09,All sexes,40–49,0.0012962174980276
180,British Columbia,2021-07-09,All sexes,50–59,0.0010585903373536
181,British Columbia,2021-07-09,All sexes,60–69,0.0007782362496904
182,British Columbia,2021-07-09,All sexes,70–79,0.0005153790372524
183,British Columbia,2021-07-09,All sexes,80+,0.0005719562211819
174,British Columbia,2021-07-10,All sexes,00–04,0.0
