Unnamed: 0,prename,week_end,sex,age,rV
363,British Columbia,2021-11-12,All sexes,80+,0.0004732736337244
354,British Columbia,2021-11-13,All sexes,00–04,0.0
355,British Columbia,2021-11-13,All sexes,05–11,0.0
356,British Columbia,2021-11-13,All sexes,12–17,0.0002450314137929
357,British Columbia,2021-11-13,All sexes,18–29,0.0005838102807479
358,British Columbia,2021-11-13,All sexes,30–39,0.0005207052717233
359,British Columbia,2021-11-13,All sexes,40–49,0.0003515276091947
360,British Columbia,2021-11-13,All sexes,50–59,0.0002187658307326
361,British Columbia,2021-11-13,All sexes,60–69,0.0002168063770038
362,British Columbia,2021-11-13,All sexes,70–79,0.0002423578767857
363,British Columbia,2021-11-13,All sexes,80+,0.0004732736337244
364,British Columbia,2021-11-14,All sexes,00–04,0.0
365,British Columbia,2021-11-14,All sexes,05–11,0.0
366,British Columbia,2021-11-14,All sexes,12–17,0.0002185045754694
367,British Columbia,2021-11-14,All sexes,18–29,0.0004833933216955
368,British Columbia,2021-11-14,All sexes,30–39,0.0004238385034269
369,British Columbia,2021-11-14,All sexes,40–49,0.0003128054910126
370,British Columbia,2021-11-14,All sexes,50–59,0.0001755830038096
371,British Columbia,2021-11-14,All sexes,60–69,0.0001909910968765
372,British Columbia,2021-11-14,All sexes,70–79,0.0002615224290863
373,British Columbia,2021-11-14,All sexes,80+,0.0004195688242238
364,British Columbia,2021-11-15,All sexes,00–04,0.0
365,British Columbia,2021-11-15,All sexes,05–11,0.0
366,British Columbia,2021-11-15,All sexes,12–17,0.0002185045754694
367,British Columbia,2021-11-15,All sexes,18–29,0.0004833933216955
368,British Columbia,2021-11-15,All sexes,30–39,0.0004238385034269
369,British Columbia,2021-11-15,All sexes,40–49,0.0003128054910126
370,British Columbia,2021-11-15,All sexes,50–59,0.0001755830038096
371,British Columbia,2021-11-15,All sexes,60–69,0.0001909910968765
372,British Columbia,2021-11-15,All sexes,70–79,0.0002615224290863
373,British Columbia,2021-11-15,All sexes,80+,0.0004195688242238
364,British Columbia,2021-11-16,All sexes,00–04,0.0
365,British Columbia,2021-11-16,All sexes,05–11,0.0
366,British Columbia,2021-11-16,All sexes,12–17,0.0002185045754694
367,British Columbia,2021-11-16,All sexes,18–29,0.0004833933216955
368,British Columbia,2021-11-16,All sexes,30–39,0.0004238385034269
369,British Columbia,2021-11-16,All sexes,40–49,0.0003128054910126
370,British Columbia,2021-11-16,All sexes,50–59,0.0001755830038096
371,British Columbia,2021-11-16,All sexes,60–69,0.0001909910968765
372,British Columbia,2021-11-16,All sexes,70–79,0.0002615224290863
373,British Columbia,2021-11-16,All sexes,80+,0.0004195688242238
364,British Columbia,2021-11-17,All sexes,00–04,0.0
365,British Columbia,2021-11-17,All sexes,05–11,0.0
366,British Columbia,2021-11-17,All sexes,12–17,0.0002185045754694
367,British Columbia,2021-11-17,All sexes,18–29,0.0004833933216955
368,British Columbia,2021-11-17,All sexes,30–39,0.0004238385034269
369,British Columbia,2021-11-17,All sexes,40–49,0.0003128054910126
370,British Columbia,2021-11-17,All sexes,50–59,0.0001755830038096
371,British Columbia,2021-11-17,All sexes,60–69,0.0001909910968765
372,British Columbia,2021-11-17,All sexes,70–79,0.0002615224290863
373,British Columbia,2021-11-17,All sexes,80+,0.0004195688242238
364,British Columbia,2021-11-18,All sexes,00–04,0.0
365,British Columbia,2021-11-18,All sexes,05–11,0.0
366,British Columbia,2021-11-18,All sexes,12–17,0.0002185045754694
367,British Columbia,2021-11-18,All sexes,18–29,0.0004833933216955
368,British Columbia,2021-11-18,All sexes,30–39,0.0004238385034269
369,British Columbia,2021-11-18,All sexes,40–49,0.0003128054910126
370,British Columbia,2021-11-18,All sexes,50–59,0.0001755830038096
371,British Columbia,2021-11-18,All sexes,60–69,0.0001909910968765
372,British Columbia,2021-11-18,All sexes,70–79,0.0002615224290863
373,British Columbia,2021-11-18,All sexes,80+,0.0004195688242238
364,British Columbia,2021-11-19,All sexes,00–04,0.0
365,British Columbia,2021-11-19,All sexes,05–11,0.0
366,British Columbia,2021-11-19,All sexes,12–17,0.0002185045754694
367,British Columbia,2021-11-19,All sexes,18–29,0.0004833933216955
368,British Columbia,2021-11-19,All sexes,30–39,0.0004238385034269
369,British Columbia,2021-11-19,All sexes,40–49,0.0003128054910126
370,British Columbia,2021-11-19,All sexes,50–59,0.0001755830038096
371,British Columbia,2021-11-19,All sexes,60–69,0.0001909910968765
372,British Columbia,2021-11-19,All sexes,70–79,0.0002615224290863
373,British Columbia,2021-11-19,All sexes,80+,0.0004195688242238
364,British Columbia,2021-11-20,All sexes,00–04,0.0
365,British Columbia,2021-11-20,All sexes,05–11,0.0
366,British Columbia,2021-11-20,All sexes,12–17,0.0002185045754694
367,British Columbia,2021-11-20,All sexes,18–29,0.0004833933216955
368,British Columbia,2021-11-20,All sexes,30–39,0.0004238385034269
369,British Columbia,2021-11-20,All sexes,40–49,0.0003128054910126
370,British Columbia,2021-11-20,All sexes,50–59,0.0001755830038096
371,British Columbia,2021-11-20,All sexes,60–69,0.0001909910968765
372,British Columbia,2021-11-20,All sexes,70–79,0.0002615224290863
373,British Columbia,2021-11-20,All sexes,80+,0.0004195688242238
374,British Columbia,2021-11-21,All sexes,00–04,0.0
375,British Columbia,2021-11-21,All sexes,05–11,0.0
376,British Columbia,2021-11-21,All sexes,12–17,0.0002048309474675
377,British Columbia,2021-11-21,All sexes,18–29,0.0004366646377801
378,British Columbia,2021-11-21,All sexes,30–39,0.0003850546824041
379,British Columbia,2021-11-21,All sexes,40–49,0.0003067483999004
380,British Columbia,2021-11-21,All sexes,50–59,0.000170490689314
381,British Columbia,2021-11-21,All sexes,60–69,0.000200225831231
382,British Columbia,2021-11-21,All sexes,70–79,0.0002072720041124
383,British Columbia,2021-11-21,All sexes,80+,0.0004517917099242
374,British Columbia,2021-11-22,All sexes,00–04,0.0
375,British Columbia,2021-11-22,All sexes,05–11,0.0
376,British Columbia,2021-11-22,All sexes,12–17,0.0002048309474675
377,British Columbia,2021-11-22,All sexes,18–29,0.0004366646377801
378,British Columbia,2021-11-22,All sexes,30–39,0.0003850546824041
379,British Columbia,2021-11-22,All sexes,40–49,0.0003067483999004
380,British Columbia,2021-11-22,All sexes,50–59,0.000170490689314
381,British Columbia,2021-11-22,All sexes,60–69,0.000200225831231
382,British Columbia,2021-11-22,All sexes,70–79,0.0002072720041124
383,British Columbia,2021-11-22,All sexes,80+,0.0004517917099242
374,British Columbia,2021-11-23,All sexes,00–04,0.0
375,British Columbia,2021-11-23,All sexes,05–11,0.0
376,British Columbia,2021-11-23,All sexes,12–17,0.0002048309474675
377,British Columbia,2021-11-23,All sexes,18–29,0.0004366646377801
378,British Columbia,2021-11-23,All sexes,30–39,0.0003850546824041
379,British Columbia,2021-11-23,All sexes,40–49,0.0003067483999004
380,British Columbia,2021-11-23,All sexes,50–59,0.000170490689314
381,British Columbia,2021-11-23,All sexes,60–69,0.000200225831231
382,British Columbia,2021-11-23,All sexes,70–79,0.0002072720041124
383,British Columbia,2021-11-23,All sexes,80+,0.0004517917099242
374,British Columbia,2021-11-24,All sexes,00–04,0.0
375,British Columbia,2021-11-24,All sexes,05–11,0.0
376,British Columbia,2021-11-24,All sexes,12–17,0.0002048309474675
377,British Columbia,2021-11-24,All sexes,18–29,0.0004366646377801
378,British Columbia,2021-11-24,All sexes,30–39,0.0003850546824041
379,British Columbia,2021-11-24,All sexes,40–49,0.0003067483999004
380,British Columbia,2021-11-24,All sexes,50–59,0.000170490689314
381,British Columbia,2021-11-24,All sexes,60–69,0.000200225831231
382,British Columbia,2021-11-24,All sexes,70–79,0.0002072720041124
383,British Columbia,2021-11-24,All sexes,80+,0.0004517917099242
374,British Columbia,2021-11-25,All sexes,00–04,0.0
375,British Columbia,2021-11-25,All sexes,05–11,0.0
376,British Columbia,2021-11-25,All sexes,12–17,0.0002048309474675
377,British Columbia,2021-11-25,All sexes,18–29,0.0004366646377801
378,British Columbia,2021-11-25,All sexes,30–39,0.0003850546824041
379,British Columbia,2021-11-25,All sexes,40–49,0.0003067483999004
380,British Columbia,2021-11-25,All sexes,50–59,0.000170490689314
381,British Columbia,2021-11-25,All sexes,60–69,0.000200225831231
382,British Columbia,2021-11-25,All sexes,70–79,0.0002072720041124
383,British Columbia,2021-11-25,All sexes,80+,0.0004517917099242
374,British Columbia,2021-11-26,All sexes,00–04,0.0
375,British Columbia,2021-11-26,All sexes,05–11,0.0
376,British Columbia,2021-11-26,All sexes,12–17,0.0002048309474675
377,British Columbia,2021-11-26,All sexes,18–29,0.0004366646377801
378,British Columbia,2021-11-26,All sexes,30–39,0.0003850546824041
379,British Columbia,2021-11-26,All sexes,40–49,0.0003067483999004
380,British Columbia,2021-11-26,All sexes,50–59,0.000170490689314
381,British Columbia,2021-11-26,All sexes,60–69,0.000200225831231
382,British Columbia,2021-11-26,All sexes,70–79,0.0002072720041124
383,British Columbia,2021-11-26,All sexes,80+,0.0004517917099242
374,British Columbia,2021-11-27,All sexes,00–04,0.0
375,British Columbia,2021-11-27,All sexes,05–11,0.0
376,British Columbia,2021-11-27,All sexes,12–17,0.0002048309474675
377,British Columbia,2021-11-27,All sexes,18–29,0.0004366646377801
378,British Columbia,2021-11-27,All sexes,30–39,0.0003850546824041
379,British Columbia,2021-11-27,All sexes,40–49,0.0003067483999004
380,British Columbia,2021-11-27,All sexes,50–59,0.000170490689314
381,British Columbia,2021-11-27,All sexes,60–69,0.000200225831231
382,British Columbia,2021-11-27,All sexes,70–79,0.0002072720041124
383,British Columbia,2021-11-27,All sexes,80+,0.0004517917099242
384,British Columbia,2021-11-28,All sexes,00–04,0.0
385,British Columbia,2021-11-28,All sexes,05–11,0.015959607883362
386,British Columbia,2021-11-28,All sexes,12–17,0.0001692795146627
387,British Columbia,2021-11-28,All sexes,18–29,0.0003873509628395
388,British Columbia,2021-11-28,All sexes,30–39,0.0003744772766705
389,British Columbia,2021-11-28,All sexes,40–49,0.0002946342176758
390,British Columbia,2021-11-28,All sexes,50–59,0.0001743608483307
391,British Columbia,2021-11-28,All sexes,60–69,0.0002023246344934
392,British Columbia,2021-11-28,All sexes,70–79,0.0002453062694474
393,British Columbia,2021-11-28,All sexes,80+,0.0004121844129174
384,British Columbia,2021-11-29,All sexes,00–04,0.0
385,British Columbia,2021-11-29,All sexes,05–11,0.015959607883362
386,British Columbia,2021-11-29,All sexes,12–17,0.0001692795146627
387,British Columbia,2021-11-29,All sexes,18–29,0.0003873509628395
388,British Columbia,2021-11-29,All sexes,30–39,0.0003744772766705
389,British Columbia,2021-11-29,All sexes,40–49,0.0002946342176758
390,British Columbia,2021-11-29,All sexes,50–59,0.0001743608483307
391,British Columbia,2021-11-29,All sexes,60–69,0.0002023246344934
392,British Columbia,2021-11-29,All sexes,70–79,0.0002453062694474
393,British Columbia,2021-11-29,All sexes,80+,0.0004121844129174
384,British Columbia,2021-11-30,All sexes,00–04,0.0
385,British Columbia,2021-11-30,All sexes,05–11,0.015959607883362
386,British Columbia,2021-11-30,All sexes,12–17,0.0001692795146627
387,British Columbia,2021-11-30,All sexes,18–29,0.0003873509628395
388,British Columbia,2021-11-30,All sexes,30–39,0.0003744772766705
389,British Columbia,2021-11-30,All sexes,40–49,0.0002946342176758
390,British Columbia,2021-11-30,All sexes,50–59,0.0001743608483307
391,British Columbia,2021-11-30,All sexes,60–69,0.0002023246344934
392,British Columbia,2021-11-30,All sexes,70–79,0.0002453062694474
393,British Columbia,2021-11-30,All sexes,80+,0.0004121844129174
384,British Columbia,2021-12-01,All sexes,00–04,0.0
385,British Columbia,2021-12-01,All sexes,05–11,0.015959607883362
386,British Columbia,2021-12-01,All sexes,12–17,0.0001692795146627
387,British Columbia,2021-12-01,All sexes,18–29,0.0003873509628395
388,British Columbia,2021-12-01,All sexes,30–39,0.0003744772766705
389,British Columbia,2021-12-01,All sexes,40–49,0.0002946342176758
390,British Columbia,2021-12-01,All sexes,50–59,0.0001743608483307
391,British Columbia,2021-12-01,All sexes,60–69,0.0002023246344934
392,British Columbia,2021-12-01,All sexes,70–79,0.0002453062694474
393,British Columbia,2021-12-01,All sexes,80+,0.0004121844129174
384,British Columbia,2021-12-02,All sexes,00–04,0.0
385,British Columbia,2021-12-02,All sexes,05–11,0.015959607883362
386,British Columbia,2021-12-02,All sexes,12–17,0.0001692795146627
387,British Columbia,2021-12-02,All sexes,18–29,0.0003873509628395
388,British Columbia,2021-12-02,All sexes,30–39,0.0003744772766705
389,British Columbia,2021-12-02,All sexes,40–49,0.0002946342176758
390,British Columbia,2021-12-02,All sexes,50–59,0.0001743608483307
391,British Columbia,2021-12-02,All sexes,60–69,0.0002023246344934
392,British Columbia,2021-12-02,All sexes,70–79,0.0002453062694474
393,British Columbia,2021-12-02,All sexes,80+,0.0004121844129174
384,British Columbia,2021-12-03,All sexes,00–04,0.0
385,British Columbia,2021-12-03,All sexes,05–11,0.015959607883362
386,British Columbia,2021-12-03,All sexes,12–17,0.0001692795146627
387,British Columbia,2021-12-03,All sexes,18–29,0.0003873509628395
388,British Columbia,2021-12-03,All sexes,30–39,0.0003744772766705
389,British Columbia,2021-12-03,All sexes,40–49,0.0002946342176758
390,British Columbia,2021-12-03,All sexes,50–59,0.0001743608483307
391,British Columbia,2021-12-03,All sexes,60–69,0.0002023246344934
392,British Columbia,2021-12-03,All sexes,70–79,0.0002453062694474
393,British Columbia,2021-12-03,All sexes,80+,0.0004121844129174
384,British Columbia,2021-12-04,All sexes,00–04,0.0
385,British Columbia,2021-12-04,All sexes,05–11,0.015959607883362
386,British Columbia,2021-12-04,All sexes,12–17,0.0001692795146627
387,British Columbia,2021-12-04,All sexes,18–29,0.0003873509628395
388,British Columbia,2021-12-04,All sexes,30–39,0.0003744772766705
389,British Columbia,2021-12-04,All sexes,40–49,0.0002946342176758
390,British Columbia,2021-12-04,All sexes,50–59,0.0001743608483307
391,British Columbia,2021-12-04,All sexes,60–69,0.0002023246344934
392,British Columbia,2021-12-04,All sexes,70–79,0.0002453062694474
393,British Columbia,2021-12-04,All sexes,80+,0.0004121844129174
394,British Columbia,2021-12-05,All sexes,00–04,0.0
395,British Columbia,2021-12-05,All sexes,05–11,0.0231351566936547
396,British Columbia,2021-12-05,All sexes,12–17,0.0001556058866609
397,British Columbia,2021-12-05,All sexes,18–29,0.0003921232539628
398,British Columbia,2021-12-05,All sexes,30–39,0.0003219613850463
399,British Columbia,2021-12-05,All sexes,40–49,0.0002892261006113
400,British Columbia,2021-12-05,All sexes,50–59,0.0001649909896587
401,British Columbia,2021-12-05,All sexes,60–69,0.0002094605655855
402,British Columbia,2021-12-05,All sexes,70–79,0.00023203850247
403,British Columbia,2021-12-05,All sexes,80+,0.0003410255403291
394,British Columbia,2021-12-06,All sexes,00–04,0.0
395,British Columbia,2021-12-06,All sexes,05–11,0.0231351566936547
396,British Columbia,2021-12-06,All sexes,12–17,0.0001556058866609
397,British Columbia,2021-12-06,All sexes,18–29,0.0003921232539628
398,British Columbia,2021-12-06,All sexes,30–39,0.0003219613850463
399,British Columbia,2021-12-06,All sexes,40–49,0.0002892261006113
400,British Columbia,2021-12-06,All sexes,50–59,0.0001649909896587
401,British Columbia,2021-12-06,All sexes,60–69,0.0002094605655855
402,British Columbia,2021-12-06,All sexes,70–79,0.00023203850247
403,British Columbia,2021-12-06,All sexes,80+,0.0003410255403291
394,British Columbia,2021-12-07,All sexes,00–04,0.0
395,British Columbia,2021-12-07,All sexes,05–11,0.0231351566936547
396,British Columbia,2021-12-07,All sexes,12–17,0.0001556058866609
397,British Columbia,2021-12-07,All sexes,18–29,0.0003921232539628
398,British Columbia,2021-12-07,All sexes,30–39,0.0003219613850463
399,British Columbia,2021-12-07,All sexes,40–49,0.0002892261006113
400,British Columbia,2021-12-07,All sexes,50–59,0.0001649909896587
401,British Columbia,2021-12-07,All sexes,60–69,0.0002094605655855
402,British Columbia,2021-12-07,All sexes,70–79,0.00023203850247
403,British Columbia,2021-12-07,All sexes,80+,0.0003410255403291
394,British Columbia,2021-12-08,All sexes,00–04,0.0
395,British Columbia,2021-12-08,All sexes,05–11,0.0231351566936547
396,British Columbia,2021-12-08,All sexes,12–17,0.0001556058866609
397,British Columbia,2021-12-08,All sexes,18–29,0.0003921232539628
398,British Columbia,2021-12-08,All sexes,30–39,0.0003219613850463
399,British Columbia,2021-12-08,All sexes,40–49,0.0002892261006113
400,British Columbia,2021-12-08,All sexes,50–59,0.0001649909896587
401,British Columbia,2021-12-08,All sexes,60–69,0.0002094605655855
402,British Columbia,2021-12-08,All sexes,70–79,0.00023203850247
403,British Columbia,2021-12-08,All sexes,80+,0.0003410255403291
394,British Columbia,2021-12-09,All sexes,00–04,0.0
395,British Columbia,2021-12-09,All sexes,05–11,0.0231351566936547
396,British Columbia,2021-12-09,All sexes,12–17,0.0001556058866609
397,British Columbia,2021-12-09,All sexes,18–29,0.0003921232539628
398,British Columbia,2021-12-09,All sexes,30–39,0.0003219613850463
399,British Columbia,2021-12-09,All sexes,40–49,0.0002892261006113
400,British Columbia,2021-12-09,All sexes,50–59,0.0001649909896587
401,British Columbia,2021-12-09,All sexes,60–69,0.0002094605655855
402,British Columbia,2021-12-09,All sexes,70–79,0.00023203850247
403,British Columbia,2021-12-09,All sexes,80+,0.0003410255403291
394,British Columbia,2021-12-10,All sexes,00–04,0.0
395,British Columbia,2021-12-10,All sexes,05–11,0.0231351566936547
396,British Columbia,2021-12-10,All sexes,12–17,0.0001556058866609
397,British Columbia,2021-12-10,All sexes,18–29,0.0003921232539628
398,British Columbia,2021-12-10,All sexes,30–39,0.0003219613850463
399,British Columbia,2021-12-10,All sexes,40–49,0.0002892261006113
400,British Columbia,2021-12-10,All sexes,50–59,0.0001649909896587
401,British Columbia,2021-12-10,All sexes,60–69,0.0002094605655855
402,British Columbia,2021-12-10,All sexes,70–79,0.00023203850247
403,British Columbia,2021-12-10,All sexes,80+,0.0003410255403291
394,British Columbia,2021-12-11,All sexes,00–04,0.0
395,British Columbia,2021-12-11,All sexes,05–11,0.0231351566936547
396,British Columbia,2021-12-11,All sexes,12–17,0.0001556058866609
397,British Columbia,2021-12-11,All sexes,18–29,0.0003921232539628
398,British Columbia,2021-12-11,All sexes,30–39,0.0003219613850463
399,British Columbia,2021-12-11,All sexes,40–49,0.0002892261006113
400,British Columbia,2021-12-11,All sexes,50–59,0.0001649909896587
401,British Columbia,2021-12-11,All sexes,60–69,0.0002094605655855
402,British Columbia,2021-12-11,All sexes,70–79,0.00023203850247
403,British Columbia,2021-12-11,All sexes,80+,0.0003410255403291
404,British Columbia,2021-12-12,All sexes,00–04,0.0
405,British Columbia,2021-12-12,All sexes,05–11,0.0178758381358472
406,British Columbia,2021-12-12,All sexes,12–17,0.0001575201945811
407,British Columbia,2021-12-12,All sexes,18–29,0.0003754202350313
408,British Columbia,2021-12-12,All sexes,30–39,0.0003629720283288
409,British Columbia,2021-12-12,All sexes,40–49,0.0002814384120383
410,British Columbia,2021-12-12,All sexes,50–59,0.0001539915903481
411,British Columbia,2021-12-12,All sexes,60–69,0.0002600417242088
412,British Columbia,2021-12-12,All sexes,70–79,0.0002721366426682
413,British Columbia,2021-12-12,All sexes,80+,0.0004517917099242
404,British Columbia,2021-12-13,All sexes,00–04,0.0
405,British Columbia,2021-12-13,All sexes,05–11,0.0178758381358472
406,British Columbia,2021-12-13,All sexes,12–17,0.0001575201945811
407,British Columbia,2021-12-13,All sexes,18–29,0.0003754202350313
408,British Columbia,2021-12-13,All sexes,30–39,0.0003629720283288
409,British Columbia,2021-12-13,All sexes,40–49,0.0002814384120383
410,British Columbia,2021-12-13,All sexes,50–59,0.0001539915903481
411,British Columbia,2021-12-13,All sexes,60–69,0.0002600417242088
412,British Columbia,2021-12-13,All sexes,70–79,0.0002721366426682
413,British Columbia,2021-12-13,All sexes,80+,0.0004517917099242
404,British Columbia,2021-12-14,All sexes,00–04,0.0
405,British Columbia,2021-12-14,All sexes,05–11,0.0178758381358472
406,British Columbia,2021-12-14,All sexes,12–17,0.0001575201945811
407,British Columbia,2021-12-14,All sexes,18–29,0.0003754202350313
408,British Columbia,2021-12-14,All sexes,30–39,0.0003629720283288
409,British Columbia,2021-12-14,All sexes,40–49,0.0002814384120383
410,British Columbia,2021-12-14,All sexes,50–59,0.0001539915903481
411,British Columbia,2021-12-14,All sexes,60–69,0.0002600417242088
412,British Columbia,2021-12-14,All sexes,70–79,0.0002721366426682
413,British Columbia,2021-12-14,All sexes,80+,0.0004517917099242
404,British Columbia,2021-12-15,All sexes,00–04,0.0
405,British Columbia,2021-12-15,All sexes,05–11,0.0178758381358472
406,British Columbia,2021-12-15,All sexes,12–17,0.0001575201945811
407,British Columbia,2021-12-15,All sexes,18–29,0.0003754202350313
408,British Columbia,2021-12-15,All sexes,30–39,0.0003629720283288
409,British Columbia,2021-12-15,All sexes,40–49,0.0002814384120383
410,British Columbia,2021-12-15,All sexes,50–59,0.0001539915903481
411,British Columbia,2021-12-15,All sexes,60–69,0.0002600417242088
412,British Columbia,2021-12-15,All sexes,70–79,0.0002721366426682
413,British Columbia,2021-12-15,All sexes,80+,0.0004517917099242
404,British Columbia,2021-12-16,All sexes,00–04,0.0
405,British Columbia,2021-12-16,All sexes,05–11,0.0178758381358472
406,British Columbia,2021-12-16,All sexes,12–17,0.0001575201945811
407,British Columbia,2021-12-16,All sexes,18–29,0.0003754202350313
408,British Columbia,2021-12-16,All sexes,30–39,0.0003629720283288
409,British Columbia,2021-12-16,All sexes,40–49,0.0002814384120383
410,British Columbia,2021-12-16,All sexes,50–59,0.0001539915903481
411,British Columbia,2021-12-16,All sexes,60–69,0.0002600417242088
412,British Columbia,2021-12-16,All sexes,70–79,0.0002721366426682
413,British Columbia,2021-12-16,All sexes,80+,0.0004517917099242
404,British Columbia,2021-12-17,All sexes,00–04,0.0
405,British Columbia,2021-12-17,All sexes,05–11,0.0178758381358472
406,British Columbia,2021-12-17,All sexes,12–17,0.0001575201945811
407,British Columbia,2021-12-17,All sexes,18–29,0.0003754202350313
408,British Columbia,2021-12-17,All sexes,30–39,0.0003629720283288
409,British Columbia,2021-12-17,All sexes,40–49,0.0002814384120383
410,British Columbia,2021-12-17,All sexes,50–59,0.0001539915903481
411,British Columbia,2021-12-17,All sexes,60–69,0.0002600417242088
412,British Columbia,2021-12-17,All sexes,70–79,0.0002721366426682
413,British Columbia,2021-12-17,All sexes,80+,0.0004517917099242
404,British Columbia,2021-12-18,All sexes,00–04,0.0
405,British Columbia,2021-12-18,All sexes,05–11,0.0178758381358472
406,British Columbia,2021-12-18,All sexes,12–17,0.0001575201945811
407,British Columbia,2021-12-18,All sexes,18–29,0.0003754202350313
408,British Columbia,2021-12-18,All sexes,30–39,0.0003629720283288
409,British Columbia,2021-12-18,All sexes,40–49,0.0002814384120383
410,British Columbia,2021-12-18,All sexes,50–59,0.0001539915903481
411,British Columbia,2021-12-18,All sexes,60–69,0.0002600417242088
412,British Columbia,2021-12-18,All sexes,70–79,0.0002721366426682
413,British Columbia,2021-12-18,All sexes,80+,0.0004517917099242
414,British Columbia,2021-12-19,All sexes,00–04,0.0
415,British Columbia,2021-12-19,All sexes,05–11,0.0113816283716684
416,British Columbia,2021-12-19,All sexes,12–17,0.0001728346579432
417,British Columbia,2021-12-19,All sexes,18–29,0.0013197373410503
418,British Columbia,2021-12-19,All sexes,30–39,0.0004247663460351
419,British Columbia,2021-12-19,All sexes,40–49,0.0004120985203175
420,British Columbia,2021-12-19,All sexes,50–59,0.0003489253892412
421,British Columbia,2021-12-19,All sexes,60–69,0.0003811426724481
422,British Columbia,2021-12-19,All sexes,70–79,0.0003084018724062
423,British Columbia,2021-12-19,All sexes,80+,0.0006558699860266
414,British Columbia,2021-12-20,All sexes,00–04,0.0
415,British Columbia,2021-12-20,All sexes,05–11,0.0113816283716684
416,British Columbia,2021-12-20,All sexes,12–17,0.0001728346579432
417,British Columbia,2021-12-20,All sexes,18–29,0.0013197373410503
418,British Columbia,2021-12-20,All sexes,30–39,0.0004247663460351
419,British Columbia,2021-12-20,All sexes,40–49,0.0004120985203175
420,British Columbia,2021-12-20,All sexes,50–59,0.0003489253892412
421,British Columbia,2021-12-20,All sexes,60–69,0.0003811426724481
422,British Columbia,2021-12-20,All sexes,70–79,0.0003084018724062
423,British Columbia,2021-12-20,All sexes,80+,0.0006558699860266
414,British Columbia,2021-12-21,All sexes,00–04,0.0
415,British Columbia,2021-12-21,All sexes,05–11,0.0113816283716684
416,British Columbia,2021-12-21,All sexes,12–17,0.0001728346579432
417,British Columbia,2021-12-21,All sexes,18–29,0.0013197373410503
418,British Columbia,2021-12-21,All sexes,30–39,0.0004247663460351
419,British Columbia,2021-12-21,All sexes,40–49,0.0004120985203175
420,British Columbia,2021-12-21,All sexes,50–59,0.0003489253892412
421,British Columbia,2021-12-21,All sexes,60–69,0.0003811426724481
422,British Columbia,2021-12-21,All sexes,70–79,0.0003084018724062
423,British Columbia,2021-12-21,All sexes,80+,0.0006558699860266
414,British Columbia,2021-12-22,All sexes,00–04,0.0
415,British Columbia,2021-12-22,All sexes,05–11,0.0113816283716684
416,British Columbia,2021-12-22,All sexes,12–17,0.0001728346579432
417,British Columbia,2021-12-22,All sexes,18–29,0.0013197373410503
418,British Columbia,2021-12-22,All sexes,30–39,0.0004247663460351
419,British Columbia,2021-12-22,All sexes,40–49,0.0004120985203175
420,British Columbia,2021-12-22,All sexes,50–59,0.0003489253892412
421,British Columbia,2021-12-22,All sexes,60–69,0.0003811426724481
422,British Columbia,2021-12-22,All sexes,70–79,0.0003084018724062
423,British Columbia,2021-12-22,All sexes,80+,0.0006558699860266
414,British Columbia,2021-12-23,All sexes,00–04,0.0
415,British Columbia,2021-12-23,All sexes,05–11,0.0113816283716684
416,British Columbia,2021-12-23,All sexes,12–17,0.0001728346579432
417,British Columbia,2021-12-23,All sexes,18–29,0.0013197373410503
418,British Columbia,2021-12-23,All sexes,30–39,0.0004247663460351
419,British Columbia,2021-12-23,All sexes,40–49,0.0004120985203175
420,British Columbia,2021-12-23,All sexes,50–59,0.0003489253892412
421,British Columbia,2021-12-23,All sexes,60–69,0.0003811426724481
422,British Columbia,2021-12-23,All sexes,70–79,0.0003084018724062
423,British Columbia,2021-12-23,All sexes,80+,0.0006558699860266
414,British Columbia,2021-12-24,All sexes,00–04,0.0
415,British Columbia,2021-12-24,All sexes,05–11,0.0113816283716684
416,British Columbia,2021-12-24,All sexes,12–17,0.0001728346579432
417,British Columbia,2021-12-24,All sexes,18–29,0.0013197373410503
418,British Columbia,2021-12-24,All sexes,30–39,0.0004247663460351
419,British Columbia,2021-12-24,All sexes,40–49,0.0004120985203175
420,British Columbia,2021-12-24,All sexes,50–59,0.0003489253892412
421,British Columbia,2021-12-24,All sexes,60–69,0.0003811426724481
422,British Columbia,2021-12-24,All sexes,70–79,0.0003084018724062
423,British Columbia,2021-12-24,All sexes,80+,0.0006558699860266
414,British Columbia,2021-12-25,All sexes,00–04,0.0
415,British Columbia,2021-12-25,All sexes,05–11,0.0113816283716684
416,British Columbia,2021-12-25,All sexes,12–17,0.0001728346579432
417,British Columbia,2021-12-25,All sexes,18–29,0.0013197373410503
418,British Columbia,2021-12-25,All sexes,30–39,0.0004247663460351
419,British Columbia,2021-12-25,All sexes,40–49,0.0004120985203175
420,British Columbia,2021-12-25,All sexes,50–59,0.0003489253892412
421,British Columbia,2021-12-25,All sexes,60–69,0.0003811426724481
422,British Columbia,2021-12-25,All sexes,70–79,0.0003084018724062
423,British Columbia,2021-12-25,All sexes,80+,0.0006558699860266
424,British Columbia,2021-12-26,All sexes,00–04,0.0
425,British Columbia,2021-12-26,All sexes,05–11,0.0064609737131488
426,British Columbia,2021-12-26,All sexes,12–17,3.254323464437143e-05
