,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
20075,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-01,-91,-93,-73.0,-87.0,-89,37
20076,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-02,-71,-37,-69.0,-71.0,-52,22
20077,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-03,-72,-41,-56.0,-65.0,-27,16
20078,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-04,-28,9,-33.0,-54.0,-50,18
20079,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-05,-49,4,-36.0,-61.0,-53,22
20080,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-06,-74,-52,-46.0,-77.0,-82,35
20081,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-07,-25,-2,-21.0,-49.0,-31,14
20082,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-08,-26,-1,-8.0,-46.0,-31,14
20083,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-09,-52,-17,-32.0,-51.0,-28,15
20084,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-10,-63,-35,-38.0,-57.0,-21,14
20085,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-11,-39,-9,-22.0,-49.0,-27,13
20086,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-12,-38,-7,-16.0,-48.0,-28,14
20087,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-13,-40,-7,-13.0,-48.0,-28,13
20088,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-14,-42,-10,-22.0,-50.0,-30,13
20089,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-15,-43,-9,-31.0,-50.0,-31,13
20090,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-16,-48,-15,-13.0,-47.0,-28,11
20091,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-17,-75,-45,-56.0,-67.0,-30,15
20092,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-18,-53,-25,-38.0,-57.0,-34,14
20093,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-19,-51,-20,-32.0,-55.0,-34,15
20094,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-20,-53,-20,-47.0,-56.0,-33,15
20095,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-21,-54,-21,-54.0,-57.0,-33,16
20096,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-22,-55,-21,-56.0,-57.0,-33,17
20097,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-23,-57,-19,-35.0,-56.0,-30,15
20098,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-24,-58,-32,-20.0,-54.0,-22,11
20099,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-25,-41,-15,-17.0,-49.0,-30,12
20100,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-26,-40,-12,-1.0,-46.0,-29,12
20101,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-27,-43,-11,-21.0,-46.0,-28,12
20102,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-28,-41,-10,-18.0,-45.0,-28,12
20103,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-29,-43,-9,-21.0,-46.0,-28,13
20104,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-30,-47,-14,-13.0,-45.0,-24,11
20105,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-01-31,-55,-28,-10.0,-49.0,-18,10
20106,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-02-01,-30,-12,-16.0,-44.0,-27,10
20107,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-02-02,-29,-8,2.0,-42.0,-27,10
20108,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-02-03,-35,-14,-39.0,-46.0,-27,11
20109,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-02-04,-31,-9,-18.0,-43.0,-27,10
20110,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-02-05,-33,-8,-23.0,-43.0,-27,11
20111,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-02-06,-35,-13,-7.0,-38.0,-22,8
20112,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-02-07,-50,-33,-61.0,-57.0,-20,10
20113,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-02-08,-28,-10,10.0,-42.0,-27,9
20114,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-02-09,-28,-8,-1.0,-42.0,-26,10
20115,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-02-10,-32,-9,-30.0,-44.0,-25,11
20116,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-02-11,-26,-5,12.0,-39.0,-25,9
20117,IT,Italy,Lombardy,,,IT-25,,ChIJf4M-GsNEgUcR1JMVKCIm8qY,2021-02-12,-32,-5,-31.0,-44.0,-25,11
