,C1M_School.closing,Date,datetime
920,1,20220709,2022/7/9
921,1,20220710,2022/7/10
922,1,20220711,2022/7/11
923,1,20220712,2022/7/12
924,1,20220713,2022/7/13
925,1,20220714,2022/7/14
926,1,20220715,2022/7/15
927,1,20220716,2022/7/16
928,1,20220717,2022/7/17
929,1,20220718,2022/7/18
930,1,20220719,2022/7/19
931,1,20220720,2022/7/20
932,1,20220721,2022/7/21
933,1,20220722,2022/7/22
934,1,20220723,2022/7/23
935,1,20220724,2022/7/24
936,1,20220725,2022/7/25
937,1,20220726,2022/7/26
938,1,20220727,2022/7/27
939,1,20220728,2022/7/28
940,1,20220729,2022/7/29
941,1,20220730,2022/7/30
942,1,20220731,2022/7/31
943,1,20220801,2022/8/1
944,1,20220802,2022/8/2
945,1,20220803,2022/8/3
946,1,20220804,2022/8/4
947,1,20220805,2022/8/5
948,1,20220806,2022/8/6
949,1,20220807,2022/8/7
950,1,20220808,2022/8/8
951,1,20220809,2022/8/9
952,1,20220810,2022/8/10
953,1,20220811,2022/8/11
954,1,20220812,2022/8/12
955,1,20220813,2022/8/13
956,1,20220814,2022/8/14
957,1,20220815,2022/8/15
958,1,20220816,2022/8/16
959,1,20220817,2022/8/17
960,1,20220818,2022/8/18
961,1,20220819,2022/8/19
962,1,20220820,2022/8/20
963,1,20220821,2022/8/21
964,1,20220822,2022/8/22
965,1,20220823,2022/8/23
966,1,20220824,2022/8/24
967,1,20220825,2022/8/25
968,1,20220826,2022/8/26
969,1,20220827,2022/8/27
970,1,20220828,2022/8/28
971,1,20220829,2022/8/29
972,1,20220830,2022/8/30
973,1,20220831,2022/8/31
974,0,20220901,2022/9/1
975,0,20220902,2022/9/2
976,0,20220903,2022/9/3
977,0,20220904,2022/9/4
978,0,20220905,2022/9/5
979,0,20220906,2022/9/6
980,0,20220907,2022/9/7
981,0,20220908,2022/9/8
982,0,20220909,2022/9/9
983,0,20220910,2022/9/10
984,0,20220911,2022/9/11
985,0,20220912,2022/9/12
986,0,20220913,2022/9/13
987,0,20220914,2022/9/14
988,0,20220915,2022/9/15
989,0,20220916,2022/9/16
990,0,20220917,2022/9/17
991,0,20220918,2022/9/18
992,0,20220919,2022/9/19
993,0,20220920,2022/9/20
994,0,20220921,2022/9/21
995,0,20220922,2022/9/22
996,0,20220923,2022/9/23
997,0,20220924,2022/9/24
998,0,20220925,2022/9/25
999,0,20220926,2022/9/26
1000,0,20220927,2022/9/27
1001,0,20220928,2022/9/28
1002,0,20220929,2022/9/29
1003,0,20220930,2022/9/30
1004,0,20221001,2022/10/1
1005,0,20221002,2022/10/2
1006,0,20221003,2022/10/3
1007,0,20221004,2022/10/4
1008,0,20221005,2022/10/5
1009,0,20221006,2022/10/6
1010,0,20221007,2022/10/7
1011,0,20221008,2022/10/8
1012,0,20221009,2022/10/9
1013,0,20221010,2022/10/10
1014,0,20221011,2022/10/11
1015,0,20221012,2022/10/12
1016,0,20221013,2022/10/13
1017,0,20221014,2022/10/14
1018,0,20221015,2022/10/15
1019,0,20221016,2022/10/16
1020,0,20221017,2022/10/17
1021,0,20221018,2022/10/18
1022,0,20221019,2022/10/19
1023,0,20221020,2022/10/20
1024,0,20221021,2022/10/21
1025,0,20221022,2022/10/22
1026,0,20221023,2022/10/23
1027,0,20221024,2022/10/24
1028,0,20221025,2022/10/25
1029,0,20221026,2022/10/26
1030,0,20221027,2022/10/27
1031,0,20221028,2022/10/28
1032,0,20221029,2022/10/29
1033,0,20221030,2022/10/30
1034,0,20221031,2022/10/31
1035,0,20221101,2022/11/1
1036,0,20221102,2022/11/2
1037,0,20221103,2022/11/3
1038,0,20221104,2022/11/4
1039,0,20221105,2022/11/5
1040,0,20221106,2022/11/6
1041,0,20221107,2022/11/7
1042,0,20221108,2022/11/8
1043,0,20221109,2022/11/9
1044,0,20221110,2022/11/10
1045,0,20221111,2022/11/11
1046,0,20221112,2022/11/12
1047,0,20221113,2022/11/13
1048,0,20221114,2022/11/14
1049,0,20221115,2022/11/15
1050,0,20221116,2022/11/16
1051,0,20221117,2022/11/17
1052,0,20221118,2022/11/18
1053,0,20221119,2022/11/19
1054,0,20221120,2022/11/20
1055,0,20221121,2022/11/21
1056,0,20221122,2022/11/22
1057,0,20221123,2022/11/23
1058,0,20221124,2022/11/24
1059,0,20221125,2022/11/25
1060,0,20221126,2022/11/26
1061,0,20221127,2022/11/27
1062,0,20221128,2022/11/28
1063,0,20221129,2022/11/29
1064,0,20221130,2022/11/30
1065,0,20221201,2022/12/1
1066,0,20221202,2022/12/2
1067,0,20221203,2022/12/3
1068,0,20221204,2022/12/4
1069,0,20221205,2022/12/5
1070,0,20221206,2022/12/6
1071,0,20221207,2022/12/7
1072,0,20221208,2022/12/8
1073,0,20221209,2022/12/9
1074,0,20221210,2022/12/10
1075,0,20221211,2022/12/11
1076,0,20221212,2022/12/12
1077,0,20221213,2022/12/13
1078,0,20221214,2022/12/14
1079,0,20221215,2022/12/15
1080,0,20221216,2022/12/16
1081,0,20221217,2022/12/17
1082,0,20221218,2022/12/18
1083,0,20221219,2022/12/19
1084,0,20221220,2022/12/20
1085,0,20221221,2022/12/21
1086,0,20221222,2022/12/22
1087,0,20221223,2022/12/23
1088,0,20221224,2022/12/24
1089,0,20221225,2022/12/25
1090,0,20221226,2022/12/26
1091,0,20221227,2022/12/27
1092,0,20221228,2022/12/28
1093,0,20221229,2022/12/29
1094,0,20221230,2022/12/30
1095,0,20221231,2022/12/31
