year_week,oth_red
2020-07,1.1167798076923077
2020-08,0.9858964285714285
2020-09,0.5258697802197803
2020-10,0.5034590659340659
2020-11,0.12481016483516484
2020-12,0.03729423076923077
2020-13,0.02281978021978022
2020-14,0.01955384615384615
2020-15,0.02820192307692308
2020-16,0.028644505494505496
2020-17,0.035362912087912084
2020-18,0.04194917582417582
2020-19,0.1449434065934066
2020-20,0.14777692307692306
2020-21,0.3377554945054945
2020-22,0.4089637362637362
2020-23,0.4275725274725275
2020-24,0.4719313186813187
2020-25,0.5544645604395604
2020-26,0.5797063186813187
2020-27,0.5803634615384616
2020-28,0.6008368131868131
2020-29,0.629489010989011
2020-30,0.6227002747252748
2020-31,0.6114717032967033
2020-32,0.6295824175824176
2020-33,0.5771458791208791
2020-34,0.6184799450549451
2020-35,0.5679260989010989
2020-36,0.6614013736263736
2020-37,0.7069195054945054
2020-38,0.7855123626373626
2020-39,0.7227728021978022
2020-40,0.7244409340659341
2020-41,0.745401098901099
2020-42,0.7064469780219781
2020-43,0.5883989010989011
2020-44,0.48366895604395604
2020-45,0.3418277472527472
2020-46,0.18775137362637362
2020-47,0.2095458791208791
2020-48,0.2302945054945055
2020-49,0.2598835164835165
2020-50,0.31890576923076924
2020-51,0.4900604395604396
2020-52,0.32313214285714287
2020-53,0.19960961538461539
2021-01,0.28637554945054944
2021-02,0.291385989010989
2021-03,0.22015494505494504
2021-04,0.33309368131868133
2021-05,0.41709450549450555
2021-06,0.46842307692307694
2021-07,0.47732472527472525
2021-08,0.5237260989010989
2021-09,0.3334239010989011
2021-10,0.30186043956043956
2021-11,0.21868956043956042
2021-12,0.26221456043956043
2021-13,0.2935914835164835
2021-14,0.24438186813186813
2021-15,0.40574038461538464
2021-16,0.46367939560439564
2021-17,0.5060876373626374
2021-18,0.6453346153846155
2021-19,0.5980379120879121
2021-20,0.6976774725274725
2021-21,0.724665934065934
2021-22,0.756754945054945
2021-23,0.7532211538461538
2021-24,0.7133406593406594
2021-25,0.7270500000000001
2021-26,0.7213027472527472
2021-27,0.7408543956043956
2021-28,0.7696417582417583
2021-29,0.7660945054945055
2021-30,0.7334502747252748
2021-31,0.7306145604395604
2021-32,0.6541175824175824
2021-33,0.6536631868131868
2021-34,0.7206895604395605
2021-35,0.792201923076923
2021-36,0.8870315934065934
2021-37,0.8897623626373625
2021-38,0.8610620879120879
2021-39,0.8401296703296703
2021-40,0.7708722527472528
2021-41,0.8130324175824176
2021-42,0.7907543956043956
2021-43,0.8165373626373627
2021-44,0.7069576923076923
2021-45,0.7113153846153846
2021-46,0.7374282967032967
2021-47,0.7286258241758242
2021-48,0.7477233516483516
2021-49,0.6979931318681318
2021-50,0.7653892857142857
2021-51,0.6309931318681319
2021-52,0.5457700000000001
