date,age,total_number,rV
2020-12-27,20-29,42.0,4.221631640526056e-05
2020-12-27,30-39,64.0,5.5750197303432645e-05
2020-12-27,40-49,142.0,9.429602044231474e-05
2020-12-27,50-59,234.0,0.00014554727954096627
2020-12-27,60-69,201.0,0.0001681154426161774
2020-12-27,70-79,23.0,2.3273698696672874e-05
2020-12-27,80-89,10.0,1.6287679510587807e-05
2020-12-27,90+,2.0,2.07939115427003e-05
2020-12-28,20-29,7.0,7.036052734210092e-06
2020-12-28,30-39,20.0,1.7421936657322702e-05
2020-12-28,40-49,29.0,1.9257637977655827e-05
2020-12-28,50-59,38.0,2.3635883002379138e-05
2020-12-28,60-69,14.0,1.1709533316549669e-05
2020-12-29,20-29,11.0,1.105665429661586e-05
2020-12-29,30-39,31.0,2.7004001818850186e-05
2020-12-29,40-49,28.0,1.8593581495667695e-05
2020-12-29,50-59,25.0,1.5549923027881012e-05
2020-12-29,60-69,12.0,1.0036742842756859e-05
2020-12-30,20-29,12.0,1.2061804687217301e-05
2020-12-30,30-39,36.0,3.1359485983180865e-05
2020-12-30,40-49,26.0,1.7265468531691433e-05
2020-12-30,50-59,34.0,2.1147895317918175e-05
2020-12-30,60-69,6.0,5.018371421378429e-06
2020-12-30,70-79,1.0,1.0118999433336032e-06
2020-12-31,20-29,59.0,5.9303873045485065e-05
2020-12-31,30-39,160.0,0.00013937549325858162
2020-12-31,40-49,158.0,0.00010492092415412485
2020-12-31,50-59,249.0,0.0001548772333576949
2020-12-31,60-69,88.0,7.360278084688363e-05
2020-12-31,70-79,1.0,1.0118999433336032e-06
2021-01-01,20-29,1.0,1.0051503906014418e-06
2021-01-01,30-39,6.0,5.22658099719681e-06
2021-01-01,40-49,6.0,3.984338891928792e-06
2021-01-01,50-59,8.0,4.975975368921924e-06
2021-01-01,60-69,3.0,2.5091857106892147e-06
2021-01-01,70-79,1.0,1.0118999433336032e-06
2021-01-02,12-19,1.0,1.2984281229143999e-06
2021-01-02,20-29,28.0,2.814421093684037e-05
2021-01-02,30-39,42.0,3.658606698037767e-05
2021-01-02,40-49,55.0,3.6523106509347256e-05
2021-01-02,50-59,52.0,3.23438398979925e-05
2021-01-02,60-69,23.0,1.9237090448617314e-05
2021-01-02,70-79,1.0,1.0118999433336032e-06
2021-01-03,20-29,89.0,8.945838476352831e-05
2021-01-03,30-39,159.0,0.00013850439642571548
2021-01-03,40-49,180.0,0.00011953016675786376
2021-01-03,50-59,280.0,0.00017415913791226734
2021-01-03,60-69,133.0,0.00011124056650722186
2021-01-03,70-79,10.0,1.0118999433336031e-05
2021-01-03,80-89,2.0,3.257535902117561e-06
2021-01-03,90+,4.0,4.15878230854006e-05
2021-01-04,20-29,499.0,0.0005015700449101195
2021-01-04,30-39,1172.0,0.0010209254881191102
2021-01-04,40-49,1450.0,0.0009628818988827914
2021-01-04,50-59,1976.0,0.0012290659161237152
2021-01-04,60-69,824.0,0.0006891896752026376
2021-01-04,70-79,62.0,6.27377964866834e-05
2021-01-04,80-89,79.0,0.00012867266813364366
2021-01-04,90+,71.0,0.0007381838597658605
2021-01-05,12-19,1.0,1.2984281229143999e-06
2021-01-05,20-29,687.0,0.0006905383183431905
2021-01-05,30-39,1549.0,0.0013493289941096432
2021-01-05,40-49,1864.0,0.001237801282425878
2021-01-05,50-59,2552.0,0.0015873361426860938
2021-01-05,60-69,1013.0,0.0008472683749760582
2021-01-05,70-79,52.0,5.2618797053347365e-05
2021-01-05,80-89,81.0,0.00013193020403576123
2021-01-05,90+,76.0,0.0007901686386226113
2021-01-06,12-19,1.0,1.2984281229143999e-06
2021-01-06,20-29,814.0,0.0008181924179495736
2021-01-06,30-39,1536.0,0.0013380047352823834
2021-01-06,40-49,1550.0,0.0010292875470816047
2021-01-06,50-59,2158.0,0.001342269355766689
2021-01-06,60-69,1011.0,0.0008455955845022654
2021-01-06,70-79,73.0,7.386869586335303e-05
2021-01-06,80-89,15.0,2.4431519265881708e-05
2021-01-06,90+,8.0,8.31756461708012e-05
2021-01-07,12-19,3.0,3.895284368743199e-06
2021-01-07,20-29,1022.0,0.0010272636991946736
2021-01-07,30-39,2095.0,0.001824947864854553
2021-01-07,40-49,2616.0,0.0017371717568809533
2021-01-07,50-59,3655.0,0.0022733987466762038
2021-01-07,60-69,1508.0,0.0012612840172397787
2021-01-07,70-79,203.0,0.00020541568849672144
2021-01-07,80-89,324.0,0.0005277208161430449
2021-01-07,90+,344.0,0.003576552785344451
2021-01-08,12-19,2.0,2.5968562458287998e-06
2021-01-08,20-29,1217.0,0.0012232680253619547
2021-01-08,30-39,2269.0,0.0019765187137732606
2021-01-08,40-49,2865.0,0.0019025218208959982
2021-01-08,50-59,4175.0,0.002596837145656129
2021-01-08,60-69,1735.0,0.0014511457360152624
2021-01-08,70-79,193.0,0.00019529668906338542
2021-01-08,80-89,156.0,0.00025408780036516976
2021-01-08,90+,125.0,0.0012996194714187685
2021-01-09,12-19,7.0,9.088996860400799e-06
2021-01-09,20-29,1418.0,0.0014253032538728443
2021-01-09,30-39,2171.0,0.0018911512241523792
2021-01-09,40-49,2586.0,0.0017172500624213093
2021-01-09,50-59,3729.0,0.002319426518838732
2021-01-09,60-69,2155.0,0.0018024317355117526
2021-01-09,70-79,263.0,0.0002661296850967376
2021-01-09,80-89,109.0,0.00017753570666540709
2021-01-09,90+,70.0,0.0007277869039945104
2021-01-10,12-19,25.0,3.246070307285999e-05
2021-01-10,20-29,1384.0,0.0013911281405923955
2021-01-10,30-39,1746.0,0.0015209350701842718
2021-01-10,40-49,2136.0,0.0014184246455266499
2021-01-10,50-59,2963.0,0.0018429768772644576
2021-01-10,60-69,1906.0,0.0015941693215245478
2021-01-10,70-79,295.0,0.00029851048328341295
2021-01-10,80-89,50.0,8.143839755293903e-05
2021-01-10,90+,39.0,0.0004054812750826558
2021-01-11,12-19,12.0,1.5581137474972797e-05
2021-01-11,20-29,1800.0,0.0018092707030825952
2021-01-11,30-39,2658.0,0.002315375381758187
2021-01-11,40-49,3519.0,0.0023368147601162364
2021-01-11,50-59,5099.0,0.003171562300766611
2021-01-11,60-69,2065.0,0.0017271561641910762
2021-01-11,70-79,397.0,0.0004017242775034405
2021-01-11,80-89,393.0,0.0006401058047661007
2021-01-11,90+,351.0,0.003649331475743902
2021-01-12,12-19,16.0,2.0774849966630398e-05
2021-01-12,20-29,2039.0,0.00204950164643634
2021-01-12,30-39,3154.0,0.00274743941085979
2021-01-12,40-49,4238.0,0.002814271370665703
2021-01-12,50-59,5958.0,0.003705857656004603
2021-01-12,60-69,2633.0,0.002202228658748234
2021-01-12,70-79,660.0,0.0006678539626001781
2021-01-12,80-89,847.0,0.0013795664545467872
2021-01-12,90+,759.0,0.007891289430454763
2021-01-13,12-19,26.0,3.37591311957744e-05
2021-01-13,20-29,2754.0,0.0027681841757163706
2021-01-13,30-39,3571.0,0.0031106867901649683
2021-01-13,40-49,5100.0,0.003386688058139473
2021-01-13,50-59,7110.0,0.00442239810912936
2021-01-13,60-69,3097.0,0.002590316048668166
2021-01-13,70-79,1033.0,0.001045292641463612
2021-01-13,80-89,1929.0,0.0031418933775923877
2021-01-13,90+,1819.0,0.01891206254808592
2021-01-14,12-19,31.0,4.02512718103464e-05
2021-01-14,20-29,2592.0,0.002605349812438937
2021-01-14,30-39,3523.0,0.003068874142187394
2021-01-14,40-49,5039.0,0.0033461806127381972
2021-01-14,50-59,6798.0,0.004228335069741405
2021-01-14,60-69,2975.0,0.0024882758297668046
2021-01-14,70-79,1184.0,0.0011980895329069862
2021-01-14,80-89,2491.0,0.004057260966087423
2021-01-14,90+,2278.0,0.023684265247135638
2021-01-15,12-19,24.0,3.1162274949945594e-05
2021-01-15,20-29,2647.0,0.0026606330839220164
2021-01-15,30-39,3329.0,0.0028998813566113637
2021-01-15,40-49,4809.0,0.003193447621880927
2021-01-15,50-59,6386.0,0.003972072338241926
2021-01-15,60-69,2778.0,0.0023235059680982127
2021-01-15,70-79,1152.0,0.001165708734720311
2021-01-15,80-89,2170.0,0.003534426453797554
2021-01-15,90+,1946.0,0.020232475931047388
2021-01-16,12-19,66.0,8.569625611235039e-05
2021-01-16,20-29,2334.0,0.0023460210116637652
2021-01-16,30-39,2123.0,0.0018493385761748048
2021-01-16,40-49,2750.0,0.001826155325467363
2021-01-16,50-59,3595.0,0.0022360789314092894
2021-01-16,60-69,2452.0,0.002050841120869985
2021-01-16,70-79,860.0,0.0008702339512668987
2021-01-16,80-89,741.0,0.0012069170517345564
2021-01-16,90+,719.0,0.007475411199600757
2021-01-17,12-19,33.0,4.2848128056175195e-05
2021-01-17,20-29,1603.0,0.001611256076134111
2021-01-17,30-39,1150.0,0.0010017613577960553
2021-01-17,40-49,1481.0,0.0009834676498244235
2021-01-17,50-59,1933.0,0.0012023200485157598
2021-01-17,60-69,1213.0,0.0010145474223553393
2021-01-17,70-79,460.0,0.0004654739739334575
2021-01-17,80-89,153.0,0.0002492014965119934
2021-01-17,90+,128.0,0.0013308103387328191
2021-01-18,12-19,4.0,5.1937124916575996e-06
2021-01-18,20-29,721.0,0.0007247134316236395
2021-01-18,30-39,1177.0,0.001025280972283441
2021-01-18,40-49,1555.0,0.0010326078294915452
2021-01-18,50-59,1948.0,0.0012116500023324885
2021-01-18,60-69,860.0,0.0007192999037309082
2021-01-18,70-79,419.0,0.00042398607625677976
2021-01-18,80-89,783.0,0.0012753253056790252
2021-01-18,90+,817.0,0.008494312865193072
2021-01-19,12-19,4.0,5.1937124916575996e-06
2021-01-19,20-29,578.0,0.0005809769257676333
2021-01-19,30-39,992.0,0.000864128058203206
2021-01-19,40-49,1382.0,0.0009177260581075984
2021-01-19,50-59,1710.0,0.0010636147351070612
2021-01-19,60-69,748.0,0.0006256236371985109
2021-01-19,70-79,379.0,0.0003835100785234356
2021-01-19,80-89,905.0,0.0014740349957081964
2021-01-19,90+,883.0,0.009180511946102182
2021-01-20,12-19,4.0,5.1937124916575996e-06
2021-01-20,20-29,439.0,0.0004412610214740329
2021-01-20,30-39,668.0,0.0005818926843545782
2021-01-20,40-49,998.0,0.0006627283690241558
2021-01-20,50-59,1292.0,0.0008036200220808907
2021-01-20,60-69,504.0,0.0004215431993957881
2021-01-20,70-79,306.0,0.0003096413826600826
2021-01-20,80-89,731.0,0.0011906293722239686
2021-01-20,90+,658.0,0.0068411968975483975
2021-01-21,12-19,3.0,3.895284368743199e-06
2021-01-21,20-29,405.0,0.00040708590819358393
2021-01-21,30-39,624.0,0.0005435644237084682
2021-01-21,40-49,903.0,0.0005996430032352832
2021-01-21,50-59,1091.0,0.0006785986409367274
2021-01-21,60-69,446.0,0.0003730322756557966
2021-01-21,70-79,234.0,0.00023678458674006314
2021-01-21,80-89,620.0,0.0010098361296564439
2021-01-21,90+,497.0,0.005167287018361024
2021-01-22,12-19,1.0,1.2984281229143999e-06
2021-01-22,20-29,293.0,0.00029450906444622243
2021-01-22,30-39,407.0,0.00035453641097651695
2021-01-22,40-49,538.0,0.000357262387309615
2021-01-22,50-59,660.0,0.0004105179679360587
2021-01-22,60-69,283.0,0.0002366998520416826
2021-01-22,70-79,176.0,0.00017809439002671417
2021-01-22,80-89,457.0,0.0007443469536338627
2021-01-22,90+,380.0,0.003950843193113057
2021-01-23,12-19,1.0,1.2984281229143999e-06
2021-01-23,20-29,78.0,7.840173046691246e-05
2021-01-23,30-39,132.0,0.00011498478193832982
2021-01-23,40-49,167.0,0.00011089743249201803
2021-01-23,50-59,245.0,0.0001523892456732339
2021-01-23,60-69,153.0,0.00012796847124514995
2021-01-23,70-79,34.0,3.440459807334251e-05
2021-01-23,80-89,60.0,9.772607706352683e-05
2021-01-23,90+,55.0,0.0005718325674242582
2021-01-24,20-29,140.0,0.00014072105468420184
2021-01-24,30-39,84.0,7.317213396075534e-05
2021-01-24,40-49,97.0,6.44134787528488e-05
2021-01-24,50-59,127.0,7.899360898163554e-05
2021-01-24,60-69,47.0,3.931057613413103e-05
2021-01-24,70-79,16.0,1.619039909333765e-05
2021-01-24,80-89,17.0,2.768905516799927e-05
2021-01-24,90+,10.0,0.00010396955771350149
2021-01-25,20-29,105.0,0.00010554079101315139
2021-01-25,30-39,80.0,6.968774662929081e-05
2021-01-25,40-49,100.0,6.64056481988132e-05
2021-01-25,50-59,118.0,7.339563669159838e-05
2021-01-25,60-69,36.0,3.0110228528270578e-05
2021-01-25,70-79,13.0,1.3154699263336841e-05
2021-01-25,80-89,41.0,6.677948599341e-05
2021-01-25,90+,22.0,0.00022873302696970328
2021-01-26,12-19,0.0,0.0
2021-01-26,20-29,28.0,2.814421093684037e-05
2021-01-26,30-39,44.0,3.832826064610994e-05
2021-01-26,40-49,69.0,4.581989725718111e-05
2021-01-26,50-59,81.0,5.038175061033448e-05
2021-01-26,60-69,32.0,2.6764647580684958e-05
2021-01-26,70-79,17.0,1.7202299036671255e-05
2021-01-26,80-89,50.0,8.143839755293903e-05
2021-01-26,90+,25.0,0.0002599238942837537
2021-01-27,12-19,1.0,1.2984281229143999e-06
2021-01-27,20-29,46.0,4.623691796766632e-05
2021-01-27,30-39,70.0,6.097677830062946e-05
2021-01-27,40-49,105.0,6.972593060875386e-05
2021-01-27,50-59,148.0,9.20555443250556e-05
2021-01-27,60-69,76.0,6.356603800412678e-05
2021-01-27,70-79,73.0,7.386869586335303e-05
2021-01-27,80-89,159.0,0.0002589741042183461
2021-01-27,90+,128.0,0.0013308103387328191
2021-01-28,12-19,0.0,0.0
2021-01-28,20-29,41.0,4.1211166014659114e-05
2021-01-28,30-39,65.0,5.662129413629878e-05
2021-01-28,40-49,140.0,9.296790747833848e-05
2021-01-28,50-59,154.0,9.578752585174703e-05
2021-01-28,60-69,59.0,4.934731897688789e-05
2021-01-28,70-79,55.0,5.565449688334817e-05
2021-01-28,80-89,150.0,0.0002443151926588171
2021-01-28,90+,132.0,0.0013723981618182196
2021-01-29,12-19,0.0,0.0
2021-01-29,20-29,38.0,3.819571484285479e-05
2021-01-29,30-39,71.0,6.18478751334956e-05
2021-01-29,40-49,121.0,8.035083432056397e-05
2021-01-29,50-59,161.0,0.00010014150429955372
2021-01-29,60-69,62.0,5.18565046875771e-05
2021-01-29,70-79,41.0,4.148789767667773e-05
2021-01-29,80-89,101.0,0.00016450556305693683
2021-01-29,90+,90.0,0.0009357260194215133
2021-01-30,12-19,0.0,0.0
2021-01-30,20-29,28.0,2.814421093684037e-05
2021-01-30,30-39,16.0,1.3937549325858161e-05
2021-01-30,40-49,23.0,1.5273299085727035e-05
2021-01-30,50-59,35.0,2.1769892239033417e-05
2021-01-30,60-69,19.0,1.5891509501031694e-05
2021-01-30,70-79,10.0,1.0118999433336031e-05
2021-01-30,80-89,9.0,1.4658911559529026e-05
2021-01-30,90+,6.0,6.238173462810089e-05
2021-01-31,12-19,0.0,0.0
2021-01-31,20-29,1.0,1.0051503906014418e-06
2021-01-31,30-39,2.0,1.7421936657322702e-06
2021-01-31,40-49,7.0,4.648395373916924e-06
2021-01-31,50-59,13.0,8.085959974498126e-06
2021-01-31,60-69,4.0,3.3455809475856198e-06
2021-01-31,70-79,2.0,2.0237998866672064e-06
2021-01-31,80-89,1.0,1.6287679510587806e-06
2021-01-31,90+,0.0,0.0
2021-02-01,12-19,0.0,0.0
2021-02-01,20-29,8.0,8.041203124811535e-06
2021-02-01,30-39,25.0,2.1777420821653378e-05
2021-02-01,40-49,53.0,3.5194993545371e-05
2021-02-01,50-59,56.0,3.4831827582453466e-05
2021-02-01,60-69,27.0,2.2582671396202934e-05
2021-02-01,70-79,26.0,2.6309398526673683e-05
2021-02-01,80-89,50.0,8.143839755293903e-05
2021-02-01,90+,63.0,0.0006550082135950594
2021-02-02,12-19,0.0,0.0
2021-02-02,20-29,40.0,4.020601562405767e-05
2021-02-02,30-39,71.0,6.184787513349558e-05
2021-02-02,40-49,95.0,6.308536578887254e-05
2021-02-02,50-59,122.0,7.588362437605934e-05
2021-02-02,60-69,51.0,4.2656157081716645e-05
2021-02-02,70-79,21.0,2.1249898810005667e-05
2021-02-02,80-89,51.0,8.30671655039978e-05
2021-02-02,90+,45.0,0.0004678630097107567
2021-02-03,12-19,0.0,0.0
2021-02-03,20-29,81.0,8.141718163871679e-05
2021-02-03,30-39,120.0,0.00010453161994393621
2021-02-03,40-49,200.0,0.0001328112963976264
2021-02-03,50-59,257.0,0.0001598532087266168
2021-02-03,60-69,98.0,8.196673321584768e-05
2021-02-03,70-79,58.0,5.869019671334899e-05
2021-02-03,80-89,138.0,0.0002247699772461117
2021-02-03,90+,126.0,0.0013100164271901188
2021-02-04,12-19,0.0,0.0
2021-02-04,20-29,118.0,0.00011860774609097013
2021-02-04,30-39,211.0,0.0001838014317347545
2021-02-04,40-49,328.0,0.0002178105260921073
2021-02-04,50-59,393.0,0.0002444447899982895
2021-02-04,60-69,185.0,0.0001547331188258349
2021-02-04,70-79,126.0,0.000127499392860034
2021-02-04,80-89,356.0,0.0005798413905769259
2021-02-04,90+,332.0,0.003451789316088249
2021-02-05,12-19,0.0,0.0
2021-02-05,20-29,201.0,0.0002020352285108898
2021-02-05,30-39,259.0,0.00022561407971232898
2021-02-05,40-49,366.0,0.00024304467240765631
2021-02-05,50-59,425.0,0.0002643486914739772
2021-02-05,60-69,182.0,0.0001522239331151457
2021-02-05,70-79,150.0,0.00015178499150004049
2021-02-05,80-89,428.0,0.000697112683053158
2021-02-05,90+,419.0,0.004356324468195712
2021-02-06,12-19,1.0,1.2984281229143999e-06
2021-02-06,20-29,60.0,6.030902343608651e-05
2021-02-06,30-39,109.0,9.494955478240872e-05
2021-02-06,40-49,176.0,0.00011687394082991123
2021-02-06,50-59,227.0,0.0001411933010931596
2021-02-06,60-69,86.0,7.192999037309082e-05
2021-02-06,70-79,48.0,4.857119728001295e-05
2021-02-06,80-89,176.0,0.0002866631593863454
2021-02-06,90+,134.0,0.00139319207336092
2021-02-07,12-19,0.0,0.0
2021-02-07,20-29,24.0,2.4123609374434603e-05
2021-02-07,30-39,52.0,4.529703530903903e-05
2021-02-07,40-49,77.0,5.113234911308616e-05
2021-02-07,50-59,100.0,6.219969211152405e-05
2021-02-07,60-69,38.0,3.178301900206339e-05
2021-02-07,70-79,12.0,1.2142799320003237e-05
2021-02-07,80-89,21.0,3.420412697223439e-05
2021-02-07,90+,22.0,0.00022873302696970328
2021-02-08,12-19,3.0,3.895284368743199e-06
2021-02-08,20-29,225.0,0.0002261588378853244
2021-02-08,30-39,230.0,0.00020035227155921107
2021-02-08,40-49,327.0,0.00021714646961011914
2021-02-08,50-59,398.0,0.00024755477460386573
2021-02-08,60-69,201.0,0.0001681154426161774
2021-02-08,70-79,136.0,0.00013761839229337004
2021-02-08,80-89,308.0,0.0005016605289261044
2021-02-08,90+,296.0,0.003077498908319644
2021-02-09,12-19,1.0,1.2984281229143999e-06
2021-02-09,20-29,223.0,0.0002241485371041215
2021-02-09,30-39,346.0,0.00030139950417168275
2021-02-09,40-49,497.0,0.00033003607154810156
2021-02-09,50-59,655.0,0.0004074079833304825
2021-02-09,60-69,384.0,0.0003211757709682195
2021-02-09,70-79,347.0,0.0003511292803367603
2021-02-09,80-89,839.0,0.001366536310938317
2021-02-09,90+,732.0,0.007610571624628309
2021-02-10,12-19,7.0,9.088996860400799e-06
2021-02-10,20-29,1196.0,0.0012021598671593243
2021-02-10,30-39,912.0,0.0007944403115739152
2021-02-10,40-49,1029.0,0.0006833141199657878
2021-02-10,50-59,1290.0,0.0008023760282386603
2021-02-10,60-69,1198.0,0.001002001493801893
2021-02-10,70-79,693.0,0.000701246660730187
2021-02-10,80-89,653.0,0.0010635854720413838
2021-02-10,90+,587.0,0.006103013037782537
2021-02-11,12-19,6.0,7.790568737486398e-06
2021-02-11,20-29,1509.0,0.0015167719394175755
2021-02-11,30-39,1165.0,0.0010148278102890473
2021-02-11,40-49,1322.0,0.0008778826691883105
2021-02-11,50-59,1988.0,0.001236529879177098
2021-02-11,60-69,1425.0,0.001191863212577377
2021-02-11,70-79,572.0,0.000578806767586821
2021-02-11,80-89,890.0,0.001449603476442315
2021-02-11,90+,760.0,0.007901686386226113
2021-02-12,12-19,9.0,1.16858531062296e-05
2021-02-12,20-29,1713.0,0.0017218226191002698
2021-02-12,30-39,1111.0,0.0009677885813142761
2021-02-12,40-49,1447.0,0.000960889729436827
2021-02-12,50-59,1770.0,0.0011009345503739756
2021-02-12,60-69,1195.0,0.0009994923080912039
2021-02-12,70-79,556.0,0.0005626163684934833
2021-02-12,80-89,621.0,0.0010114648976075028
2021-02-12,90+,439.0,0.004564263583622715
2021-02-13,12-19,9.0,1.16858531062296e-05
2021-02-13,20-29,946.0,0.0009508722695089639
2021-02-13,30-39,562.0,0.0004895564200707679
2021-02-13,40-49,654.0,0.00043429293922023833
2021-02-13,50-59,1004.0,0.0006244849087997015
2021-02-13,60-69,913.0,0.0007636288512864177
2021-02-13,70-79,407.0,0.0004118432769367765
2021-02-13,80-89,223.0,0.00036321525308610807
2021-02-13,90+,164.0,0.0017051007465014245
2021-02-14,12-19,4.0,5.1937124916575996e-06
2021-02-14,20-29,412.0,0.00041412196092779403
2021-02-14,30-39,523.0,0.0004555836435889886
2021-02-14,40-49,348.0,0.00023109165573186993
2021-02-14,50-59,528.0,0.00032841437434884697
2021-02-14,60-69,728.0,0.0006088957324605828
2021-02-14,70-79,297.0,0.00030053428317008014
2021-02-14,80-89,68.0,0.00011075622067199708
2021-02-14,90+,21.0,0.0002183360711983531
2021-02-15,12-19,7.0,9.088996860400799e-06
2021-02-15,20-29,1236.0,0.0012423658827833818
2021-02-15,30-39,1366.0,0.0011899182736951404
2021-02-15,40-49,1462.0,0.000970850576666649
2021-02-15,50-59,1695.0,0.0010542847812903327
2021-02-15,60-69,1230.0,0.0010287661413825781
2021-02-15,70-79,686.0,0.0006941633611268518
2021-02-15,80-89,439.0,0.0007150291305148046
2021-02-15,90+,292.0,0.0030359110852342434
2021-02-16,12-19,5.0,6.492140614572e-06
2021-02-16,20-29,1065.0,0.0010704851659905355
2021-02-16,30-39,1553.0,0.0013528133814411079
2021-02-16,40-49,1977.0,0.0013128396648905368
2021-02-16,50-59,1807.0,0.0011239484364552394
2021-02-16,60-69,1192.0,0.0009969831223805147
2021-02-16,70-79,539.0,0.0005454140694568122
2021-02-16,80-89,492.0,0.00080135383192092
2021-02-16,90+,364.0,0.003784491900771454
2021-02-17,12-19,4.0,5.1937124916575996e-06
2021-02-17,20-29,1621.0,0.001629348783164937
2021-02-17,30-39,1912.0,0.0016655371444400501
2021-02-17,40-49,2091.0,0.001388542103837184
2021-02-17,50-59,2084.0,0.0012962415836041612
2021-02-17,60-69,1116.0,0.0009334170843763879
2021-02-17,70-79,601.0,0.0006081518659434955
2021-02-17,80-89,560.0,0.0009121100525929172
2021-02-17,90+,499.0,0.005188080929903724
2021-02-18,12-19,3.0,3.895284368743199e-06
2021-02-18,20-29,1730.0,0.0017389101757404944
2021-02-18,30-39,1840.0,0.0016028181724736888
2021-02-18,40-49,1861.0,0.0012358091129799137
2021-02-18,50-59,1733.0,0.0010779206642927118
2021-02-18,60-69,884.0,0.000739373389416422
2021-02-18,70-79,467.0,0.0004725572735367927
2021-02-18,80-89,2110.0,0.0034367003767340272
2021-02-18,90+,2239.0,0.023278783972052984
2021-02-19,12-19,6.0,7.790568737486398e-06
2021-02-19,20-29,1551.0,0.0015589882558228363
2021-02-19,30-39,1647.0,0.0014346964837305244
2021-02-19,40-49,1772.0,0.00117670808608297
2021-02-19,50-59,1665.0,0.0010356248736568753
2021-02-19,60-69,788.0,0.000659079446674367
2021-02-19,70-79,395.0,0.0003997004776167733
2021-02-19,80-89,3741.0,0.006093220904910899
2021-02-19,90+,1793.0,0.018641741698030817
2021-02-20,12-19,4.0,5.1937124916575996e-06
2021-02-20,20-29,1080.0,0.001085562421849557
2021-02-20,30-39,1321.0,0.0011507189162161644
2021-02-20,40-49,1347.0,0.0008944840812380138
2021-02-20,50-59,1192.0,0.0007414203299693667
2021-02-20,60-69,656.0,0.0005486752754040416
2021-02-20,70-79,305.0,0.00030862948271674894
2021-02-20,80-89,2451.0,0.003992110248045071
2021-02-20,90+,531.0,0.005520783514586929
2021-02-21,12-19,4.0,5.1937124916575996e-06
2021-02-21,20-29,404.0,0.0004060807578029825
2021-02-21,30-39,650.0,0.0005662129413629877
2021-02-21,40-49,667.0,0.000442925673486084
2021-02-21,50-59,554.0,0.0003445862942978432
2021-02-21,60-69,260.0,0.00021746276159306528
2021-02-21,70-79,100.0,0.00010118999433336031
2021-02-21,80-89,2024.0,0.003296626332942972
2021-02-21,90+,278.0,0.0028903537044353412
2021-02-22,12-19,28.0,3.6355987441603195e-05
2021-02-22,20-29,998.0,0.001003140089820239
2021-02-22,30-39,1452.0,0.0012648326013216281
2021-02-22,40-49,1784.0,0.0011846767638668274
2021-02-22,50-59,1556.0,0.0009678272092553141
2021-02-22,60-69,790.0,0.0006607522371481599
2021-02-22,70-79,334.0,0.00033797458107342343
2021-02-22,80-89,3976.0,0.006475981373409712
2021-02-22,90+,576.0,0.005988646524297685
2021-02-23,12-19,18.0,2.3371706212459195e-05
2021-02-23,20-29,886.0,0.0008905632460728774
2021-02-23,30-39,1376.0,0.0011986292420238017
2021-02-23,40-49,1666.0,0.0011063180989922278
2021-02-23,50-59,1498.0,0.0009317513878306302
2021-02-23,60-69,759.0,0.0006348239848043714
2021-02-23,70-79,364.0,0.00036833157937343156
2021-02-23,80-89,3350.0,0.005456372636046916
2021-02-23,90+,1420.0,0.014763677195317211
2021-02-24,12-19,30.0,3.895284368743199e-05
2021-02-24,20-29,877.0,0.0008815168925574645
2021-02-24,30-39,1353.0,0.0011785940148678808
2021-02-24,40-49,1614.0,0.001071787161928845
2021-02-24,50-59,1563.0,0.000972181187703121
2021-02-24,60-69,715.0,0.0005980225943809295
2021-02-24,70-79,374.0,0.0003784505788067676
2021-02-24,80-89,4384.0,0.007140518697441694
2021-02-24,90+,2698.0,0.0280509866711027
2021-02-25,12-19,18.0,2.3371706212459195e-05
2021-02-25,20-29,733.0,0.0007367752363108568
2021-02-25,30-39,1137.0,0.0009904370989687954
2021-02-25,40-49,1375.0,0.0009130776627336815
2021-02-25,50-59,1115.0,0.0006935265670434932
2021-02-25,60-69,406.0,0.00033957646617994037
2021-02-25,70-79,252.0,0.000254998785720068
2021-02-25,80-89,7031.0,0.011451867463894287
2021-02-25,90+,1477.0,0.01535630367428417
2021-02-26,12-19,5.0,6.492140614571999e-06
2021-02-26,20-29,750.0,0.0007538627929510814
2021-02-26,30-39,1292.0,0.0011254571080630464
2021-02-26,40-49,1420.0,0.0009429602044231475
2021-02-26,50-59,1289.0,0.0008017540313175449
2021-02-26,60-69,521.0,0.000435761918423027
2021-02-26,70-79,193.0,0.00019529668906338542
2021-02-26,80-89,9027.0,0.014702888294207614
2021-02-26,90+,1879.0,0.019535879894366927
2021-02-27,12-19,12.0,1.5581137474972797e-05
2021-02-27,20-29,550.0,0.000552832714830793
2021-02-27,30-39,880.0,0.0007665652129221988
2021-02-27,40-49,974.0,0.0006467910134564406
2021-02-27,50-59,1039.0,0.0006462548010387349
2021-02-27,60-69,700.0,0.0005854766658274836
2021-02-27,70-79,506.0,0.0005120213713268032
2021-02-27,80-89,6026.0,0.009814955673080212
2021-02-27,90+,2494.0,0.02593000769374727
2021-02-28,12-19,3.0,3.895284368743199e-06
2021-02-28,20-29,235.0,0.00023621034179133882
2021-02-28,30-39,347.0,0.00030227060100454885
2021-02-28,40-49,494.0,0.00032804390210213716
2021-02-28,50-59,604.0,0.0003756861403536052
2021-02-28,60-69,1097.0,0.0009175255748753562
2021-02-28,70-79,380.0,0.00038452197846676917
2021-02-28,80-89,2995.0,0.0048781600134210484
2021-02-28,90+,1450.0,0.015075585868457714
