date,age,total_number,rV
2021-12-12,30-39,338.0,0.0002944307295087537
2021-12-12,40-49,305.0,0.00020253722700638025
2021-12-12,50-59,261.0,0.00016234119641107776
2021-12-12,60-69,144.0,0.0001204409141130823
2021-12-12,70-79,62.0,6.27377964866834e-05
2021-12-12,80-89,47.0,7.655209369976269e-05
2021-12-12,90+,6.0,6.238173462810089e-05
2021-12-13,12-19,997.0,0.0012945328385456567
2021-12-13,20-29,486.0,0.0004885030898323007
2021-12-13,30-39,612.0,0.0005331112617140746
2021-12-13,40-49,566.0,0.00037585596880528266
2021-12-13,50-59,493.0,0.00030664448210981356
2021-12-13,60-69,267.0,0.0002233175282513401
2021-12-13,70-79,161.0,0.0001629158908767101
2021-12-13,80-89,77.0,0.0001254151322315261
2021-12-13,90+,26.0,0.0002703208500551039
2021-12-14,12-19,1092.0,0.0014178835102225246
2021-12-14,20-29,497.0,0.0004995597441289166
2021-12-14,30-39,609.0,0.0005304979712154763
2021-12-14,40-49,496.0,0.0003293720150661134
2021-12-14,50-59,498.0,0.0003097544667153897
2021-12-14,60-69,288.0,0.00024088182822616463
2021-12-14,70-79,203.0,0.00020541568849672144
2021-12-14,80-89,91.0,0.00014821788354634903
2021-12-14,90+,24.0,0.00024952693851240356
2021-12-15,12-19,877.0,0.0011387214637959286
2021-12-15,20-29,427.0,0.0004291992167868156
2021-12-15,30-39,494.0,0.0004303218354358707
2021-12-15,40-49,458.0,0.00030413786875056444
2021-12-15,50-59,408.0,0.0002537747438150181
2021-12-15,60-69,251.0,0.00020993520446099763
2021-12-15,70-79,147.0,0.00014874929167003968
2021-12-15,80-89,74.0,0.00012052882837834976
2021-12-15,90+,25.0,0.0002599238942837537
2021-12-16,05-11,3392.0,0.0052486615294154056
2021-12-16,12-19,1018.0,0.001321799829126859
2021-12-16,20-29,418.0,0.0004201528632714027
2021-12-16,30-39,500.0,0.0004355484164330675
2021-12-16,40-49,481.0,0.0003194111678362915
2021-12-16,50-59,429.0,0.00026683667915843815
2021-12-16,60-69,265.0,0.0002216447377775473
2021-12-16,70-79,159.0,0.0001608920909900429
2021-12-16,80-89,89.0,0.00014496034764423146
2021-12-16,90+,26.0,0.0002703208500551039
2021-12-17,05-11,3560.0,0.005508618822145886
2021-12-17,12-19,927.0,0.0012036428699416487
2021-12-17,20-29,340.0,0.0003417511328044902
2021-12-17,30-39,470.0,0.00040941551144708347
2021-12-17,40-49,403.0,0.0002676147622412172
2021-12-17,50-59,371.0,0.0002307608577337542
2021-12-17,60-69,215.0,0.00017982497593272705
2021-12-17,70-79,146.0,0.00014773739172670608
2021-12-17,80-89,88.0,0.00014333157969317268
2021-12-17,90+,24.0,0.00024952693851240356
2021-12-18,05-11,7853.0,0.012151456070312257
2021-12-18,12-19,1005.0,0.0013049202635289719
2021-12-18,20-29,294.0,0.00029551421483682387
2021-12-18,30-39,369.0,0.00032143473132760384
2021-12-18,40-49,366.0,0.00024304467240765631
2021-12-18,50-59,310.0,0.00019281904554572455
2021-12-18,60-69,171.0,0.00014302358550928525
2021-12-18,70-79,116.0,0.00011738039342669798
2021-12-18,80-89,58.0,9.446854116140928e-05
2021-12-18,90+,15.0,0.00015595433657025222
2021-12-19,05-11,8767.0,0.013565747531953084
2021-12-19,12-19,615.0,0.0007985332955923559
2021-12-19,20-29,207.0,0.00020806613085449846
2021-12-19,30-39,203.0,0.00017683265707182542
2021-12-19,40-49,207.0,0.00013745969177154333
2021-12-19,50-59,166.0,0.00010325148890512993
2021-12-19,60-69,96.0,8.029394274205487e-05
2021-12-19,70-79,64.0,6.47615963733506e-05
2021-12-19,80-89,25.0,4.0719198776469515e-05
2021-12-19,90+,4.0,4.15878230854006e-05
2021-12-20,05-11,4066.0,0.006291585430012688
2021-12-20,12-19,948.0,0.001230909860522851
2021-12-20,20-29,359.0,0.00036084899022591763
2021-12-20,30-39,458.0,0.00039896234945268987
2021-12-20,40-49,413.0,0.0002742553270610985
2021-12-20,50-59,401.0,0.00024942076536721143
2021-12-20,60-69,251.0,0.00020993520446099765
2021-12-20,70-79,133.0,0.00013458269246336923
2021-12-20,80-89,68.0,0.00011075622067199708
2021-12-20,90+,14.0,0.00014555738079890208
2021-12-21,05-11,3925.0,0.006073406987899607
2021-12-21,12-19,918.0,0.0011919570168354191
2021-12-21,20-29,337.0,0.0003387356816326859
2021-12-21,30-39,423.0,0.00036847396030237513
2021-12-21,40-49,403.0,0.0002676147622412172
2021-12-21,50-59,376.0,0.00023387084233933043
2021-12-21,60-69,236.0,0.00019738927590755154
2021-12-21,70-79,144.0,0.00014571359184003884
2021-12-21,80-89,66.0,0.00010749868476987952
2021-12-21,90+,27.0,0.00028071780582645406
2021-12-22,05-11,4250.0,0.006576300560146071
2021-12-22,12-19,944.0,0.0012257161480311936
2021-12-22,20-29,322.0,0.00032365842577366426
2021-12-22,30-39,428.0,0.0003728294444667058
2021-12-22,40-49,356.0,0.000236404107587775
2021-12-22,50-59,368.0,0.0002288948669704085
2021-12-22,60-69,212.0,0.00017731579022203784
2021-12-22,70-79,114.0,0.00011535659354003076
2021-12-22,80-89,84.0,0.00013681650788893758
2021-12-22,90+,31.0,0.0003223056289118546
2021-12-23,05-11,5328.0,0.00824435985516665
2021-12-23,12-19,991.0,0.0012867422698081702
2021-12-23,20-29,359.0,0.00036084899022591763
2021-12-23,30-39,395.0,0.00034408324898212335
2021-12-23,40-49,348.0,0.00023109165573186995
2021-12-23,50-59,295.0,0.00018348909172899596
2021-12-23,60-69,179.0,0.00014971474740445648
2021-12-23,70-79,114.0,0.00011535659354003076
2021-12-23,80-89,60.0,9.772607706352683e-05
2021-12-23,90+,21.0,0.0002183360711983531
2021-12-24,05-11,2162.0,0.0033454027790672486
2021-12-24,12-19,242.0,0.00031421960574528474
2021-12-24,20-29,146.0,0.0001467519570278105
2021-12-24,30-39,154.0,0.0001341489122613848
2021-12-24,40-49,121.0,8.035083432056397e-05
2021-12-24,50-59,93.0,5.784571366371737e-05
2021-12-24,60-69,69.0,5.7711271345851946e-05
2021-12-24,70-79,40.0,4.0475997733344126e-05
2021-12-24,80-89,19.0,3.0946591070116826e-05
2021-12-24,90+,6.0,6.238173462810089e-05
2021-12-25,05-11,160.0,0.00024757837402902854
2021-12-25,12-19,32.0,4.154969993326079e-05
2021-12-25,20-29,13.0,1.3066955077818742e-05
2021-12-25,30-39,23.0,2.0035227155921108e-05
2021-12-25,40-49,6.0,3.984338891928792e-06
2021-12-25,50-59,12.0,7.4639630533828866e-06
2021-12-25,60-69,4.0,3.3455809475856198e-06
2021-12-25,70-79,2.0,2.0237998866672064e-06
2021-12-25,80-89,2.0,3.257535902117561e-06
2021-12-25,90+,1.0,1.039695577135015e-05
2021-12-26,05-11,3783.0,0.005853681180948844
2021-12-26,12-19,247.0,0.00032071174635985673
2021-12-26,20-29,67.0,6.73450761702966e-05
2021-12-26,30-39,76.0,6.620335929782626e-05
2021-12-26,40-49,56.0,3.718716299133539e-05
2021-12-26,50-59,59.0,3.669781834579919e-05
2021-12-26,60-69,48.0,4.014697137102744e-05
2021-12-26,70-79,22.0,2.226179875333927e-05
2021-12-26,80-89,11.0,1.791644746164659e-05
2021-12-26,90+,2.0,2.07939115427003e-05
2021-12-27,05-11,5989.0,0.009267168012874076
2021-12-27,12-19,898.0,0.0011659884543771312
2021-12-27,20-29,240.0,0.00024123609374434603
2021-12-27,30-39,392.0,0.0003414699584835249
2021-12-27,40-49,315.0,0.00020917779182626158
2021-12-27,50-59,303.0,0.00018846506709791787
2021-12-27,60-69,231.0,0.00019320729972306953
2021-12-27,70-79,118.0,0.00011940419331336516
2021-12-27,80-89,49.0,7.980962960188026e-05
2021-12-27,90+,11.0,0.00011436651348485164
2021-12-28,05-11,6013.0,0.009304304768978429
2021-12-28,12-19,909.0,0.0011802711637291896
2021-12-28,20-29,266.0,0.00026737000389998354
2021-12-28,30-39,343.0,0.0002987862136730843
2021-12-28,40-49,320.0,0.00021249807423620224
2021-12-28,50-59,339.0,0.00021085695625806653
2021-12-28,60-69,204.0,0.0001706246283268666
2021-12-28,70-79,126.0,0.000127499392860034
2021-12-28,80-89,78.0,0.00012704390018258488
2021-12-28,90+,21.0,0.0002183360711983531
2021-12-29,05-11,6227.0,0.009635440844242256
2021-12-29,12-19,920.0,0.0011945538730812478
2021-12-29,20-29,254.0,0.0002553081992127662
2021-12-29,30-39,352.0,0.00030662608516887955
2021-12-29,40-49,336.0,0.00022312297794801236
2021-12-29,50-59,325.0,0.00020214899936245315
2021-12-29,60-69,241.0,0.00020157125209203358
2021-12-29,70-79,149.0,0.00015077309155670687
2021-12-29,80-89,62.0,0.00010098361296564441
2021-12-29,90+,26.0,0.0002703208500551039
2021-12-30,05-11,5931.0,0.009177420852288553
2021-12-30,12-19,893.0,0.001159496313762559
2021-12-30,20-29,228.0,0.00022917428905712872
2021-12-30,30-39,347.0,0.00030227060100454885
2021-12-30,40-49,337.0,0.0002237870344300005
2021-12-30,50-59,321.0,0.0001996610116779922
2021-12-30,60-69,262.0,0.0002191355520668581
2021-12-30,70-79,138.0,0.00013964219218003723
2021-12-30,80-89,77.0,0.0001254151322315261
2021-12-30,90+,34.0,0.00035349649622590506
2021-12-31,05-11,2497.0,0.003863769999690527
2021-12-31,12-19,392.0,0.0005089838241824447
2021-12-31,20-29,129.0,0.000129664400387586
2021-12-31,30-39,176.0,0.00015331304258443975
2021-12-31,40-49,180.0,0.00011953016675786376
2021-12-31,50-59,169.0,0.00010511747966847564
2021-12-31,60-69,139.0,0.00011625893792860029
2021-12-31,70-79,79.0,7.994009552335466e-05
2021-12-31,80-89,27.0,4.397673467858708e-05
2021-12-31,90+,12.0,0.00012476346925620178
