year_week,work_red
2020-07,
2020-08,0.7494857142857142
2020-09,1.0029
2020-10,1.0029
2020-11,0.8954571428571428
2020-12,0.41071428571428575
2020-13,0.08184285714285715
2020-14,0.05097142857142856
2020-15,0.037942857142857146
2020-16,0.052542857142857134
2020-17,0.06841428571428572
2020-18,0.07301428571428573
2020-19,0.061900000000000004
2020-20,0.09447142857142857
2020-21,0.10805714285714282
2020-22,0.10875714285714284
2020-23,0.14011428571428572
2020-24,0.1532857142857143
2020-25,0.16705714285714288
2020-26,0.17417142857142862
2020-27,0.18498571428571428
2020-28,0.19122857142857144
2020-29,0.20659999999999998
2020-30,0.1937142857142857
2020-31,0.1800714285714286
2020-32,0.18498571428571428
2020-33,0.18498571428571428
2020-34,0.1937142857142857
2020-35,0.1987428571428571
2020-36,0.20067142857142856
2020-37,0.24052857142857142
2020-38,0.2886571428571429
2020-39,0.2886857142857143
2020-40,0.30417142857142865
2020-41,0.31705714285714287
2020-42,0.3284428571428572
2020-43,0.3025857142857143
2020-44,0.2334
2020-45,0.28812857142857146
2020-46,0.2500857142857143
2020-47,0.2500857142857143
2020-48,0.25435714285714284
2020-49,0.31281428571428577
2020-50,0.3234000000000001
2020-51,0.2548714285714286
2020-52,0.07192857142857143
2020-53,0.05031428571428572
2021-01,0.14772857142857143
2021-02,0.14014285714285715
2021-03,0.14575714285714286
2021-04,0.1500142857142857
2021-05,0.15675714285714287
2021-06,0.15461428571428573
2021-07,0.14894285714285718
2021-08,0.1814
2021-09,0.18639999999999998
2021-10,0.21994285714285713
2021-11,0.2334
2021-12,0.23882857142857142
2021-13,0.15932857142857143
2021-14,0.16634285714285713
2021-15,0.2053285714285714
2021-16,0.3043714285714286
2021-17,0.3154714285714286
2021-18,0.28641428571428573
2021-19,0.31711428571428574
2021-20,0.34
2021-21,0.35345714285714286
2021-22,0.21985714285714283
2021-23,0.3724714285714286
2021-24,0.3617857142857143
2021-25,0.3653857142857143
2021-26,0.3603714285714286
2021-27,0.35671428571428576
2021-28,0.34002857142857146
2021-29,0.2948
2021-30,0.25294285714285714
2021-31,0.24589999999999998
2021-32,0.24454285714285715
2021-33,0.2518714285714286
2021-34,0.2515
2021-35,0.2722714285714286
2021-36,0.3484714285714286
2021-37,0.3398285714285715
2021-38,0.3655285714285714
2021-39,0.3584428571428572
2021-40,0.3722714285714286
2021-41,0.3863
2021-42,0.3687
2021-43,0.2901571428571429
2021-44,0.3898428571428572
2021-45,0.40602857142857146
2021-46,0.41155714285714284
2021-47,0.39888571428571434
2021-48,0.4078428571428572
2021-49,0.4152714285714286
2021-50,0.3315000000000001
2021-51,0.1525285714285714
2021-52,0.08041999999999998
