year_week,oth_red
2020-07,0.8145625000000001
2020-08,0.9918714285714286
2020-09,0.9882678571428573
2020-10,0.9427321428571428
2020-11,0.7642
2020-12,0.34072857142857144
2020-13,0.060300000000000006
2020-14,0.040324999999999986
2020-15,0.03982142857142856
2020-16,0.04092142857142856
2020-17,0.05129642857142856
2020-18,0.04867857142857142
2020-19,0.05821071428571428
2020-20,0.06883928571428573
2020-21,0.08795357142857144
2020-22,0.09715
2020-23,0.10221785714285715
2020-24,0.11419999999999998
2020-25,0.15093928571428572
2020-26,0.1641964285714286
2020-27,0.18227857142857146
2020-28,0.21314642857142857
2020-29,0.23484999999999998
2020-30,0.2467392857142857
2020-31,0.26345714285714283
2020-32,0.2775035714285714
2020-33,0.27996428571428567
2020-34,0.30068214285714284
2020-35,0.33265
2020-36,0.33885
2020-37,0.35537142857142856
2020-38,0.3551285714285714
2020-39,0.32854999999999995
2020-40,0.31332499999999996
2020-41,0.3303
2020-42,0.3113821428571429
2020-43,0.2961392857142857
2020-44,0.3042035714285714
2020-45,0.25632142857142853
2020-46,0.15053571428571427
2020-47,0.1561607142857143
2020-48,0.16238571428571433
2020-49,0.2720964285714286
2020-50,0.30198214285714287
2020-51,0.24246785714285712
2020-52,0.09461428571428572
2020-53,0.0783107142857143
2021-01,0.08639642857142858
2021-02,0.08238928571428572
2021-03,0.08477500000000002
2021-04,0.09065357142857144
2021-05,0.09564285714285714
2021-06,0.09797142857142857
2021-07,0.11920357142857141
2021-08,0.13135357142857143
2021-09,0.12827499999999997
2021-10,0.14477142857142858
2021-11,0.1517107142857143
2021-12,0.15750357142857146
2021-13,0.1741857142857143
2021-14,0.1539
2021-15,0.2893071428571429
2021-16,0.2934357142857143
2021-17,0.2921571428571429
2021-18,0.2729857142857143
2021-19,0.29487142857142856
2021-20,0.3460464285714286
2021-21,0.39329642857142855
2021-22,0.38796785714285714
2021-23,0.405325
2021-24,0.3779571428571429
2021-25,0.3960357142857143
2021-26,0.3929821428571429
2021-27,0.41688571428571425
2021-28,0.40114285714285713
2021-29,0.4033464285714286
2021-30,0.4108428571428572
2021-31,0.40816428571428576
2021-32,0.433925
2021-33,0.4251
2021-34,0.46481785714285717
2021-35,0.4646642857142857
2021-36,0.4971428571428572
2021-37,0.4998821428571429
2021-38,0.5398535714285714
2021-39,0.5163
2021-40,0.5208750000000001
2021-41,0.5234142857142857
2021-42,0.5334607142857143
2021-43,0.548042857142857
2021-44,0.5471857142857143
2021-45,0.5447571428571428
2021-46,0.5621928571428572
2021-47,0.5572
2021-48,0.55525
2021-49,0.5405285714285715
2021-50,0.4608
2021-51,0.29779285714285714
2021-52,0.28547
