,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
16408,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-02-15,-10.0,-7.0,-9.0,-7.0,-4.0,0.0
16409,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-02-16,-6.0,-3.0,-12.0,-2.0,0.0,-1.0
16410,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-02-17,-8.0,-3.0,-10.0,-8.0,-9.0,1.0
16411,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-02-18,-9.0,-4.0,-10.0,-8.0,-8.0,1.0
16412,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-02-19,-8.0,-4.0,-10.0,-8.0,-8.0,1.0
16413,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-02-20,-9.0,-2.0,-11.0,-8.0,-8.0,1.0
16414,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-02-21,-12.0,-3.0,-12.0,-11.0,-8.0,2.0
16415,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-02-22,-10.0,-3.0,-7.0,-7.0,-3.0,1.0
16416,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-02-23,-7.0,1.0,-12.0,-4.0,-2.0,1.0
16417,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-02-24,-7.0,-1.0,-10.0,-5.0,-4.0,2.0
16418,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-02-25,-3.0,2.0,-1.0,-2.0,-3.0,2.0
16419,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-02-26,-4.0,0.0,-2.0,-1.0,-1.0,2.0
16420,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-02-27,-1.0,6.0,2.0,0.0,0.0,2.0
16421,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-02-28,4.0,12.0,1.0,-1.0,1.0,1.0
16422,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-02-29,13.0,18.0,-1.0,6.0,-1.0,0.0
16423,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-01,19.0,29.0,1.0,10.0,0.0,2.0
16424,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-02,8.0,20.0,4.0,5.0,10.0,0.0
16425,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-03,9.0,21.0,3.0,6.0,11.0,0.0
16426,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-04,5.0,15.0,7.0,9.0,12.0,0.0
16427,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-05,5.0,14.0,9.0,9.0,13.0,0.0
16428,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-06,1.0,12.0,10.0,6.0,14.0,0.0
16429,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-07,12.0,15.0,7.0,6.0,3.0,2.0
16430,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-08,17.0,16.0,49.0,21.0,-3.0,4.0
16431,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-09,1.0,12.0,17.0,9.0,14.0,0.0
16432,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-10,3.0,11.0,7.0,12.0,16.0,-2.0
16433,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-11,-3.0,6.0,10.0,12.0,14.0,0.0
16434,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-12,0.0,10.0,5.0,10.0,15.0,-1.0
16435,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-13,0.0,15.0,5.0,6.0,15.0,0.0
16436,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-14,6.0,19.0,6.0,3.0,3.0,3.0
16437,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-15,-3.0,30.0,-5.0,-4.0,-3.0,5.0
16438,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-16,-17.0,31.0,-18.0,-16.0,0.0,8.0
16439,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-17,-29.0,14.0,-28.0,-28.0,-15.0,13.0
16440,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-18,-35.0,12.0,-33.0,-33.0,-22.0,16.0
16441,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-19,-50.0,-6.0,-39.0,-43.0,-31.0,21.0
16442,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-20,-54.0,-11.0,-46.0,-48.0,-34.0,25.0
16443,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-21,-62.0,-21.0,-53.0,-50.0,-34.0,22.0
16444,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-22,-70.0,-36.0,-59.0,-56.0,-41.0,21.0
16445,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-23,-62.0,-30.0,-52.0,-56.0,-44.0,27.0
16446,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-24,-62.0,-30.0,-54.0,-59.0,-47.0,27.0
16447,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-25,-62.0,-28.0,-52.0,-58.0,-47.0,28.0
16448,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-26,-56.0,-14.0,-46.0,-54.0,-46.0,26.0
16449,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-27,-72.0,-40.0,-65.0,-68.0,-59.0,36.0
16450,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-28,-71.0,-38.0,-61.0,-62.0,-49.0,27.0
16451,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-29,-74.0,-48.0,-62.0,-62.0,-47.0,23.0
16452,CL,Chile,Santiago Metropolitan Region,,,CL-RM,,ChIJUR74fWpvYpYR2oNLRG3CzWA,2020-03-30,-67.0,-35.0,-58.0,-66.0,-59.0,31.0
