id,Delta,R0,i0_q,r0_q,start_week_delta,t_alpha_delta
9699,41.0,1.6241695786877866,0.004011158586245834,0.3789308622345353,7.0,36.0
9700,58.0,1.413756797804153,0.0024623041728157533,0.2763555282320056,6.0,13.0
9701,57.0,1.3871993416497541,0.002151172307452545,0.2753927243176907,7.0,30.0
9702,59.0,1.329789267492708,0.002678084839922603,0.27047612258071535,6.0,31.0
9703,55.0,1.2238322940551927,0.003070346874375549,0.20366127893522418,5.0,23.0
9704,53.0,1.4097777222020635,0.002359962729300391,0.2662591295427601,5.0,18.0
9705,49.0,1.225271353073947,0.0033160163234360607,0.18470986634187211,6.0,22.0
9706,56.0,1.2498013887137083,0.0019377183082541593,0.1904801148720596,6.0,38.0
9707,60.0,1.3057942284974149,0.0021452753317039025,0.23711851070582746,4.0,1.0
9708,59.0,1.2003954453627974,0.0030169472277183167,0.19938729684660805,5.0,3.0
9709,58.0,1.6275562758614956,0.001947231510650028,0.35261580157773653,4.0,0.0
9710,59.0,1.540176885847415,0.004002900712480416,0.3466063414057317,4.0,41.0
9711,59.0,1.1858464318565054,0.002645026964735855,0.15680989813316126,7.0,3.0
9712,61.0,1.287894811901761,0.0029146615733834113,0.21171384455087033,6.0,14.0
9713,55.0,1.4813551151477142,0.0023700899016020046,0.32495915414260335,7.0,41.0
9714,50.0,1.18365865649898,0.0032677982145602694,0.16549326241269785,7.0,40.0
9715,50.0,1.3189092450802482,0.0034985874851643475,0.2523215633185272,5.0,31.0
9716,61.0,1.4972625121816956,0.0032874942922912144,0.3246032114906639,4.0,22.0
9717,48.0,1.5590614229444821,0.00249306231624561,0.3483467845702754,5.0,18.0
9718,47.0,1.48455517722254,0.0044163427731123625,0.32709218971911447,7.0,42.0
9719,50.0,1.3330538371220149,0.0025101618261178034,0.2671094382529615,6.0,31.0
9720,53.0,1.5536833584548801,0.0021297262948610785,0.36131010488161835,6.0,10.0
9721,48.0,1.1061532491489807,0.003847707744076003,0.10367245728670378,6.0,23.0
9722,62.0,1.2282664085098514,0.0024702710086625026,0.18532499600048602,7.0,3.0
9723,61.0,1.408321177181189,0.003974063114904662,0.3232986668931486,5.0,4.0
9724,63.0,1.4688623014599385,0.004220377586331486,0.3379823278258786,5.0,40.0
9725,60.0,1.234201168634631,0.004174268256564765,0.23635505463428455,6.0,19.0
9726,41.0,1.4726398278125992,0.0027396803822576856,0.32689773517013626,7.0,5.0
9727,62.0,1.2192799826765734,0.0031938676205756997,0.1783676908750631,7.0,25.0
9728,55.0,1.47285451143724,0.0021971267375795766,0.3189477394382839,7.0,35.0
9729,62.0,1.4026095362804245,0.003955919350088788,0.27791840861649403,4.0,38.0
9730,48.0,1.477865480647523,0.0019299391622851888,0.3023490763982245,5.0,26.0
9731,57.0,1.1352052032419702,0.0037563589304242598,0.12990635984109836,7.0,20.0
9732,53.0,1.3907740328975962,0.0022673498557198293,0.29011786321069555,6.0,6.0
9733,58.0,1.7125679666712013,0.0025966989160428025,0.39833237505144503,5.0,28.0
9734,39.0,1.4062521967292647,0.003015698106636028,0.27534872210998784,7.0,41.0
9735,61.0,1.4963176397433753,0.0039979278276395585,0.3329006734559973,3.0,22.0
9736,56.0,1.1820471833275352,0.0021615186416710963,0.15900944886612448,6.0,9.0
9737,58.0,1.553471998870154,0.004536359771842682,0.35331163888821815,5.0,3.0
9738,63.0,1.5737730923237756,0.003873867641684553,0.37636396923897497,5.0,42.0
9739,48.0,1.438251751597446,0.0034650486296874308,0.29965134973194707,7.0,8.0
9740,54.0,1.5778066423076955,0.003207278933584531,0.3658672016846607,5.0,5.0
9741,50.0,1.4398445611554858,0.002055139161005964,0.2958751819977372,7.0,14.0
9742,62.0,1.447061733829927,0.0036275121623322846,0.3294837201353769,7.0,5.0
9743,58.0,1.3602851342476234,0.004455928072868138,0.2766667471553748,6.0,3.0
9744,53.0,1.3303938985905,0.0036367920751402345,0.29392127024146764,7.0,35.0
9745,52.0,1.4025526058892854,0.0018157916137756865,0.2886202303250543,6.0,2.0
