id,Delta,R0,alpha,gamma,i0_q,r,r0_q,start_week_delta
6481,23.0,1.9650355124560739,-3.730366584662761,-8.219269661106555,0.007228731081944192,1.3447942807588604,0.19637352104615488,7.0
6482,25.0,2.1729744642227122,-1.7345764332696954,-0.37226960204044374,0.008015124850559403,1.2616048769323538,0.2857229748191173,7.0
6483,36.0,2.3916061499939096,1.3183152210121185,1.4729626852337003,0.0006437212371337208,1.3081366292513565,0.34082553812825866,1.0
6484,31.0,1.9956390208987218,-3.7312460019523463,-7.542806780099354,0.004183573474059519,1.3949665474419963,0.26730800893476436,4.0
6485,19.0,2.223614385397734,-8.401433809715906,-7.6356829117924505,0.0017098723681345444,1.3824281770054874,0.24455372980002457,5.0
6486,44.0,2.112879775150923,1.753607625992378,-8.725644525679073,0.007064459067069857,1.1292789816176652,0.25625563529580203,3.0
6487,34.0,2.3145525766562813,-5.3305280700896045,-6.786904263780409,0.002449184819207394,1.0806279955385756,0.3039120700231615,4.0
6488,33.0,1.97531939170693,-3.7129553231571504,-2.789778604330314,0.006679970528885941,1.113198102222992,0.25250941574060115,4.0
6489,24.0,2.1294067722167305,0.768748286066602,-2.1035486242704464,0.005465208805381429,1.0394973512297292,0.2952004587211025,6.0
6490,24.0,2.3394282917351426,-2.866699281883502,-1.9560089157458525,0.0017564846432412836,1.458534000903175,0.33799195978682733,4.0
6491,41.0,2.656591450889064,-5.138649166224584,-2.619908158107297,0.006898904948414896,1.279455588658004,0.37334100010135746,4.0
6492,30.0,1.996944000848417,-3.9458550238008527,-3.508455654840931,0.0007770478178631843,1.187909304554645,0.19164204953185335,2.0
6493,54.0,1.775389094730953,-4.092910029367746,0.37694629679180114,0.004547189185886943,1.4313568658660796,0.16133528045490184,0.0
6494,45.0,1.942469132074424,-2.076320546936419,-2.9293516617261837,0.005792117464748346,1.3776965961363623,0.2125669470303319,3.0
6495,48.0,2.375573078574036,1.0187744206276848,-6.57603502076452,0.006890996667291026,1.3915585838906899,0.3460988828597817,3.0
6496,39.0,1.6875332364010285,-6.713258480605441,0.5445667113782551,0.004541680473959183,1.2744628894980137,0.12039974079418958,2.0
6497,41.0,2.262939188926098,-5.922698068840685,-1.8328620589988796,0.0038895734925286076,1.0015267668940517,0.33563405036745875,3.0
6498,30.0,1.9504228946436772,-1.7661439127015497,-6.643589243767609,0.004102131996958683,1.3156001232159233,0.228068786088537,4.0
6499,33.0,2.3707415732002026,-2.8859378219099323,-7.768445626932068,0.0030855709582934448,1.472649817032852,0.29346390668991135,4.0
6500,44.0,1.867441196838154,-1.9398608516500904,-2.0835433814213293,0.003205533798308353,1.1374156307731484,0.21994358587262547,1.0
6501,42.0,2.3757757407121605,0.3765281381987514,1.117784815539204,0.0028823985310151142,1.3062567460978924,0.33847305803534733,2.0
6502,57.0,2.131797468891279,-7.600569390638767,1.315977788025612,0.00291831115271168,1.3132197298165647,0.24663592870825352,0.0
6503,33.0,2.6068505955021486,-0.6815787197439738,-4.44299946447487,0.0013771602528005467,1.2817104571457474,0.35814103178461254,3.0
6504,38.0,1.8534097481944924,0.7643514059459681,0.661902381166182,0.005277777583019507,1.4978036517500835,0.15399160868449538,3.0
6505,28.0,2.164497087856069,-5.195110732335774,-3.7117143316971974,0.0024316683908283867,1.0978530517825196,0.27875040857428557,4.0
6506,27.0,2.16829405607057,-7.779209568812712,-5.413320427275313,0.003088737555541319,1.1524877018886177,0.2981335099227744,4.0
6507,19.0,2.6154789231890363,-4.55837347992569,-0.9502971411917507,0.002714527268907905,1.358690964619423,0.3848652293497211,6.0
