id,Delta,R0,i0_q,r0_q,start_week_delta
6341,37.0,2.546811379118442,0.005613893078875249,0.3905205238915597,5.0
6342,38.0,2.1177390488226973,0.011331855254422533,0.2608653670478617,5.0
6343,35.0,2.484568475666532,0.012653278148492028,0.35301069855743755,6.0
6344,24.0,2.2127017831666227,0.007503957455423908,0.2904313892218701,6.0
6345,38.0,2.28758605551419,0.002551005808199095,0.32036795249499644,3.0
6346,29.0,2.5992434928690358,0.004582930401348885,0.3716455008269538,6.0
6347,24.0,2.1610124295168722,0.0018567613245683262,0.2550960870774273,5.0
6348,37.0,2.118935864921503,0.004334524729815882,0.2988626705856433,4.0
6349,29.0,1.799228387523426,0.0038186373094494194,0.18005776078102578,3.0
6350,25.0,2.480336477282957,0.0030818918731609435,0.30017772666763504,6.0
6351,47.0,1.913354354025217,0.007163018267930234,0.22507729530321208,3.0
6352,14.0,1.9922599519741366,0.005813826187068529,0.2484260913974289,7.0
6353,20.0,2.6874016344200604,0.0026307628731309053,0.35146451155516517,7.0
6354,24.0,2.3333128068420668,0.004087735927826526,0.3129782594751309,6.0
6355,51.0,2.5392229396016934,0.006135555454571372,0.3634569800018825,3.0
6356,19.0,1.787933244946414,0.0026614077013762793,0.15529305753640035,5.0
6357,41.0,1.6533528440388727,0.003972443071292082,0.11691476529365277,1.0
6358,27.0,2.5484426687024224,0.005552463316090126,0.3756926913541745,6.0
6359,33.0,2.365786155040268,0.006815339025382958,0.3358611507299928,5.0
6360,13.0,2.0847465507112197,0.00297846719900325,0.19759882443353408,7.0
6361,46.0,2.4561007550205636,0.0025905251437677774,0.3634915102839446,2.0
6362,37.0,2.5093645737939347,0.0024799165836335993,0.3564236867375307,3.0
6363,37.0,2.0438684244113134,0.0037212066249491344,0.2857880103318303,3.0
6364,61.0,2.1118793888810274,0.008623287482865633,0.2526252390683179,1.0
6365,46.0,1.9404900513181795,0.007109157168690291,0.22366752968514678,3.0
6366,40.0,2.2676660277008374,0.006757769618300265,0.30819649869331084,4.0
6367,34.0,2.0092622016762274,0.005919079639098347,0.2052405473487755,5.0
6368,37.0,1.842616631932595,0.008978143139472268,0.19367614069653577,4.0
6369,56.0,1.7541274401422338,0.0034961211319780713,0.14388064807700243,0.0
6370,26.0,1.8599643073055303,0.009601164744178764,0.175485379905619,7.0
6371,32.0,2.128714329423906,0.004151615045246773,0.26802666518664225,5.0
6372,41.0,2.510018143049248,0.0077649251411877895,0.361686948126846,5.0
6373,33.0,2.460978892321414,0.007189251343155248,0.3309192185575822,5.0
6374,32.0,2.4967910769290755,0.006462110617992826,0.3882168423976827,6.0
6375,18.0,1.8089544384685152,0.005150460372714729,0.15709822043908933,6.0
6376,46.0,2.3910499338431825,0.004457163221684903,0.3302187987402734,2.0
6377,44.0,2.320391059577264,0.0005646840585743569,0.29276933339636846,0.0
6378,26.0,1.965720684929869,0.00310036888673064,0.2343112806963739,4.0
6379,51.0,2.7519165686997296,0.002622706942670072,0.38909434060765463,1.0
6380,58.0,2.285328108731276,0.004444556142014333,0.29381360364407527,1.0
6381,32.0,2.2467312103271393,0.004394095044433882,0.3056199861507561,4.0
6382,39.0,2.4363590230562555,0.004667154677871947,0.37548569795119763,4.0
6383,18.0,2.569550464080494,0.0016882494352291391,0.35867182050797725,6.0
6384,28.0,1.81001376640348,0.005333874298922098,0.16603410635931123,5.0
6385,16.0,2.0101761155254483,0.005850963372994258,0.22763435289373357,7.0
6386,27.0,2.401614165393456,0.0058593505364322165,0.3576645540860899,6.0
6387,38.0,2.5551394971895944,0.0029109581103807652,0.39702952760119387,3.0
6388,34.0,1.9027844175116941,0.0038516122860887203,0.1914484128216425,4.0
6389,34.0,2.388337147384378,0.0050479513066550704,0.3083082564629041,5.0
6390,37.0,2.6582638203793425,0.004762069374918716,0.39100535859416846,5.0
6391,54.0,2.471332483716699,0.005240454358559103,0.35920466996959144,2.0
6392,37.0,2.239980623464725,0.0030315011805019075,0.26875199336760774,3.0
6393,29.0,2.6093774253271005,0.0016927880203868365,0.3428227858985116,4.0
6394,24.0,1.8518640515534506,0.004222952038789981,0.193547907646528,5.0
6395,28.0,2.046056653964024,0.0056003160936396925,0.25450309116182385,5.0
6396,27.0,2.297748580727748,0.0032233077335888237,0.2632491467598585,5.0
6397,44.0,2.540567019136937,0.011650607081190197,0.35876594837806863,5.0
6398,29.0,2.0154937497980843,0.0024033506071955806,0.21400111434397898,4.0
6399,24.0,2.279174062666764,0.004798607250638602,0.2933794517257647,6.0
6400,40.0,2.041375898625801,0.004726375669450663,0.24076961443294484,3.0
6401,50.0,2.2155263778530543,0.004159172167476432,0.3267105676200448,1.0
6402,24.0,2.1480922609680895,0.004483233909820389,0.2568571713888152,5.0
6403,25.0,2.1054120690650526,0.0039866950633098905,0.2934378767244559,5.0
6404,26.0,2.035156778523111,0.0015401428516556728,0.2630464937898877,3.0
6405,32.0,2.3385071576350853,0.003017278435485768,0.29675428967841216,5.0
6406,40.0,2.3355465420612584,0.005505031367384011,0.3303745911243507,3.0
6407,58.0,2.220935150739471,0.00816606705580996,0.32311195976496443,2.0
6408,40.0,2.550804945283696,0.009931630555666525,0.3805442074118907,5.0
6409,31.0,2.51698198450129,0.0021956479957656837,0.33875046573538836,4.0
6410,21.0,1.9800903635250569,0.006965650139778064,0.21128245103831936,7.0
6411,33.0,1.7108662355530038,0.0016407198979612595,0.1087925444180033,2.0
6412,34.0,2.1425068635160174,0.004568662844972548,0.2601668141814135,4.0
6413,45.0,1.9449299462250098,0.004442195349069669,0.2550223945576261,2.0
6414,20.0,1.8602509587184928,0.010088472287547874,0.18188477851238177,7.0
6415,21.0,2.0529067597951274,0.003166115818860293,0.2576002373253039,5.0
6416,16.0,2.568507806627415,0.001982077824657532,0.3885138297379691,6.0
6417,51.0,2.5701176082652735,0.0016844701846140306,0.36559606673808037,0.0
6418,23.0,2.414816080369708,0.0032321587587181605,0.3243531870140636,6.0
6419,48.0,2.161272565694127,0.004497337411605851,0.314598729617887,2.0
6420,43.0,1.791300726083771,0.005864815918852544,0.1612408223454258,2.0
6421,42.0,2.425437039498653,0.003412287416928683,0.33732585811776716,2.0
6422,15.0,2.3076629134103084,0.004686817348044078,0.2985031686008167,7.0
6423,27.0,2.079172656585034,0.00259642142519111,0.2060666434739791,5.0
6424,15.0,2.344523529372594,0.0021180129952591523,0.3151928000475233,6.0
6425,57.0,2.2473307430656977,0.0045514165381401695,0.31365077126488683,1.0
6426,44.0,1.9385998724699656,0.006832741298745392,0.21894040905717843,3.0
6427,37.0,2.2565212510505996,0.0025485694890960164,0.3204977877575996,3.0
6428,31.0,2.470749290073274,0.0043155194306742,0.35801533598734325,4.0
6429,47.0,2.0891612977920344,0.008307644769038629,0.2668191510066965,3.0
6430,33.0,2.5045780622205975,0.003092426147724394,0.33344264365841025,4.0
6431,24.0,2.2306958380416915,0.005861865403542697,0.2851787199579804,7.0
6432,50.0,2.4793037582888378,0.0011971156242401545,0.3261922580944775,0.0
6433,11.0,2.1522335725301702,0.0026409178676355827,0.2701818380726602,7.0
