id,Delta,R0,alpha,gamma,i0_q,r,r0_q,start_week_delta,t_alpha_delta
9053,43.0,1.6645803242942159,-1.7171395061802333,0.6676515786911902,0.0133190944808604,1.0970500368769653,0.36220929249008693,5.0,39.0
9054,51.0,1.6875776544213885,-0.8762039132353613,-1.034784086423117,0.0162373297080525,1.3795352480738448,0.3791646213019867,5.0,35.0
9055,51.0,1.7756530033561921,-1.282880282468071,-1.8449627244832119,0.010389020399772346,1.4567418018653784,0.3759331029553194,4.0,31.0
9056,48.0,1.6613407358792638,-2.347635035795307,1.3250341972805746,0.017061355901062634,1.0724517525908879,0.3450778713937121,4.0,31.0
9057,62.0,1.7294924405199603,-4.0215506989989125,-4.231004692848595,0.014389552065171951,1.475856812259579,0.39863755701253056,3.0,17.0
9058,53.0,1.6045400994892276,1.8623059832891453,-1.9139877753068508,0.011186028821457385,1.3847435543983377,0.3583981904874832,5.0,39.0
9059,47.0,1.7442044220036201,-5.016691806062085,-7.101701694061116,0.010140519631403779,1.0609712651141743,0.394293743125832,4.0,37.0
9060,55.0,1.7371264682450533,-8.024219771824871,1.7404397152856892,0.016532226119028392,1.1399883373835926,0.38087395994096107,5.0,36.0
9061,49.0,1.5513022621236638,-1.492515201259421,0.033801757291956225,0.015178358575029345,1.272543578715481,0.333631791646544,5.0,30.0
9062,48.0,1.5534612972921373,-4.282172525954909,-0.726184751624122,0.013888128949853766,1.0199978519986213,0.32353631027863256,5.0,41.0
9063,62.0,1.542581329490857,-4.09031567433012,-6.585708138836254,0.015440449361396333,1.1310426153074222,0.3549531822176303,4.0,25.0
9064,48.0,1.7302469888822245,-1.6979199705931765,-4.655542188675263,0.010840009656668618,1.4329438699923265,0.3609182815217606,4.0,42.0
9065,53.0,1.5873767017011378,-2.9397995615682397,-0.973209159536673,0.017655563851386467,1.2475495230991807,0.3305447659057221,4.0,26.0
9066,57.0,1.608828642476689,-1.7398108968492356,-1.6782790468758086,0.01524413835870694,1.0493660916128154,0.3403118074736534,3.0,25.0
9067,62.0,1.4754970469168653,1.0415303259382598,-5.456357318708035,0.017740374303050404,1.4899736699858228,0.31223387117965545,3.0,25.0
9068,50.0,1.789261086327617,1.117122666049124,-5.305361521613531,0.014024843312295057,1.2063565865244168,0.3897029620609048,4.0,34.0
9069,52.0,1.5924998235997356,-1.235548723083265,-3.453702515300199,0.016062400904604278,1.4433752494776817,0.31892564795271156,4.0,30.0
9070,60.0,1.6141910723790436,-3.7665299008038033,-1.291618370795036,0.01650912683081233,1.0864613369561094,0.37936268599632017,3.0,15.0
9071,41.0,1.747139457219319,-4.670098530692521,-0.5567233907888169,0.011622228810706915,1.2539870453601594,0.3734432563841737,4.0,37.0
9072,51.0,1.823608445822619,-4.940066096137111,-1.5108415374332342,0.015579384982139035,1.1779198463597202,0.38126797187587674,5.0,36.0
9073,60.0,1.6390361147083718,-6.569047038699917,-4.946388496145815,0.014287029446149705,1.0523366276377937,0.346623209249623,5.0,37.0
9074,61.0,1.8530081727932934,-1.1712983095487681,-7.724926741658784,0.013094923880532577,1.454449827683882,0.388482559119932,3.0,40.0
9075,60.0,1.6367499428960066,0.9683494130719,1.513415849605473,0.013312626363421306,1.1021320803544004,0.3293371382040529,3.0,30.0
9076,52.0,1.6499630805112373,-1.3313552119666785,-6.48155486679069,0.01309313187149644,1.264643100600839,0.36383199527235965,4.0,25.0
9077,61.0,1.6547804532865193,-7.525690258376077,-0.9698963950086548,0.016689904438079838,1.1682763592493732,0.35695425864138985,4.0,31.0
9078,51.0,1.7302564991064158,-1.998884458261113,-6.822128382249048,0.011761240054625784,1.3946365412693076,0.3935984881820466,5.0,33.0
9079,40.0,1.7462546298263246,-2.0572381287175046,-5.830096399927978,0.013273396288450244,1.4317346811931966,0.35809393291263675,5.0,36.0
9080,45.0,1.7573395102083376,-0.15859359128818462,-0.815682780357085,0.01560261066361106,1.1432410129420467,0.3873645582028368,5.0,30.0
9081,53.0,1.7956492023829183,-7.095807391671491,-7.4284963191372215,0.015216254639799252,1.1384368271150827,0.3972194167628766,4.0,25.0
9082,51.0,1.6621723734190998,-8.89686606679849,-5.386140327034558,0.011752277647239401,1.224877052893821,0.3565285464680956,5.0,31.0
9083,59.0,1.7138225766935864,-5.036929742044378,-8.762497063206688,0.014003050642620812,1.3536018027111,0.36546426239061885,2.0,19.0
