year_week,oth_red
2020-07,1.2615244791666667
2020-08,1.1347372781065088
2020-09,1.1065342647058825
2020-10,1.0915542647058822
2020-11,1.0139670588235294
2020-12,0.560923363095238
2020-13,0.2580112121212121
2020-14,0.26441762048192774
2020-15,0.3189004491017964
2020-16,0.3548015060240964
2020-17,0.3950821856287425
2020-18,0.4287868181818182
2020-19,0.5360924698795181
2020-20,0.5390315868263473
2020-21,0.6105231707317073
2020-22,0.692315337423313
2020-23,0.7336069444444444
2020-24,0.7627662576687116
2020-25,0.9024457831325302
2020-26,0.9838745454545456
2020-27,1.1327521212121212
2020-28,1.0983043674698796
2020-29,1.174006515151515
2020-30,1.2063772590361446
2020-31,1.3083959337349398
2020-32,1.27745
2020-33,1.2417956325301205
2020-34,0.8307338235294118
2020-35,0.8587661764705882
2020-36,0.8733887254901961
2020-37,0.9729401515151516
2020-38,0.9815480538922154
2020-39,0.9046635542168675
2020-40,0.933843373493976
2020-41,0.8643462797619047
2020-42,0.8030074242424243
2020-43,0.8628689759036146
2020-44,0.8178317771084337
2020-45,0.7657470059880239
2020-46,0.6889419161676648
2020-47,0.6706215568862276
2020-48,0.6371739393939394
2020-49,0.6399365740740741
2020-50,0.6284787267080745
2020-51,0.7041253048780488
2020-52,0.6054344720496895
2020-53,0.5228936728395062
2021-01,0.554391512345679
2021-02,0.5256626524390244
2021-03,0.5286785937499999
2021-04,0.5038315625
2021-05,0.5279217987804877
2021-06,0.53250625
2021-07,0.6046060240963855
2021-08,0.6356924846625767
2021-09,0.6455959090909091
2021-10,0.6935611280487805
2021-11,0.7608180981595092
2021-12,0.7985706325301205
2021-13,0.7512406626506024
2021-14,0.6738556886227545
2021-15,0.7762899096385543
2021-16,0.7698328313253012
2021-17,0.7536917168674698
2021-18,0.7773459337349398
2021-19,0.8196482035928143
2021-20,0.8451425757575757
2021-21,0.8735308383233533
2021-22,0.9533484939759037
2021-23,0.9428088855421688
2021-24,1.0956657575757576
2021-25,1.203089608433735
2021-26,1.3727468373493976
2021-27,1.390367113095238
2021-28,1.4202517751479289
2021-29,1.4928678571428573
2021-30,1.551182738095238
2021-31,1.5117372781065088
2021-32,1.4806266272189348
2021-33,1.486177976190476
2021-34,1.4541677083333333
2021-35,1.4315093749999999
2021-36,1.2901408682634732
2021-37,1.2060652366863907
2021-38,1.2546724852071005
2021-39,1.1668494082840237
2021-40,1.1453476331360948
2021-41,1.0217571856287426
2021-42,1.0773192307692308
2021-43,1.045525
2021-44,0.9521151197604791
2021-45,0.964581952662722
2021-46,0.9664892857142858
2021-47,0.9548939349112425
2021-48,0.9630616863905326
2021-49,0.9417665680473373
2021-50,1.0484399408284024
2021-51,0.9251804733727811
2021-52,0.7771616666666666
