year_week,work_red
2020-07,0.9522600000000001
2020-08,0.9054635838150288
2020-09,1.0685403508771931
2020-10,1.069910465116279
2020-11,1.0106901162790698
2020-12,0.4998676136363636
2020-13,0.2942146892655368
2020-14,0.2849102272727273
2020-15,0.2618044943820225
2020-16,0.3041062146892656
2020-17,0.33881885714285714
2020-18,0.353854802259887
2020-19,0.3963869318181818
2020-20,0.40099772727272726
2020-21,0.4221234285714286
2020-22,0.5395265895953757
2020-23,0.5768081395348837
2020-24,0.6186666666666667
2020-25,0.643158064516129
2020-26,0.6259
2020-27,0.5273935828877006
2020-28,0.60815935828877
2020-29,0.6114433155080214
2020-30,0.6146
2020-31,0.5769245989304813
2020-32,0.537444385026738
2020-33,0.6000449197860962
2020-34,0.52004125
2020-35,0.5420805194805195
2020-36,0.5220933333333333
2020-37,0.5773632352941176
2020-38,0.6770524064171123
2020-39,0.6979048128342246
2020-40,0.7039299465240642
2020-41,0.6795133689839572
2020-42,0.6289598930481284
2020-43,0.7198354838709677
2020-44,0.746068449197861
2020-45,0.7491529411764706
2020-46,0.6350080213903743
2020-47,0.707696256684492
2020-48,0.699568449197861
2020-49,0.7028465240641711
2020-50,0.700412834224599
2020-51,0.7015569892473118
2020-52,0.35964171122994654
2020-53,0.34339625668449203
2021-01,0.6747000000000001
2021-02,0.6566347593582887
2021-03,0.6584508021390375
2021-04,0.6531
2021-05,0.6657754010695187
2021-06,0.6217106951871658
2021-07,0.6054540106951871
2021-08,0.6919181818181818
2021-09,0.6907941176470589
2021-10,0.6947609625668449
2021-11,0.6374828877005347
2021-12,0.6123577540106953
2021-13,0.5473032085561498
2021-14,0.6019417112299466
2021-15,0.6729245989304813
2021-16,0.6736417112299465
2021-17,0.6925540106951872
2021-18,0.6983048128342246
2021-19,0.6924941176470588
2021-20,0.6812347593582888
2021-21,0.6577000000000001
2021-22,0.7720497326203208
2021-23,0.7755106951871658
2021-24,0.7678529411764706
2021-25,0.731729411764706
2021-26,0.5366850267379679
2021-27,0.6596368983957219
2021-28,0.6610213903743316
2021-29,0.6740096256684492
2021-30,0.6446534759358289
2021-31,0.581614973262032
2021-32,0.6663411764705882
2021-33,0.6748639784946237
2021-34,0.6823780748663102
2021-35,0.6483417112299465
2021-36,0.6240882352941176
2021-37,0.6768598930481283
2021-38,0.7344887700534759
2021-39,0.7053780748663101
2021-40,0.7421454545454547
2021-41,0.675735294117647
2021-42,0.764379679144385
2021-43,0.8007465240641711
2021-44,0.7792759358288771
2021-45,0.6617208556149733
2021-46,0.7687860962566845
2021-47,0.7965641711229947
2021-48,0.8114145161290323
2021-49,0.8282272727272727
2021-50,0.8458251336898396
2021-51,0.4000941176470588
2021-52,0.2379777777777778
